smiles,klebsiella_pneumoniae
C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0007047833641991019
C[C@@H]1C/C=C/C=C/C=C/C=C/CC[C@H]2C[C@@H](O)C[C@@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)O2,0.0006958129233680665
C[C@@H]1C/C=C/C=C/[C@H](O)[C@H](C)CCCCCCC(=O)O1,0.0012675640173256397
C[C@@H]1C/C=C/C=C/[C@H](O)[C@H](C)CCCC[C@H](O)CC(=O)O1,0.001495392993092537
C[C@@H]1C/C=C\C=C/[C@H](O)[C@H](C)CCCCCCC(=O)O1,0.0011485127033665776
C[C@@H]1CC(=O)NCC(=O)N2CCC[C@H]2C(=O)N(C)CC(=O)N2CCC(=O)C[C@H]2C(=O)NCC(=O)O1,0.0045140632428228855
C[C@@H]1CC(=O)[C@]2(O)O[C@@H]3C[C@@H](O)C[C@H](O)[C@H]3O[C@@H]2O1,0.01588994264602661
C[C@@H]1CCCCO1,0.0007697714027017355
C[C@@H]1CCC[C@@H](C)[C@H](O)CC(=O)OC[C@@H](C)[C@@H]2O[C@@]2(C)/C=C/C1=O,0.00217949110083282
C[C@@H]1CCO[C@@H](C)C1,0.0006582427304238081
C[C@@H]1CCO[C@@H](C)[C@@H]1O,0.0007136855274438858
C[C@@H]1CCO[C@@H](C)[C@@]1(C)O,0.000688257219735533
C[C@@H]1CCO[C@@H](C)[C@@]12CO2,0.000647692708298564
C[C@@H]1CCO[C@@H](C)[C@H]1O,0.0007136855274438858
C[C@@H]1CCO[C@@H](C)[C@]12CO2,0.000647692708298564
C[C@@H]1CC[C@@H](O)CO1,0.0007357508293353021
C[C@@H]1CC[C@]2(OC1)OC[C@H](C)C[C@H]2C,0.0007151148747652769
C[C@@H]1CN2C(=O)C[C@H]2S1(=O)=O,0.0017674011178314686
C[C@@H]1CN2c3c(cc4cnoc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0.01934702694416046
C[C@@H]1CNC[C@H](C)C1,0.0007481755455955863
C[C@@H]1CNC[C@H](C)N1,0.0007506894180551171
C[C@@H]1CO[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@@H](O)[C@H](C)O4)O3)O2)[C@H](C)C1,0.0011337470496073365
C[C@@H]1C[C@@H](C)C(=O)OC[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)C1,0.0027575965505093336
C[C@@H]1C[C@@H](C)C(=O)[C@@H](C)C(=O)OC[C@@]2(C)OC(=O)[C@@H](/C(N)=N/O)[C@@H]2[C@@H](C)C(=O)[C@H](C)C1,0.004697396419942379
C[C@@H]1C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]2(C)COC(=O)[C@@](C)(F)C(=O)[C@H](C)C1,0.005847088526934385
C[C@@H]1C[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)C[C@@H](C)[C@@H](C)OC(=O)[C@H](C)C1,0.0015043881721794605
