smiles,klebsiella_pneumoniae,heavy_atoms
[N-]=[N+]=NCC=O,0.0133189167827367,6
[N-]=[N+]=N[C@H]1CCOC1,0.0060485312715172,8
[O-][S+]1CCCC1,0.0020132916979491,6
c1cc2c(cn1)OCCC2,0.0010781107703223,10
c1ccc2[nH]ccc2c1,0.00164645165205,9
c1ccc2c(c1)CCC2,0.0009505982743576,9
c1ccc2c(c1)COc1ccccc1C2,0.0006990851834416,15
c1ccc2c(c1)Nc1ccccc1S2,0.0018779691308736,14
c1ccc2c(c1)OCO2,0.0015108218649402,9
c1ccc2cc3ncccc3cc2c1,0.0016764688771218,14
c1ccc2ccccc2c1,0.0015568048693239,10
c1ccc2nc3c(cc2c1)CCC3,0.0008406081469729,13
c1ccc2ncccc2c1,0.0022637837100774,10
c1ccc2ncncc2c1,0.0026716524735093,10
c1ccc2ocnc2c1,0.0021325265988707,9
c1ccccc1,0.001880255411379,6
c1ccncc1,0.0025092519354075,6
c1ccnnc1,0.0047125481069087,6
c1cnccn1,0.0033367546275258,6
c1cncnc1,0.0036164452321827,6
c1nc[n+]2n1CCC2,0.0009396453970111,8
c1ncc2nc[nH]c2n1,0.0022164252586662,9
