smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id,known_antibiotics_novelty,hts_hit_novelty,closest_antibiotic,closest_hts_hit,filter_status,filter_reason,scaffold_antibiotics_novelty,scaffold_hts_hit_novelty,closest_antibiotic_scaffold,closest_hts_hit_scaffold
Cn1c(=O)c(C(=O)CCl)c(N)n(Cc2ccccc2)c1=O,0.0053,0.0046,0.0033,0.001,0.465,0.1001,0.0439,0.017,0.1173,0.0124,0.0072,0.0064,0.5455,0.114,0.0465,0.0418,0.2897,0.0199,0.0144,0.0158,0.328,0.0461,0.0321,0.0262,0.3295,0.0423,0.0275,0.0277,0.1076,0.0218,0.0117,0.0091,0.0,0.0,0.0,0.0,0.0426,0.1214,0.0013,0.0001,0.0023,0.2533,0.0205,0.214,0.1249,0.2431,0.0401,0.0207,0.0161,0.0867,0.7524,0.772727,1376,0.772727,0.595745,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.700000,0.578947,Cc1cc(O)cc(C)c1Cl,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccccc2)c1C,0.0037,0.0031,0.0023,0.0007,0.4492,0.0711,0.0325,0.0177,0.132,0.0149,0.0086,0.0072,0.5088,0.0578,0.0266,0.0419,0.2613,0.0165,0.0125,0.0151,0.4081,0.0813,0.0528,0.0316,0.2983,0.034,0.0232,0.0261,0.0954,0.0185,0.0102,0.0084,0.0,0.0,0.0,0.0,0.0676,0.1949,0.0731,0.0051,0.0011,0.3195,0.1469,0.3739,0.1586,0.2396,0.033,0.0187,0.0165,0.149,0.7394,0.753425,1375,0.760870,0.692308,c1ccc(CNCCNCc2ccccc2)cc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.571429,0.571429,Cc1cc(O)cc(C)c1Cl,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
COc1ccc(NC(=O)CCl)cc1NC(=O)OC(C)(C)C,0.0019,0.0015,0.0011,0.0003,0.3107,0.0235,0.0136,0.0156,0.0623,0.0047,0.0032,0.0044,0.556,0.1299,0.052,0.0429,0.1155,0.0043,0.0041,0.0087,0.3118,0.0388,0.0277,0.0257,0.2883,0.0311,0.0217,0.0256,0.075,0.0137,0.008,0.0074,0.0,0.0541,0.008,0.0,0.0759,0.1571,0.0362,0.0025,0.0005,0.617,0.1084,0.286,0.1634,0.1913,0.0335,0.0155,0.0145,0.1608,0.6736,0.785714,1374,0.785714,0.800000,C=CCc1ccc(O)c(OC)c1,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,KEPT,,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
O=C(O)c1cn(Cc2ccccc2)c2ccccc2c1=O,0.4564,0.5563,0.4872,0.3145,0.513,0.1617,0.1321,0.2863,0.5049,0.3339,0.2558,0.174,0.6591,0.2462,0.1858,0.4457,0.1454,0.0164,0.0214,0.0596,0.5929,0.4177,0.3921,0.3685,0.5806,0.5273,0.5428,0.6133,0.5126,0.3547,0.2084,0.1004,0.8901,0.1374,0.0384,0.4489,0.7498,0.506,0.8159,0.4581,0.9397,0.8553,0.905,0.507,0.5055,0.5394,0.3057,0.2515,0.3124,0.6936,0.8556,0.576923,1373,0.576923,0.661017,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,FILTERED,motif:quinolone,0.673469,0.567568,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
CC(C)(C)OC(=O)NC1(C(F)(F)F)Oc2ccc(Cl)cc2O1,0.0025,0.0021,0.0015,0.0005,0.4465,0.1487,0.0643,0.0143,0.0627,0.0048,0.0032,0.0045,0.5444,0.1257,0.05,0.039,0.15,0.0064,0.0057,0.0101,0.1482,0.0092,0.0079,0.0154,0.0985,0.0054,0.0054,0.0133,0.0714,0.0131,0.0077,0.0072,0.0,0.0034,0.0002,0.0,0.0596,0.2959,0.0578,0.9757,0.893,0.0824,0.2063,0.2875,0.1285,0.1694,0.0354,0.0162,0.0116,0.3319,0.7021,0.789474,1372,0.789474,0.792453,CC(C)(C)OC(=O)NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC3=O,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,KEPT,,0.705882,0.642857,Nc1ccc2cc3ccc(N)cc3nc2c1,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl
CCCCn1c(CCl)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,0.0032,0.0026,0.0019,0.0006,0.4034,0.0435,0.0216,0.0173,0.0704,0.0056,0.0037,0.0047,0.4395,0.033,0.0167,0.0333,0.2139,0.0113,0.009,0.0128,0.3446,0.0512,0.0351,0.027,0.2875,0.0304,0.021,0.0248,0.1385,0.0302,0.0153,0.0104,0.0,0.0,0.0,0.0,0.022,0.079,0.0058,0.1351,0.0034,0.0702,0.03,0.271,0.0923,0.2112,0.0231,0.0138,0.0145,0.0788,0.6493,0.745455,1371,0.745455,0.660377,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.717391,0.511111,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Cc1cc(=O)c(C(=O)O)nn1-c1cccc(C(F)(F)F)c1,0.0336,0.0352,0.0257,0.0093,0.3483,0.0405,0.0227,0.0199,0.1255,0.0143,0.0084,0.0076,0.5683,0.1197,0.0497,0.0499,0.0428,0.0012,0.0015,0.0054,0.1591,0.0111,0.0097,0.0188,0.1079,0.0067,0.0067,0.016,0.1324,0.029,0.0149,0.0105,0.0006,0.1329,0.0719,0.0033,0.1113,0.3534,0.1533,0.649,0.9436,0.5658,0.5109,0.4208,0.308,0.1687,0.0434,0.0235,0.0156,0.4462,0.7834,0.765625,1370,0.765625,0.765625,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,FILTERED,motif:quinolone,0.720930,0.658537,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
Cc1cc(SCC(=O)O)n2c(nc3ccccc32)c1C#N,0.003,0.0024,0.0018,0.0005,0.4514,0.0652,0.0311,0.0213,0.0848,0.0076,0.0048,0.0056,0.5807,0.0789,0.0347,0.0562,0.144,0.0063,0.0058,0.0109,0.1892,0.0146,0.0121,0.0192,0.1392,0.0092,0.0084,0.0173,0.103,0.0208,0.0113,0.009,0.0,0.0,0.0,0.0,0.05,0.1686,0.0101,0.129,0.3979,0.1598,0.5101,0.5443,0.2946,0.1884,0.0228,0.0122,0.0156,0.2516,0.7896,0.794118,1369,0.794118,0.737705,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.689655,0.689655,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
COc1ccc2c(c1)C1(NNc3ccccc3O1)C(=O)N2,0.0025,0.002,0.0015,0.0004,0.4696,0.234,0.0974,0.0132,0.0673,0.0053,0.0035,0.0046,0.5776,0.1098,0.0437,0.0443,0.3778,0.0345,0.0221,0.0183,0.1211,0.0065,0.0059,0.0136,0.2567,0.0244,0.0175,0.0224,0.0601,0.0106,0.0065,0.0067,0.001,0.0063,0.0008,0.0,0.3722,0.3856,0.0446,0.0064,0.3191,0.1186,0.6928,0.4392,0.2939,0.2149,0.0482,0.0221,0.0137,0.2969,0.6265,0.797297,1368,0.797297,0.806818,COc1ccc(C(OCCn2c([N+](=O)[O-])cnc2C)c2ccccc2)cc1,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1ccc(Cl)cc1)CC31CCN(CCc2ccccc2)CC1,KEPT,,0.725000,0.674419,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
Cc1cc(C(=O)CCl)c(C)n1-c1ccc(C(F)(F)F)cc1,0.0071,0.0063,0.0046,0.0015,0.4066,0.0423,0.0217,0.0203,0.2053,0.032,0.0163,0.0095,0.5817,0.1054,0.0438,0.0518,0.2266,0.0133,0.0108,0.0151,0.3404,0.0491,0.0343,0.028,0.2388,0.0224,0.0168,0.0232,0.1098,0.022,0.0117,0.0089,0.0,0.0,0.0001,0.0,0.3036,0.3803,0.0398,0.0133,0.2992,0.4757,0.1531,0.3906,0.3044,0.2351,0.0325,0.0178,0.0176,0.2622,0.7781,0.800000,1367,0.800000,0.771084,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,FILTERED,pains:pyrrole_A(118),0.714286,0.714286,Cc1cc(O)cc(C)c1Cl,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
CC(C)CCn1c(=O)c2ccccc2n2c(CCl)nnc12,0.0032,0.0027,0.002,0.0006,0.4717,0.2593,0.1104,0.0141,0.0915,0.0082,0.0051,0.0055,0.5689,0.1373,0.0539,0.0431,0.4106,0.0434,0.0273,0.0209,0.4094,0.081,0.0527,0.0317,0.3751,0.0549,0.0337,0.0299,0.1395,0.0305,0.0154,0.0104,0.0,0.0327,0.0004,0.0,0.2772,0.1389,0.0353,0.2136,0.0339,0.4009,0.0636,0.4808,0.1639,0.2744,0.0722,0.0334,0.0174,0.2009,0.7443,0.750000,1366,0.750000,0.750000,O=c1ccn(F)c2ccccc12,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.756098,0.769231,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,COc1ccc(C[C@@H](N)C(=O)N[C@@H]2[C@@H](O)[C@@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1
O=C(CCl)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,0.0018,0.0014,0.001,0.0003,0.1777,0.0093,0.0069,0.0115,0.1086,0.0111,0.0065,0.0061,0.4699,0.0498,0.0234,0.0353,0.1428,0.0059,0.0053,0.0096,0.3601,0.0608,0.0408,0.028,0.3132,0.0387,0.0254,0.0259,0.098,0.0193,0.0105,0.0085,0.0,0.0,0.0,0.0,0.0142,0.1688,0.0135,0.0004,0.0022,0.2585,0.1242,0.2385,0.1654,0.1858,0.0218,0.0133,0.0139,0.1095,0.8101,0.825397,1365,0.825397,0.797872,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,O=C(N[C@@H](c1cccnc1)c1ccc2c(c1)OCO2)C1CCN(CCOc2ccc(Cl)cc2Cl)CC1,KEPT,,0.764706,0.777778,Nc1c2ccccc2nc2ccccc12,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1
O=C(CCl)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,0.0054,0.0046,0.0034,0.0011,0.1955,0.0112,0.008,0.0124,0.1018,0.01,0.006,0.0058,0.5073,0.0867,0.0371,0.0376,0.4066,0.043,0.0268,0.0201,0.3114,0.0419,0.0295,0.0252,0.3467,0.0499,0.0315,0.0287,0.0888,0.017,0.0095,0.008,0.0,0.0001,0.0,0.0,0.0219,0.1651,0.0169,0.0015,0.0037,0.271,0.0437,0.2055,0.2465,0.2182,0.0294,0.0169,0.0154,0.1084,0.8183,0.777778,1364,0.777778,0.703704,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,KEPT,,0.627907,0.627907,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
O=Cc1cc([N+](=O)[O-])ccc1Sc1nc2ccccc2s1,0.0089,0.0081,0.0059,0.0019,0.5027,0.1269,0.0581,0.0259,0.1298,0.0145,0.0083,0.0068,0.6994,0.2067,0.0879,0.1108,0.1266,0.0053,0.005,0.0102,0.1882,0.0144,0.0119,0.0188,0.2875,0.0334,0.0232,0.0268,0.1261,0.0268,0.0139,0.0099,0.0268,0.1426,0.0543,0.0063,0.1505,0.3769,0.7459,0.4692,0.982,0.6923,0.851,0.6236,0.2503,0.2329,0.0643,0.0298,0.0242,0.5713,0.7675,0.730769,1363,0.730769,0.820896,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,KEPT,,0.718750,0.592593,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
Cc1csc(N(C(=O)CCl)c2cccc(C(F)(F)F)c2)n1,0.0046,0.0039,0.0028,0.0009,0.3103,0.0239,0.0137,0.0148,0.0636,0.0049,0.0033,0.0045,0.5583,0.1167,0.047,0.0429,0.1731,0.008,0.0067,0.0108,0.3157,0.0425,0.0297,0.0249,0.1825,0.0139,0.0113,0.0186,0.075,0.0138,0.008,0.0074,0.0,0.0,0.0,0.0,0.175,0.2724,0.0145,0.0005,0.0038,0.3934,0.1473,0.4416,0.3265,0.187,0.0253,0.0136,0.0139,0.1972,0.7881,0.808824,1362,0.808824,0.746479,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,KEPT,,0.441176,0.727273,C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
O=C(O)CSc1ccc(S(=O)(=O)C(F)(F)F)cc1[N+](=O)[O-],0.0079,0.0071,0.0051,0.0017,0.3479,0.0343,0.0198,0.0221,0.1156,0.0123,0.0072,0.0065,0.5946,0.0948,0.0415,0.0628,0.1518,0.0067,0.006,0.0107,0.286,0.0357,0.0263,0.0256,0.2904,0.036,0.0252,0.0288,0.1334,0.0291,0.0148,0.0104,0.0,0.0052,0.0027,0.0001,0.0381,0.2982,0.368,0.5103,0.6339,0.3244,0.5658,0.6296,0.425,0.2142,0.029,0.0165,0.0187,0.4215,0.7975,0.734694,1361,0.734694,0.731343,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfone_general,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)C(Cl)c1ccccc1,0.0093,0.0085,0.0062,0.002,0.2334,0.0146,0.0099,0.0152,0.1449,0.0177,0.0098,0.0074,0.6148,0.1251,0.0516,0.0618,0.2413,0.0153,0.012,0.0158,0.3523,0.056,0.0387,0.0294,0.4126,0.0804,0.0482,0.0371,0.1509,0.0341,0.0169,0.011,0.0,0.0307,0.1109,0.0356,0.0751,0.2602,0.7016,0.8016,0.905,0.5246,0.4129,0.51,0.2537,0.24,0.0425,0.0338,0.0239,0.4939,0.7942,0.636364,1360,0.636364,0.636364,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,FILTERED,motif:aminoglycoside_h1,0.613636,0.517241,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
CCCn1c(N)c(N(CCOC)C(=O)CCl)c(=O)[nH]c1=O,0.0082,0.0074,0.0054,0.0017,0.3752,0.0386,0.0198,0.0163,0.2116,0.0341,0.0172,0.0097,0.5881,0.2057,0.0805,0.0497,0.2889,0.0193,0.0139,0.0152,0.3946,0.0745,0.049,0.0309,0.4081,0.0717,0.0427,0.0336,0.2204,0.0597,0.0278,0.015,0.0,0.0,0.0,0.0,0.1155,0.0903,0.0082,0.0774,0.0006,0.1194,0.1448,0.5128,0.1709,0.2772,0.0568,0.0285,0.0191,0.1378,0.8011,0.829787,1359,0.790323,0.783333,CCN(CC)CCOC(=O)c1ccc(N)cc1,CC(=O)On1cc(F)c(=O)[nH]c1=O,FILTERED,motif:quinolone,0.689655,0.000000,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC(=O)On1cc(F)c(=O)[nH]c1=O
O=C(CCl)N=c1sccn1Cc1cccc2ccccc12,0.0032,0.0027,0.0019,0.0006,0.4694,0.0905,0.0395,0.017,0.1016,0.0098,0.0059,0.0058,0.5231,0.069,0.0303,0.0413,0.383,0.0363,0.0233,0.019,0.2963,0.0355,0.0254,0.0238,0.3729,0.056,0.0342,0.0295,0.1076,0.0216,0.0115,0.0089,0.0001,0.0006,0.0,0.0,0.0814,0.2933,0.0033,0.0263,0.0022,0.6603,0.1724,0.4972,0.3333,0.2508,0.0358,0.0191,0.0162,0.23,0.7418,0.784810,1358,0.784810,0.810345,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.716981,0.659574,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
COc1ccccc1-n1c(S)nc2cc([N+](=O)[O-])ccc21,0.0053,0.0046,0.0033,0.001,0.463,0.0905,0.0409,0.0188,0.0788,0.0067,0.0043,0.0052,0.5708,0.0783,0.0338,0.0507,0.1325,0.0055,0.0052,0.0102,0.1133,0.0059,0.0055,0.0136,0.1771,0.0133,0.0111,0.0193,0.1053,0.0212,0.0114,0.009,0.0,0.0002,0.0003,0.0002,0.0956,0.3528,0.7252,0.0237,0.5879,0.4241,0.494,0.5586,0.2647,0.1829,0.0251,0.0129,0.0142,0.3918,0.7664,0.705882,1357,0.705882,0.762712,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c2ncccc12,KEPT,,0.708333,0.515152,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
N#CCn1c(CCl)nc2scc(-c3ccccc3)c2c1=O,0.0036,0.0029,0.0022,0.0007,0.4031,0.0451,0.0224,0.0175,0.113,0.0117,0.0069,0.0064,0.567,0.0883,0.0374,0.0486,0.1624,0.0074,0.0064,0.0111,0.34,0.0506,0.0349,0.0272,0.1811,0.0137,0.0112,0.0189,0.0904,0.0174,0.0097,0.0082,0.0,0.0,0.0,0.0,0.1462,0.2305,0.0362,0.0664,0.4297,0.5618,0.2671,0.4683,0.1616,0.2067,0.0263,0.0146,0.0154,0.2631,0.6777,0.835616,1356,0.835616,0.779661,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.750000,0.700000,CN(C)[C@@H]1C(O)=C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
N#CC(C(=O)CCl)=C(c1ccc(F)cc1)N1CCOCC1,0.0034,0.0028,0.002,0.0006,0.4255,0.0506,0.025,0.0201,0.195,0.0295,0.0156,0.0098,0.5839,0.1217,0.0498,0.0515,0.2883,0.0201,0.0146,0.0162,0.2877,0.0341,0.025,0.0248,0.2697,0.0286,0.0204,0.0252,0.1261,0.0269,0.0139,0.01,0.0,0.0,0.0,0.0,0.026,0.1151,0.0077,0.0,0.0001,0.1036,0.098,0.1225,0.2069,0.2422,0.0349,0.0185,0.0176,0.0755,0.6616,0.753425,1355,0.753425,0.800000,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,KEPT,,0.731707,0.750000,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=C(CCl)NCCN1C(=O)SC(=Cc2ccccc2)C1=O,0.0042,0.0035,0.0026,0.0008,0.2958,0.0238,0.0139,0.0144,0.1245,0.0137,0.0078,0.0065,0.5437,0.1193,0.0485,0.0415,0.3839,0.0367,0.0234,0.0189,0.3478,0.0551,0.0374,0.0272,0.3831,0.0623,0.0372,0.0299,0.0951,0.0187,0.0103,0.0084,0.0,0.0,0.0,0.0,0.0462,0.1128,0.0639,0.0073,0.0062,0.3752,0.114,0.3593,0.2061,0.242,0.037,0.0201,0.0164,0.1435,0.733,0.767857,1354,0.764706,0.767857,O=C(O)CNC(=O)c1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.714286,0.727273,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl
