smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id,known_antibiotics_novelty,hts_hit_novelty,closest_antibiotic,closest_hts_hit,filter_status,filter_reason,scaffold_antibiotics_novelty,scaffold_hts_hit_novelty,closest_antibiotic_scaffold,closest_hts_hit_scaffold
Cc1nn(CC(C)C)c(Cl)c1C1CCCN1c1cncc(Cl)n1,0.0021,0.0017,0.0013,0.0004,0.523,0.1776,0.0701,0.0156,0.0653,0.005,0.0033,0.0045,0.5845,0.1327,0.0517,0.0449,0.272,0.0169,0.0123,0.0141,0.205,0.016,0.0127,0.0184,0.2321,0.0199,0.0149,0.0209,0.113,0.0229,0.0121,0.0091,0.0,0.0001,0.0,0.0,0.0548,0.1264,0.03,0.0019,0.0252,0.0752,0.313,0.3008,0.1162,0.2219,0.0436,0.0198,0.0142,0.1159,0.6124,0.823529,516,0.823529,0.819048,Cc1ncc([N+](=O)[O-])n1CC(C)O,CC(C)C[C@H]1NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,KEPT,,0.804878,0.779412,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(C)C[C@H]1NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
O=C(NC(c1ccc(Cl)c(F)c1)c1nnn[nH]1)c1cccc[n+]1[O-],0.0059,0.0054,0.0039,0.0012,0.4181,0.1362,0.0617,0.0146,0.0934,0.0088,0.0054,0.0055,0.5143,0.21,0.0823,0.0351,0.305,0.0221,0.0154,0.0155,0.3438,0.0554,0.0374,0.0265,0.3088,0.0392,0.0257,0.0259,0.0728,0.0135,0.0079,0.0073,0.0,0.0246,0.0016,0.0,0.0915,0.183,0.0513,0.0122,0.0005,0.1582,0.1474,0.1523,0.1287,0.2291,0.0572,0.0268,0.0146,0.1028,0.6053,0.810811,515,0.810811,0.790000,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(N[C@@H](c1cccnc1)c1ccc2c(c1)OCO2)C1CCN(CCOc2ccc(Cl)cc2Cl)CC1,KEPT,,0.741573,0.741573,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1
O=C(Nc1[nH]c(=O)ncc1F)c1csc(Cc2ccc(F)cc2)n1,0.0023,0.0019,0.0014,0.0004,0.3605,0.0436,0.0228,0.0162,0.0569,0.0042,0.0029,0.0043,0.395,0.026,0.014,0.0295,0.0376,0.001,0.0012,0.0047,0.0715,0.0029,0.0029,0.0101,0.2315,0.021,0.0156,0.0215,0.0549,0.0096,0.006,0.0064,0.0001,0.0527,0.0491,0.0023,0.0089,0.0477,0.0024,0.0,0.0001,0.0223,0.0833,0.1416,0.1953,0.1345,0.0181,0.0129,0.0106,0.0557,0.649,0.812500,514,0.812500,0.828283,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,KEPT,,0.742857,0.694915,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Cc1coc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3F)CC2)n1,0.0032,0.0028,0.002,0.0006,0.0191,0.0006,0.001,0.005,0.0272,0.0015,0.0012,0.0029,0.0494,0.0007,0.0009,0.0075,0.0054,0.0001,0.0002,0.0017,0.0211,0.0005,0.0006,0.0052,0.0173,0.0006,0.0009,0.0055,0.0383,0.0063,0.0043,0.0054,0.0006,0.2378,0.1245,0.0018,0.0189,0.0827,0.0267,0.0737,0.0879,0.1529,0.0846,0.2297,0.0981,0.0202,0.0279,0.0151,0.004,0.095,0.7025,0.734940,513,0.734940,0.731183,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1.O,KEPT,,0.724138,0.676056,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O.O.O.O=C([O-])C1[O][Sb]2[O]C(=O)C([O]2)C(C(=O)[O-])[O][Sb]2[O]C(=O)C1[O]2.[K+].[K+]
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,0.1898,0.2344,0.1829,0.0857,0.8137,0.496,0.3181,0.367,0.3222,0.0697,0.0329,0.0146,0.7697,0.2798,0.1353,0.2285,0.5009,0.092,0.0623,0.0495,0.1173,0.0058,0.0052,0.0131,0.673,0.4802,0.3818,0.2864,0.4304,0.1841,0.0786,0.0298,0.9948,0.9647,0.9687,0.9598,0.9647,0.7213,0.9842,0.9998,0.9927,0.8763,0.8891,0.8606,0.6086,0.5346,0.3119,0.2406,0.226,0.8775,0.7228,0.000000,512,0.000000,0.023256,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],KEPT,,0.000000,0.000000,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CCCC(O)CC(O)CC(=O)CC(=O)OC1C(C)CCC(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
O=[N+]([O-])c1cc(Cl)ccc1N1CCCC1Cn1ccnc1,0.0061,0.0054,0.0039,0.0012,0.4494,0.0903,0.04,0.0159,0.0656,0.0051,0.0034,0.0046,0.5581,0.0939,0.0386,0.0431,0.1418,0.0058,0.0052,0.0096,0.1398,0.0082,0.0072,0.0146,0.2506,0.0239,0.0173,0.0225,0.0918,0.0177,0.0098,0.0082,0.0016,0.0039,0.0016,0.0004,0.2874,0.5332,0.7027,0.6396,0.1567,0.5067,0.5905,0.5856,0.3129,0.1894,0.0282,0.0141,0.0134,0.4795,0.7018,0.700000,511,0.700000,0.782051,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,KEPT,,0.640000,0.738462,CCCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,CC(C)C[C@H]1NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
O=[N+]([O-])c1ccc(NCCOc2ncccc2Cl)c2ccncc12,0.0019,0.0016,0.0012,0.0003,0.4406,0.1327,0.0582,0.0147,0.0401,0.0026,0.0019,0.0036,0.5002,0.0645,0.0285,0.0365,0.249,0.0152,0.0115,0.0141,0.0746,0.0031,0.003,0.0103,0.1285,0.008,0.0074,0.0155,0.0435,0.0073,0.0048,0.0057,0.0,0.0,0.0,0.0,0.0292,0.4369,0.5674,0.0124,0.7291,0.6868,0.257,0.415,0.2518,0.1643,0.0261,0.0129,0.0112,0.3762,0.6998,0.775000,510,0.775000,0.661017,Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1cc(Cl)cc(Cl)c1,O=[N+]([O-])c1ccc(O)c2ncccc12,FILTERED,motif:aminoglycoside_h1,0.755556,0.678571,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
O=c1c(Cl)c(Sc2n[nH]c(CO)n2)cnn1-c1ccc(C(F)(F)F)cn1,0.0109,0.0103,0.0075,0.0024,0.3388,0.4715,0.2306,0.007,0.0675,0.0054,0.0036,0.0047,0.5166,0.1967,0.0769,0.0349,0.1295,0.0051,0.0047,0.0091,0.2088,0.0183,0.0143,0.0188,0.3033,0.0369,0.0243,0.025,0.0512,0.0088,0.0056,0.0062,0.0,0.0,0.0,0.0,0.1741,0.3253,0.0112,0.0155,0.1748,0.1051,0.3124,0.1869,0.2861,0.1807,0.0837,0.0408,0.012,0.1768,0.669,0.847222,509,0.847222,0.820000,O=[N+]([O-])c1cnc(CO)n1CCO,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,KEPT,,0.738462,0.806452,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
NCC(Cc1ccccc1)C1CCCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.0079,0.0074,0.0053,0.0016,0.1232,0.0046,0.0041,0.0117,0.0615,0.0045,0.0031,0.0044,0.3972,0.0192,0.0112,0.0357,0.0412,0.0011,0.0013,0.005,0.1423,0.0082,0.0072,0.0152,0.1064,0.006,0.006,0.0148,0.0895,0.017,0.0095,0.008,0.1653,0.3892,0.1239,0.0054,0.2761,0.3498,0.3437,0.0463,0.7038,0.5885,0.5223,0.5718,0.3943,0.1261,0.0508,0.0191,0.0113,0.4218,0.6177,0.746479,508,0.750000,0.768116,Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,FILTERED,motif:sulfonamide_h1,0.684211,0.695652,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O)[C@@](C)(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O
CCC1Oc2cc(C(C)Nc3cncc(SC)n3)ccc2NC1=O,0.0011,0.0009,0.0006,0.0002,0.4831,0.235,0.0964,0.0135,0.0421,0.0027,0.002,0.0036,0.5545,0.1248,0.0491,0.0397,0.0427,0.0011,0.0014,0.005,0.107,0.0052,0.0048,0.0124,0.2047,0.0158,0.0124,0.0194,0.0525,0.009,0.0057,0.0062,0.0,0.0044,0.0,0.0,0.0176,0.14,0.0262,0.0274,0.0853,0.0577,0.0864,0.0731,0.122,0.1653,0.0443,0.0192,0.0111,0.0706,0.61,0.844444,507,0.844444,0.839623,CN1CCN(c2ccc(N3C[C@H](CO)OC3=O)cc2F)C=N1,O=C(N[C@@H](c1cccnc1)c1ccc2c(c1)OCO2)C1CCN(CCOc2ccc(Cl)cc2Cl)CC1,KEPT,,0.719298,0.762712,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+]
COc1cc(C(=O)Nc2cnns2)c([N+](=O)[O-])cc1OC(F)F,0.0113,0.0107,0.0078,0.0025,0.4259,0.148,0.0666,0.0149,0.1176,0.0127,0.0074,0.0066,0.5378,0.0911,0.0388,0.0434,0.134,0.0055,0.0051,0.0096,0.2103,0.0185,0.0146,0.0196,0.363,0.0584,0.0359,0.0305,0.0936,0.0183,0.0101,0.0084,0.0,0.0001,0.0004,0.0002,0.0725,0.3944,0.0856,0.6696,0.3791,0.4129,0.3686,0.482,0.2943,0.2104,0.0404,0.0207,0.0151,0.351,0.6907,0.783333,506,0.783333,0.769231,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,KEPT,,0.693878,0.500000,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
Cc1cc(C)c(N2CCC(Sc3nc(N)nc(N)n3)C2=O)c(C)c1,0.0027,0.0023,0.0017,0.0005,0.5276,0.1189,0.0507,0.0225,0.0951,0.0088,0.0054,0.0058,0.5246,0.0581,0.0266,0.0448,0.0438,0.0012,0.0015,0.0057,0.23,0.0204,0.0161,0.0219,0.1478,0.01,0.009,0.0181,0.0705,0.0127,0.0075,0.0072,0.0,0.0,0.0001,0.0,0.0543,0.0805,0.0234,0.0014,0.0494,0.1121,0.1624,0.2582,0.1084,0.1825,0.0258,0.0132,0.014,0.0945,0.622,0.824324,505,0.824324,0.770492,CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,KEPT,,0.750000,0.759259,Cc1ncc([N+](=O)[O-])n1CCOC(c1ccccc1)c1cc(Cl)cc(Cl)c1,Nc1ccccc1O
Cc1cc(=O)c2sccc2n1Cc1csc(C2CCCCC2)n1,0.0058,0.0052,0.0038,0.0012,0.4964,0.1538,0.0649,0.0177,0.0538,0.0038,0.0026,0.0042,0.5232,0.0603,0.0271,0.0423,0.0379,0.001,0.0013,0.005,0.1088,0.0054,0.005,0.0133,0.0643,0.003,0.0034,0.0109,0.0705,0.0128,0.0076,0.0072,0.0005,0.179,0.0915,0.0026,0.2683,0.0759,0.0456,0.0004,0.0234,0.1959,0.0601,0.2084,0.1183,0.1512,0.0471,0.023,0.0116,0.1107,0.6238,0.835821,504,0.835821,0.727273,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,FILTERED,motif:quinolone,0.772727,0.757143,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
CCN(Cc1nnc(C)o1)C1CN(Cc2nnsc2Cl)C[C@H]1O,0.0187,0.0189,0.0136,0.0046,0.4556,0.1231,0.053,0.0149,0.051,0.0036,0.0025,0.004,0.3904,0.0266,0.0143,0.0292,0.1616,0.007,0.0061,0.0102,0.1647,0.011,0.0092,0.0159,0.1634,0.0115,0.0097,0.0174,0.0556,0.0096,0.006,0.0064,0.0,0.0001,0.0001,0.0,0.0125,0.0566,0.0079,0.0001,0.0,0.0223,0.0112,0.0508,0.0727,0.1623,0.0235,0.0127,0.0114,0.026,0.608,0.857143,503,0.835443,0.857143,N#Cc1nc(N(O)CCN2CCOCC2)sc1Cl,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,KEPT,,0.775281,0.789474,O=C1NC2C(=O)NC3C(=O)NC4C(=O)NC(C(=O)N[C@@H](C(=O)O)c5cc(O)cc(O)c5-c5cc4ccc5O)C(O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3Cl)CC1NC(=O)C(NC(=O)C13CC4CC(CC(C4)C1)C3)c1ccc(O)c(c1)Oc1cc(O)cc2c1,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1
O=C(N1CCN(c2ccc([N+](=O)[O-])cn2)CC1)C(F)(F)Cl,0.0036,0.003,0.0022,0.0007,0.1812,0.0119,0.0088,0.0122,0.0891,0.0081,0.005,0.0054,0.5036,0.088,0.0378,0.0378,0.2461,0.0148,0.0112,0.0138,0.1865,0.0146,0.0119,0.018,0.2367,0.0232,0.0171,0.0225,0.0815,0.0154,0.0088,0.0078,0.0,0.0031,0.0208,0.0033,0.0195,0.1766,0.494,0.5503,0.0093,0.3656,0.3465,0.3963,0.1817,0.1698,0.0202,0.0137,0.0135,0.2822,0.7438,0.745098,502,0.745098,0.758065,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,KEPT,,0.627907,0.627907,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
COc1ccnc(Cn2c(=O)oc3cc(Cl)ccc32)c1OC,0.0024,0.002,0.0015,0.0004,0.4717,0.2233,0.0935,0.0138,0.0392,0.0025,0.0018,0.0035,0.5484,0.0888,0.0368,0.0414,0.2925,0.02,0.0142,0.0153,0.1031,0.005,0.0047,0.0123,0.1903,0.0146,0.0117,0.019,0.0597,0.0105,0.0064,0.0066,0.0007,0.012,0.0045,0.0006,0.1095,0.2625,0.0826,0.1953,0.0411,0.0944,0.2429,0.4087,0.1087,0.1898,0.0421,0.0195,0.0125,0.1717,0.7196,0.787879,501,0.787879,0.777778,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.724138,0.697674,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,COc1ccc2c(c1)n(CCN)c(=O)n2C(=O)[C@@H]1C[C@H](C)CC[C@H]1C(C)C
NC(=O)c1cc(Cl)nnc1N1CCc2[nH]nc(C(F)(F)F)c2C1,0.0036,0.0031,0.0022,0.0007,0.4355,0.1842,0.0791,0.0128,0.0534,0.0038,0.0027,0.0041,0.4996,0.078,0.0335,0.0354,0.1669,0.0075,0.0064,0.0104,0.2818,0.0336,0.0242,0.0227,0.2364,0.0222,0.0162,0.0214,0.0587,0.0103,0.0064,0.0066,0.0,0.0001,0.0,0.0,0.0132,0.1014,0.0005,0.0,0.0,0.0461,0.0393,0.0946,0.0777,0.1929,0.0381,0.019,0.0127,0.0414,0.6753,0.802469,500,0.802469,0.802469,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,KEPT,,0.792453,0.800000,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
CCOC(=O)C(CC)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.009,0.0082,0.0059,0.0019,0.4433,0.0804,0.0372,0.0182,0.09,0.0081,0.005,0.0054,0.6266,0.1258,0.0514,0.0635,0.3331,0.0275,0.019,0.0184,0.2183,0.0191,0.0151,0.0204,0.2836,0.0322,0.0226,0.0265,0.1062,0.0214,0.0115,0.0089,0.0569,0.0218,0.0059,0.0009,0.5718,0.4312,0.9294,0.9911,0.9822,0.6269,0.8974,0.759,0.5235,0.2408,0.0383,0.0193,0.0182,0.7458,0.7764,0.600000,499,0.600000,0.733333,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,KEPT,,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
Nc1nc(N)nc(SCc2cc(Cl)nc3ccccc23)n1,0.002,0.0016,0.0012,0.0003,0.4953,0.1678,0.0696,0.0162,0.0561,0.0041,0.0028,0.0042,0.5794,0.1468,0.0568,0.0437,0.1133,0.0042,0.0041,0.0087,0.1561,0.0099,0.0084,0.0157,0.2078,0.017,0.0133,0.02,0.0885,0.0169,0.0094,0.008,0.0,0.0,0.0,0.0,0.0113,0.1265,0.0832,0.0003,0.0007,0.082,0.1106,0.1368,0.0781,0.1887,0.0409,0.0184,0.013,0.0699,0.6953,0.641026,498,0.641026,0.777778,Nc1c2ccccc2nc2ccccc12,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.702703,0.625000,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
Cc1ccc2c(c1)OCCN2C(=O)CSc1nnc(S)s1,0.003,0.0025,0.0018,0.0006,0.4373,0.092,0.0426,0.0179,0.0596,0.0045,0.003,0.0043,0.5704,0.093,0.0394,0.0503,0.0737,0.0024,0.0025,0.007,0.1911,0.0146,0.0118,0.0181,0.1452,0.0098,0.0087,0.0169,0.0738,0.0135,0.0079,0.0073,0.0,0.0072,0.0133,0.0001,0.0647,0.2708,0.0737,0.0396,0.2433,0.1864,0.1169,0.2231,0.1908,0.1727,0.0266,0.0146,0.0136,0.1566,0.6255,0.797872,497,0.797872,0.797872,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,KEPT,,0.728395,0.728395,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
CC(=O)N(c1nc(CNCC2CCN(Cc3ccccc3)C2)cs1)C1CC1,0.0032,0.0027,0.002,0.0006,0.5835,0.1172,0.0463,0.0233,0.0671,0.0052,0.0034,0.0046,0.5957,0.0959,0.039,0.0501,0.2647,0.0158,0.0117,0.014,0.1873,0.0131,0.0107,0.0174,0.2654,0.0249,0.0181,0.0239,0.0741,0.0134,0.0078,0.0073,0.002,0.0097,0.006,0.0033,0.003,0.0665,0.001,0.0001,0.0,0.0267,0.0243,0.0645,0.0739,0.227,0.0331,0.0161,0.0161,0.0289,0.6526,0.755814,496,0.762500,0.716049,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,FILTERED,motif:small_strained,0.765625,0.628571,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C[C@@H]4O[C@H]4/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1
CC(C)(CCN=C(N)NC1CCOc2ccccc21)c1ccccc1,0.0319,0.0341,0.0246,0.0086,0.5571,0.0599,0.0271,0.0325,0.1003,0.0091,0.0056,0.0059,0.637,0.095,0.0387,0.0616,0.1623,0.0071,0.0063,0.0111,0.2896,0.0298,0.022,0.0242,0.3788,0.0528,0.0345,0.0348,0.1151,0.0231,0.0121,0.0092,0.1543,0.0561,0.0216,0.0044,0.34,0.2712,0.3938,0.9598,0.8518,0.2411,0.3182,0.4328,0.2839,0.2696,0.0408,0.0214,0.0214,0.4547,0.7017,0.808219,495,0.808219,0.787879,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,KEPT,,0.755102,0.758621,Cc1cc(O)ccc1Cl,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
