smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id,known_antibiotics_novelty,hts_hit_novelty,closest_antibiotic,closest_hts_hit,filter_status,filter_reason,scaffold_antibiotics_novelty,scaffold_hts_hit_novelty,closest_antibiotic_scaffold,closest_hts_hit_scaffold
Cn1c(=O)c(C(=O)CCl)c(N)n(Cc2ccccc2)c1=O,0.0053,0.0046,0.0033,0.001,0.465,0.1001,0.0439,0.017,0.1173,0.0124,0.0072,0.0064,0.5455,0.114,0.0465,0.0418,0.2897,0.0199,0.0144,0.0158,0.328,0.0461,0.0321,0.0262,0.3295,0.0423,0.0275,0.0277,0.1076,0.0218,0.0117,0.0091,0.0,0.0,0.0,0.0,0.0426,0.1214,0.0013,0.0001,0.0023,0.2533,0.0205,0.214,0.1249,0.2431,0.0401,0.0207,0.0161,0.0867,0.7524,0.772727,1025,0.772727,0.595745,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.700000,0.578947,Cc1cc(O)cc(C)c1Cl,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccccc2)c1C,0.0037,0.0031,0.0023,0.0007,0.4492,0.0711,0.0325,0.0177,0.132,0.0149,0.0086,0.0072,0.5088,0.0578,0.0266,0.0419,0.2613,0.0165,0.0125,0.0151,0.4081,0.0813,0.0528,0.0316,0.2983,0.034,0.0232,0.0261,0.0954,0.0185,0.0102,0.0084,0.0,0.0,0.0,0.0,0.0676,0.1949,0.0731,0.0051,0.0011,0.3195,0.1469,0.3739,0.1586,0.2396,0.033,0.0187,0.0165,0.149,0.7394,0.753425,1024,0.760870,0.692308,c1ccc(CNCCNCc2ccccc2)cc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.571429,0.571429,Cc1cc(O)cc(C)c1Cl,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
COc1ccc(NC(=O)CCl)cc1NC(=O)OC(C)(C)C,0.0019,0.0015,0.0011,0.0003,0.3107,0.0235,0.0136,0.0156,0.0623,0.0047,0.0032,0.0044,0.556,0.1299,0.052,0.0429,0.1155,0.0043,0.0041,0.0087,0.3118,0.0388,0.0277,0.0257,0.2883,0.0311,0.0217,0.0256,0.075,0.0137,0.008,0.0074,0.0,0.0541,0.008,0.0,0.0759,0.1571,0.0362,0.0025,0.0005,0.617,0.1084,0.286,0.1634,0.1913,0.0335,0.0155,0.0145,0.1608,0.6736,0.785714,1023,0.785714,0.800000,C=CCc1ccc(O)c(OC)c1,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,KEPT,,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
O=C(O)c1cn(Cc2ccccc2)c2ccccc2c1=O,0.4564,0.5563,0.4872,0.3145,0.513,0.1617,0.1321,0.2863,0.5049,0.3339,0.2558,0.174,0.6591,0.2462,0.1858,0.4457,0.1454,0.0164,0.0214,0.0596,0.5929,0.4177,0.3921,0.3685,0.5806,0.5273,0.5428,0.6133,0.5126,0.3547,0.2084,0.1004,0.8901,0.1374,0.0384,0.4489,0.7498,0.506,0.8159,0.4581,0.9397,0.8553,0.905,0.507,0.5055,0.5394,0.3057,0.2515,0.3124,0.6936,0.8556,0.576923,1022,0.576923,0.661017,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,FILTERED,motif:quinolone,0.673469,0.567568,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
CCCCn1c(CCl)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,0.0032,0.0026,0.0019,0.0006,0.4034,0.0435,0.0216,0.0173,0.0704,0.0056,0.0037,0.0047,0.4395,0.033,0.0167,0.0333,0.2139,0.0113,0.009,0.0128,0.3446,0.0512,0.0351,0.027,0.2875,0.0304,0.021,0.0248,0.1385,0.0302,0.0153,0.0104,0.0,0.0,0.0,0.0,0.022,0.079,0.0058,0.1351,0.0034,0.0702,0.03,0.271,0.0923,0.2112,0.0231,0.0138,0.0145,0.0788,0.6493,0.745455,1021,0.745455,0.660377,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.717391,0.511111,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
Clc1ccc(CCNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,0.0059,0.0052,0.0037,0.0012,0.4635,0.0374,0.0178,0.0211,0.0569,0.004,0.0028,0.0041,0.5403,0.0487,0.0222,0.0442,0.248,0.0139,0.0105,0.0132,0.193,0.0137,0.011,0.0174,0.2553,0.0228,0.0166,0.0225,0.0741,0.0134,0.0078,0.0072,0.9971,0.0097,0.0,0.0,0.5536,0.5786,0.9279,0.9908,0.9949,0.7966,0.7106,0.6769,0.4925,0.3149,0.0188,0.0103,0.0145,0.7469,0.7932,0.742424,1020,0.742424,0.652174,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1,KEPT,,0.621622,0.581818,Cc1cc(O)ccc1Cl,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1
Cc1cc(=O)c(C(=O)O)nn1-c1cccc(C(F)(F)F)c1,0.0336,0.0352,0.0257,0.0093,0.3483,0.0405,0.0227,0.0199,0.1255,0.0143,0.0084,0.0076,0.5683,0.1197,0.0497,0.0499,0.0428,0.0012,0.0015,0.0054,0.1591,0.0111,0.0097,0.0188,0.1079,0.0067,0.0067,0.016,0.1324,0.029,0.0149,0.0105,0.0006,0.1329,0.0719,0.0033,0.1113,0.3534,0.1533,0.649,0.9436,0.5658,0.5109,0.4208,0.308,0.1687,0.0434,0.0235,0.0156,0.4462,0.7834,0.765625,1019,0.765625,0.765625,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,FILTERED,motif:quinolone,0.720930,0.658537,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
Cc1cc(SCC(=O)O)n2c(nc3ccccc32)c1C#N,0.003,0.0024,0.0018,0.0005,0.4514,0.0652,0.0311,0.0213,0.0848,0.0076,0.0048,0.0056,0.5807,0.0789,0.0347,0.0562,0.144,0.0063,0.0058,0.0109,0.1892,0.0146,0.0121,0.0192,0.1392,0.0092,0.0084,0.0173,0.103,0.0208,0.0113,0.009,0.0,0.0,0.0,0.0,0.05,0.1686,0.0101,0.129,0.3979,0.1598,0.5101,0.5443,0.2946,0.1884,0.0228,0.0122,0.0156,0.2516,0.7896,0.794118,1018,0.794118,0.737705,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.689655,0.689655,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
Cc1cc(C(=O)CCl)c(C)n1-c1ccc(C(F)(F)F)cc1,0.0071,0.0063,0.0046,0.0015,0.4066,0.0423,0.0217,0.0203,0.2053,0.032,0.0163,0.0095,0.5817,0.1054,0.0438,0.0518,0.2266,0.0133,0.0108,0.0151,0.3404,0.0491,0.0343,0.028,0.2388,0.0224,0.0168,0.0232,0.1098,0.022,0.0117,0.0089,0.0,0.0,0.0001,0.0,0.3036,0.3803,0.0398,0.0133,0.2992,0.4757,0.1531,0.3906,0.3044,0.2351,0.0325,0.0178,0.0176,0.2622,0.7781,0.800000,1017,0.800000,0.771084,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,FILTERED,pains:pyrrole_A(118),0.714286,0.714286,Cc1cc(O)cc(C)c1Cl,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
CC(C)CCCCCCn1c(S)nc2ccccc2c1=O,0.0088,0.0082,0.0059,0.0019,0.4254,0.038,0.0197,0.0237,0.0511,0.0035,0.0024,0.004,0.5451,0.0498,0.0235,0.0508,0.1933,0.0097,0.0082,0.013,0.2146,0.0168,0.0134,0.0197,0.1503,0.0097,0.0086,0.0174,0.103,0.0202,0.0109,0.0086,0.0053,0.0008,0.0005,0.0014,0.0569,0.141,0.0245,0.0056,0.0207,0.1187,0.0949,0.2391,0.0788,0.1885,0.0174,0.0103,0.0156,0.0867,0.7007,0.689655,1016,0.689655,0.712500,CC(C)Cn1cnc2c(N)nc3ccccc3c21,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,FILTERED,motif:quinolone,0.451613,0.666667,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
O=C(O)c1ccccc1C(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.0057,0.0049,0.0036,0.0011,0.2525,0.0157,0.0103,0.0159,0.1094,0.0111,0.0066,0.0061,0.5873,0.0819,0.0357,0.0576,0.1056,0.0038,0.0037,0.0082,0.1573,0.0104,0.0089,0.0162,0.2591,0.0264,0.0189,0.0237,0.1438,0.0321,0.0161,0.0107,0.0001,0.0001,0.0001,0.0,0.1567,0.3589,0.7377,0.9857,0.9518,0.6823,0.8217,0.6586,0.332,0.1801,0.0207,0.0115,0.0155,0.6317,0.7905,0.673469,1015,0.673469,0.650000,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,KEPT,,0.666667,0.521739,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=C(CCl)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,0.0054,0.0046,0.0034,0.0011,0.1955,0.0112,0.008,0.0124,0.1018,0.01,0.006,0.0058,0.5073,0.0867,0.0371,0.0376,0.4066,0.043,0.0268,0.0201,0.3114,0.0419,0.0295,0.0252,0.3467,0.0499,0.0315,0.0287,0.0888,0.017,0.0095,0.008,0.0,0.0001,0.0,0.0,0.0219,0.1651,0.0169,0.0015,0.0037,0.271,0.0437,0.2055,0.2465,0.2182,0.0294,0.0169,0.0154,0.1084,0.8183,0.777778,1014,0.777778,0.703704,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,KEPT,,0.627907,0.627907,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
O=Cc1cc([N+](=O)[O-])ccc1Sc1nc2ccccc2s1,0.0089,0.0081,0.0059,0.0019,0.5027,0.1269,0.0581,0.0259,0.1298,0.0145,0.0083,0.0068,0.6994,0.2067,0.0879,0.1108,0.1266,0.0053,0.005,0.0102,0.1882,0.0144,0.0119,0.0188,0.2875,0.0334,0.0232,0.0268,0.1261,0.0268,0.0139,0.0099,0.0268,0.1426,0.0543,0.0063,0.1505,0.3769,0.7459,0.4692,0.982,0.6923,0.851,0.6236,0.2503,0.2329,0.0643,0.0298,0.0242,0.5713,0.7675,0.730769,1013,0.730769,0.820896,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,KEPT,,0.718750,0.592593,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
O=C(CCl)Nc1cccc2c1C(=O)c1ccccc1C2=O,0.0022,0.0018,0.0013,0.0004,0.1545,0.0069,0.0056,0.0125,0.1179,0.0125,0.0073,0.0065,0.5383,0.0561,0.0261,0.0495,0.1756,0.0085,0.0072,0.0117,0.1945,0.015,0.0122,0.0186,0.3186,0.0389,0.0258,0.0272,0.0993,0.0197,0.0107,0.0086,0.0,0.0,0.0001,0.0,0.3965,0.243,0.1816,0.0003,0.6177,0.706,0.2938,0.5593,0.2437,0.1779,0.0177,0.0107,0.015,0.3602,0.811,0.754386,1012,0.754386,0.738095,CC1OC2OC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,NC1=CC(=O)c2ccccc2C1=O,FILTERED,pains:quinone_A(370),0.608696,0.470588,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NC(=O)[C@@H]1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)[C@@H]3C(=O)[C@]2(O)C1=O
O=C(O)CSc1ccc(S(=O)(=O)C(F)(F)F)cc1[N+](=O)[O-],0.0079,0.0071,0.0051,0.0017,0.3479,0.0343,0.0198,0.0221,0.1156,0.0123,0.0072,0.0065,0.5946,0.0948,0.0415,0.0628,0.1518,0.0067,0.006,0.0107,0.286,0.0357,0.0263,0.0256,0.2904,0.036,0.0252,0.0288,0.1334,0.0291,0.0148,0.0104,0.0,0.0052,0.0027,0.0001,0.0381,0.2982,0.368,0.5103,0.6339,0.3244,0.5658,0.6296,0.425,0.2142,0.029,0.0165,0.0187,0.4215,0.7975,0.734694,1011,0.734694,0.731343,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfone_general,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)C(Cl)c1ccccc1,0.0093,0.0085,0.0062,0.002,0.2334,0.0146,0.0099,0.0152,0.1449,0.0177,0.0098,0.0074,0.6148,0.1251,0.0516,0.0618,0.2413,0.0153,0.012,0.0158,0.3523,0.056,0.0387,0.0294,0.4126,0.0804,0.0482,0.0371,0.1509,0.0341,0.0169,0.011,0.0,0.0307,0.1109,0.0356,0.0751,0.2602,0.7016,0.8016,0.905,0.5246,0.4129,0.51,0.2537,0.24,0.0425,0.0338,0.0239,0.4939,0.7942,0.636364,1010,0.636364,0.636364,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,FILTERED,motif:aminoglycoside_h1,0.613636,0.517241,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
CCCn1c(N)c(N(CCOC)C(=O)CCl)c(=O)[nH]c1=O,0.0082,0.0074,0.0054,0.0017,0.3752,0.0386,0.0198,0.0163,0.2116,0.0341,0.0172,0.0097,0.5881,0.2057,0.0805,0.0497,0.2889,0.0193,0.0139,0.0152,0.3946,0.0745,0.049,0.0309,0.4081,0.0717,0.0427,0.0336,0.2204,0.0597,0.0278,0.015,0.0,0.0,0.0,0.0,0.1155,0.0903,0.0082,0.0774,0.0006,0.1194,0.1448,0.5128,0.1709,0.2772,0.0568,0.0285,0.0191,0.1378,0.8011,0.829787,1009,0.790323,0.783333,CCN(CC)CCOC(=O)c1ccc(N)cc1,CC(=O)On1cc(F)c(=O)[nH]c1=O,FILTERED,motif:quinolone,0.689655,0.000000,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC(=O)On1cc(F)c(=O)[nH]c1=O
O=C(CCl)N=c1sccn1Cc1cccc2ccccc12,0.0032,0.0027,0.0019,0.0006,0.4694,0.0905,0.0395,0.017,0.1016,0.0098,0.0059,0.0058,0.5231,0.069,0.0303,0.0413,0.383,0.0363,0.0233,0.019,0.2963,0.0355,0.0254,0.0238,0.3729,0.056,0.0342,0.0295,0.1076,0.0216,0.0115,0.0089,0.0001,0.0006,0.0,0.0,0.0814,0.2933,0.0033,0.0263,0.0022,0.6603,0.1724,0.4972,0.3333,0.2508,0.0358,0.0191,0.0162,0.23,0.7418,0.784810,1008,0.784810,0.810345,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.716981,0.659574,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
N#CC(C(=O)CCl)=C(c1ccc(F)cc1)N1CCCCC1,0.0031,0.0025,0.0018,0.0006,0.3291,0.0248,0.0143,0.0181,0.1701,0.023,0.0126,0.0091,0.4992,0.0478,0.0229,0.043,0.222,0.0126,0.0101,0.0141,0.2262,0.0202,0.0159,0.0212,0.1733,0.013,0.011,0.0195,0.1233,0.0261,0.0136,0.0098,0.0,0.0,0.0,0.0,0.0207,0.1495,0.0026,0.0,0.0001,0.0893,0.0826,0.1927,0.1814,0.194,0.0189,0.0114,0.015,0.0799,0.6591,0.805970,1007,0.805970,0.794521,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,KEPT,,0.744681,0.735294,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
COc1ccccc1-n1c(S)nc2cc([N+](=O)[O-])ccc21,0.0053,0.0046,0.0033,0.001,0.463,0.0905,0.0409,0.0188,0.0788,0.0067,0.0043,0.0052,0.5708,0.0783,0.0338,0.0507,0.1325,0.0055,0.0052,0.0102,0.1133,0.0059,0.0055,0.0136,0.1771,0.0133,0.0111,0.0193,0.1053,0.0212,0.0114,0.009,0.0,0.0002,0.0003,0.0002,0.0956,0.3528,0.7252,0.0237,0.5879,0.4241,0.494,0.5586,0.2647,0.1829,0.0251,0.0129,0.0142,0.3918,0.7664,0.705882,1006,0.705882,0.762712,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c2ncccc12,KEPT,,0.708333,0.515152,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
N#CCn1c(CCl)nc2scc(-c3ccccc3)c2c1=O,0.0036,0.0029,0.0022,0.0007,0.4031,0.0451,0.0224,0.0175,0.113,0.0117,0.0069,0.0064,0.567,0.0883,0.0374,0.0486,0.1624,0.0074,0.0064,0.0111,0.34,0.0506,0.0349,0.0272,0.1811,0.0137,0.0112,0.0189,0.0904,0.0174,0.0097,0.0082,0.0,0.0,0.0,0.0,0.1462,0.2305,0.0362,0.0664,0.4297,0.5618,0.2671,0.4683,0.1616,0.2067,0.0263,0.0146,0.0154,0.2631,0.6777,0.835616,1005,0.835616,0.779661,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,motif:quinolone,0.750000,0.700000,CN(C)[C@@H]1C(O)=C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
O=C(CCl)NCCN1C(=O)SC(=Cc2ccccc2)C1=O,0.0042,0.0035,0.0026,0.0008,0.2958,0.0238,0.0139,0.0144,0.1245,0.0137,0.0078,0.0065,0.5437,0.1193,0.0485,0.0415,0.3839,0.0367,0.0234,0.0189,0.3478,0.0551,0.0374,0.0272,0.3831,0.0623,0.0372,0.0299,0.0951,0.0187,0.0103,0.0084,0.0,0.0,0.0,0.0,0.0462,0.1128,0.0639,0.0073,0.0062,0.3752,0.114,0.3593,0.2061,0.242,0.037,0.0201,0.0164,0.1435,0.733,0.767857,1004,0.764706,0.767857,O=C(O)CNC(=O)c1ccccc1,Cn1sc(=O)n(Cc2ccccc2)c1=O,KEPT,,0.714286,0.727273,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl
CN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)C(=O)CCl,0.0082,0.0075,0.0054,0.0018,0.3265,0.031,0.0172,0.0153,0.1403,0.0168,0.0093,0.007,0.5221,0.2847,0.1124,0.037,0.5267,0.0947,0.0515,0.0256,0.4147,0.0907,0.0581,0.0318,0.449,0.1021,0.0562,0.035,0.112,0.0229,0.0121,0.0092,0.0,0.3458,0.0004,0.0,0.0392,0.3014,0.4072,0.0013,0.0137,0.72,0.0815,0.3745,0.3029,0.2777,0.1107,0.0358,0.0181,0.2491,0.7989,0.796610,1003,0.796610,0.767442,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,KEPT,,0.000000,0.000000,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC(=O)[O-].[Hg+][c]1ccccc1
O=C1C=CC(=O)N1c1ccccc1Sc1ccc(Cl)cc1,0.0041,0.0034,0.0025,0.0008,0.4994,0.0581,0.0266,0.0239,0.0803,0.0068,0.0043,0.005,0.5067,0.0365,0.0184,0.0468,0.102,0.0037,0.0036,0.0084,0.1801,0.0127,0.0105,0.0174,0.1152,0.0066,0.0063,0.0145,0.1341,0.0288,0.0146,0.0102,0.0,0.0015,0.0005,0.0,0.4221,0.2705,0.0748,0.5818,0.47,0.2541,0.1707,0.5553,0.3779,0.1802,0.0176,0.0097,0.0141,0.353,0.6959,0.800000,1002,0.800000,0.784314,O=c1ccn(F)c2ccccc12,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.765957,0.607143,Nc1c2ccccc2nc2ccccc12,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
