smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id,known_antibiotics_novelty,hts_hit_novelty,closest_antibiotic,closest_hts_hit,filter_status,filter_reason,scaffold_antibiotics_novelty,scaffold_hts_hit_novelty,closest_antibiotic_scaffold,closest_hts_hit_scaffold
O=C(Nc1ccc(Cl)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,0.0012,0.0009,0.0007,0.0002,0.0177,0.0005,0.0008,0.0051,0.0447,0.0029,0.0021,0.0038,0.3093,0.0114,0.0075,0.0263,0.0109,0.0002,0.0003,0.0024,0.0803,0.0033,0.0033,0.0108,0.0561,0.0025,0.0029,0.0102,0.0699,0.0127,0.0075,0.0072,0.0,0.0001,0.0,0.0,0.2988,0.6143,0.879,0.8631,0.8273,0.6758,0.7975,0.788,0.5096,0.0656,0.0038,0.0028,0.0073,0.6948,0.754,0.741379,794,0.741379,0.742857,O=C(NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)O)NC3=O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:tetracyclic_core,0.705882,0.631579,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=C(O)c1cn(Cc2ccccc2)c2ccccc2c1=O,0.4564,0.5563,0.4872,0.3145,0.513,0.1617,0.1321,0.2863,0.5049,0.3339,0.2558,0.174,0.6591,0.2462,0.1858,0.4457,0.1454,0.0164,0.0214,0.0596,0.5929,0.4177,0.3921,0.3685,0.5806,0.5273,0.5428,0.6133,0.5126,0.3547,0.2084,0.1004,0.8901,0.1374,0.0384,0.4489,0.7498,0.506,0.8159,0.4581,0.9397,0.8553,0.905,0.507,0.5055,0.5394,0.3057,0.2515,0.3124,0.6936,0.8556,0.576923,793,0.576923,0.661017,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,FILTERED,motif:quinolone,0.673469,0.567568,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,0.0277,0.0297,0.0213,0.0072,0.3895,0.0272,0.0148,0.0215,0.0386,0.0024,0.0018,0.0034,0.4936,0.035,0.0174,0.0417,0.0698,0.0021,0.0023,0.0067,0.1277,0.0067,0.006,0.0143,0.134,0.008,0.0074,0.016,0.0798,0.0148,0.0085,0.0077,0.9948,0.0039,0.0116,0.0011,0.6807,0.6908,0.9209,0.6276,0.6021,0.8366,0.779,0.7397,0.5093,0.2617,0.0144,0.0101,0.0133,0.7096,0.7264,0.647059,792,0.636364,0.687500,c1ccc(CNCCNCc2ccccc2)cc1,c1ccc(CCNc2ccnc3cc4ccccc4cc23)cc1,FILTERED,motif:monoaminopyrimidine,0.636364,0.673077,N[C@@H]1CONC1=O,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO
Clc1ccc(CCNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,0.0059,0.0052,0.0037,0.0012,0.4635,0.0374,0.0178,0.0211,0.0569,0.004,0.0028,0.0041,0.5403,0.0487,0.0222,0.0442,0.248,0.0139,0.0105,0.0132,0.193,0.0137,0.011,0.0174,0.2553,0.0228,0.0166,0.0225,0.0741,0.0134,0.0078,0.0072,0.9971,0.0097,0.0,0.0,0.5536,0.5786,0.9279,0.9908,0.9949,0.7966,0.7106,0.6769,0.4925,0.3149,0.0188,0.0103,0.0145,0.7469,0.7932,0.742424,791,0.742424,0.652174,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1,KEPT,,0.621622,0.581818,Cc1cc(O)ccc1Cl,Brc1ccc2nc(N3CCCN(Cc4ccccc4)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2c1
O=S(=O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0.0013,0.001,0.0007,0.0002,0.0083,0.0002,0.0005,0.0038,0.0195,0.001,0.0008,0.0024,0.1754,0.0038,0.0033,0.0178,0.0174,0.0004,0.0006,0.0031,0.0222,0.0005,0.0007,0.0053,0.0194,0.0007,0.001,0.006,0.0573,0.01,0.0062,0.0065,0.0,0.0,0.0,0.0004,0.4983,0.705,0.8962,0.9984,0.9975,0.8644,0.8224,0.8876,0.7466,0.0356,0.0019,0.0015,0.0051,0.8241,0.7961,0.703704,790,0.703704,0.813953,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,FILTERED,motif:sulfone_general,0.000000,0.685714,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(Br)cc2)ccc1Cl,0.0075,0.0068,0.0049,0.0015,0.0594,0.0021,0.0025,0.0101,0.0778,0.0065,0.0042,0.005,0.3438,0.0137,0.0088,0.0321,0.0716,0.0023,0.0025,0.0069,0.082,0.0035,0.0035,0.0111,0.0793,0.0041,0.0044,0.0125,0.081,0.0152,0.0087,0.0077,0.0003,0.0,0.0,0.0,0.4547,0.5029,0.8569,0.9053,0.99,0.78,0.701,0.7463,0.437,0.0892,0.006,0.0044,0.0097,0.7082,0.7973,0.744681,789,0.744681,0.509091,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfonamide_h1,0.428571,0.470588,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
Nc1ccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)cc1,0.0007,0.0005,0.0004,0.0001,0.001,0.0,0.0001,0.0013,0.0158,0.0007,0.0007,0.0022,0.0087,0.0001,0.0002,0.0026,0.0032,0.0001,0.0001,0.0012,0.018,0.0004,0.0005,0.0047,0.0052,0.0001,0.0003,0.003,0.0316,0.0051,0.0036,0.0049,0.0,0.0,0.0,0.0,0.6795,0.5091,0.6871,0.9805,0.9923,0.5153,0.8522,0.7941,0.4968,0.0094,0.0008,0.0006,0.0022,0.723,0.8224,0.547619,788,0.547619,0.761905,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,FILTERED,motif:sulfonamide_h1,0.428571,0.470588,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
O=C(O)c1oc2ccccc2c1CSc1ccc(Cl)cc1,0.0026,0.0021,0.0015,0.0005,0.1305,0.0052,0.0046,0.0129,0.0712,0.0058,0.0038,0.0049,0.4222,0.023,0.0128,0.0363,0.0417,0.0011,0.0014,0.005,0.1038,0.0051,0.0047,0.0127,0.0773,0.0039,0.0043,0.0126,0.0913,0.0176,0.0097,0.0082,0.0,0.0001,0.0001,0.0,0.1432,0.3577,0.9067,0.9949,0.9975,0.6102,0.8173,0.8127,0.3857,0.1045,0.0071,0.0048,0.0103,0.6695,0.8213,0.800000,787,0.800000,0.800000,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,KEPT,,0.787879,0.709677,Cc1cc(O)cc(C)c1Cl,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
Sc1ncc(-c2ccc(Cl)cc2)n1-c1cccc(Cl)c1Cl,0.0033,0.0027,0.002,0.0006,0.4741,0.0524,0.0241,0.0205,0.0404,0.0026,0.0019,0.0035,0.5023,0.0372,0.0183,0.0424,0.049,0.0013,0.0016,0.0053,0.0801,0.0033,0.0032,0.0106,0.1604,0.011,0.0094,0.0175,0.0729,0.0132,0.0077,0.0072,0.0,0.0126,0.002,0.0,0.6255,0.7001,0.8957,0.5383,0.9044,0.7801,0.5029,0.6802,0.3954,0.1536,0.0151,0.0078,0.012,0.6692,0.6056,0.802817,786,0.802817,0.800000,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,KEPT,,0.742857,0.742857,NNC(=O)c1ccncc1,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)[C@]2(C=C(NC(=O)/C(C)=C\C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C)C4=O)OCC(=O)O2
O=C(O)CCCN1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,0.0022,0.0017,0.0013,0.0004,0.04,0.0013,0.0017,0.0067,0.0499,0.0035,0.0024,0.004,0.1403,0.0029,0.0027,0.0143,0.0243,0.0006,0.0008,0.0037,0.0494,0.0017,0.0018,0.0082,0.099,0.0055,0.0056,0.0138,0.0654,0.0118,0.0071,0.007,0.0,0.0,0.0,0.0,0.391,0.4082,0.8622,0.8104,0.9142,0.7734,0.742,0.7999,0.5613,0.0523,0.0032,0.0026,0.0064,0.6958,0.8067,0.833333,785,0.784314,0.833333,C=CCCCCCCCCC(=O)O,Cn1sc(=O)n(Cc2ccccc2)c1=O,FILTERED,pains:ene_rhod_A(235),0.736842,0.750000,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc([N+](=O)[O-])ccc1Cl,0.0041,0.0035,0.0025,0.0008,0.3535,0.0378,0.0204,0.0172,0.1177,0.0124,0.0072,0.0063,0.5673,0.0767,0.0332,0.0497,0.2043,0.0107,0.0086,0.0123,0.1244,0.0069,0.0062,0.014,0.253,0.0252,0.0182,0.0231,0.0895,0.0172,0.0096,0.0081,0.0001,0.0033,0.0012,0.0001,0.611,0.5962,0.9174,0.9861,0.9908,0.8319,0.8303,0.6745,0.5208,0.1904,0.0215,0.0119,0.0146,0.7732,0.8099,0.651163,784,0.651163,0.650000,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,KEPT,,0.631579,0.000000,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
COc1ccc(Br)cc1C=C1Oc2cc(O)ccc2C1=O,0.0009,0.0007,0.0005,0.0001,0.086,0.0031,0.0031,0.009,0.0287,0.0016,0.0013,0.003,0.2451,0.0071,0.0052,0.0214,0.0249,0.0006,0.0008,0.0037,0.017,0.0004,0.0005,0.0045,0.0349,0.0013,0.0018,0.0077,0.051,0.0087,0.0055,0.0061,0.0,0.0,0.0,0.0,0.5977,0.5791,0.7863,0.0818,0.9503,0.8548,0.8769,0.824,0.7278,0.0543,0.0026,0.0021,0.0062,0.6976,0.7809,0.775862,783,0.775862,0.777778,C=CCc1ccc(O)c(OC)c1,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,KEPT,,0.757576,0.675000,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
CC(=O)c1ccc(Oc2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1,0.0075,0.0066,0.0048,0.0016,0.4737,0.1062,0.0477,0.02,0.112,0.0113,0.0066,0.0061,0.5993,0.1291,0.0517,0.0522,0.2581,0.0163,0.0123,0.0149,0.2146,0.0182,0.0144,0.0196,0.3573,0.0533,0.0334,0.0301,0.0983,0.0193,0.0105,0.0085,0.0,0.0043,0.0044,0.0005,0.499,0.56,0.8304,0.5985,0.9784,0.7291,0.8306,0.6966,0.3211,0.2356,0.0405,0.0207,0.017,0.6715,0.7962,0.558140,782,0.558140,0.558140,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,KEPT,,0.000000,0.000000,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1
COc1ccc(CNC(C)c2ccc(Cl)cc2Cl)cc1O,0.0015,0.0012,0.0009,0.0003,0.3012,0.0157,0.0095,0.0159,0.0393,0.0024,0.0018,0.0034,0.4274,0.0228,0.0124,0.0343,0.074,0.0023,0.0024,0.0066,0.0841,0.0035,0.0034,0.0108,0.087,0.0044,0.0045,0.0123,0.0488,0.0082,0.0053,0.0059,0.0047,0.0001,0.0,0.0,0.7495,0.5368,0.7695,0.935,0.9469,0.7158,0.4149,0.654,0.399,0.1187,0.0067,0.0045,0.01,0.6801,0.7272,0.617021,781,0.617021,0.617021,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,KEPT,,0.222222,0.500000,N[C@@H]1CONC1=O,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
COc1cc(N)ccc1S(=O)(=O)Nc1ccc(Cl)cc1Cl,0.0009,0.0006,0.0005,0.0001,0.0074,0.0002,0.0004,0.0033,0.0199,0.001,0.0008,0.0025,0.0403,0.0005,0.0007,0.0065,0.0057,0.0001,0.0002,0.0017,0.0213,0.0005,0.0006,0.0051,0.0158,0.0005,0.0008,0.0053,0.0411,0.0068,0.0046,0.0056,0.0,0.0,0.0,0.0,0.6399,0.5881,0.8472,0.9454,0.939,0.5396,0.8006,0.7297,0.4753,0.0169,0.0011,0.001,0.0033,0.7227,0.7488,0.660714,780,0.660714,0.707692,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,FILTERED,motif:sulfonamide_h1,0.428571,0.470588,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
NCc1ccc(OCCCOc2ccc(Cl)cc2Cl)cc1,0.0026,0.0021,0.0015,0.0005,0.301,0.0199,0.0119,0.0167,0.0503,0.0034,0.0024,0.0039,0.4469,0.0279,0.0146,0.0358,0.1199,0.0045,0.0043,0.0088,0.1643,0.0105,0.0089,0.0161,0.2366,0.0208,0.0156,0.0221,0.0751,0.0137,0.0079,0.0073,0.0001,0.0002,0.0001,0.0001,0.7188,0.6022,0.9161,0.9653,0.6651,0.8477,0.6786,0.7776,0.612,0.1552,0.0114,0.0075,0.0123,0.7537,0.7755,0.642857,779,0.642857,0.642857,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,KEPT,,0.526316,0.526316,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1
Nc1ccc2oc(-c3c(F)c(F)c(F)c(F)c3F)nc2c1,0.0019,0.0015,0.0011,0.0003,0.1963,0.0107,0.0077,0.0123,0.0485,0.0033,0.0024,0.0039,0.323,0.0132,0.0083,0.0256,0.0789,0.0025,0.0027,0.007,0.0423,0.0013,0.0015,0.0075,0.0559,0.0025,0.0029,0.0098,0.0486,0.0083,0.0053,0.006,0.0,0.0,0.0,0.0,0.5401,0.7089,0.2588,0.7293,0.8724,0.8022,0.9171,0.8071,0.4875,0.0884,0.0048,0.0035,0.0081,0.6804,0.751,0.682927,778,0.628571,0.784314,Nc1ccc2cc3ccc(N)cc3nc2c1,CS(=O)(=O)Cc1nc2ccccc2oc1=O,KEPT,,0.689655,0.606061,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,COc1ccc2c(c1)n(CCN)c(=O)n2C(=O)[C@@H]1C[C@H](C)CC[C@H]1C(C)C
COC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1,0.0024,0.0019,0.0014,0.0004,0.4398,0.2246,0.0954,0.012,0.0784,0.0066,0.0042,0.005,0.5479,0.1082,0.0436,0.0399,0.4187,0.0451,0.0273,0.0193,0.1999,0.0163,0.013,0.0185,0.2884,0.0322,0.0218,0.0242,0.0592,0.0105,0.0064,0.0066,0.0,0.0002,0.0001,0.0,0.6322,0.55,0.6191,0.9545,0.9889,0.9048,0.8744,0.7946,0.2651,0.2261,0.0495,0.0237,0.014,0.7315,0.7893,0.661017,777,0.661017,0.618182,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,COC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,KEPT,,0.619048,0.466667,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Sc1ccc(O)cc1,0.0058,0.005,0.0037,0.0012,0.369,0.0395,0.0211,0.0183,0.0794,0.0068,0.0043,0.0051,0.5085,0.0443,0.0213,0.044,0.0415,0.0011,0.0014,0.005,0.1247,0.0069,0.0062,0.0142,0.2129,0.0186,0.0146,0.0218,0.078,0.0145,0.0083,0.0075,0.1051,0.0024,0.001,0.0008,0.3579,0.6376,0.972,0.9961,0.9941,0.7532,0.8627,0.7962,0.6792,0.1694,0.0154,0.0091,0.0131,0.7832,0.7754,0.688889,776,0.688889,0.754717,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c2ncccc12,KEPT,,0.612903,0.000000,Nc1c2ccccc2nc2ccccc12,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
CN(Cc1cccc(C#N)c1)C(=O)c1ccc([N+](=O)[O-])o1,0.0048,0.0042,0.003,0.0009,0.3729,0.0527,0.0261,0.0144,0.0486,0.0033,0.0024,0.0039,0.4191,0.0331,0.0168,0.0305,0.1739,0.008,0.0067,0.0107,0.133,0.0078,0.0069,0.0143,0.1405,0.0092,0.0082,0.0159,0.053,0.0092,0.0058,0.0063,0.0,0.0002,0.0,0.0,0.4588,0.4215,0.8453,0.9847,0.986,0.8082,0.8337,0.8161,0.2852,0.1495,0.0142,0.0084,0.0108,0.7155,0.7651,0.725806,775,0.725806,0.714286,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,COC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,KEPT,,0.613636,0.640000,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNC(=O)C(N)CCCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO
CC(CCc1ccccc1)Nc1cccc(Cl)c1C(=O)O,0.0036,0.003,0.0022,0.0007,0.1468,0.0057,0.0047,0.0116,0.0433,0.0028,0.002,0.0037,0.2056,0.0052,0.0041,0.0186,0.0246,0.0006,0.0008,0.0037,0.0972,0.0044,0.0042,0.0122,0.057,0.0025,0.003,0.0103,0.0715,0.0129,0.0076,0.0072,0.0,0.0,0.0,0.0,0.3008,0.4686,0.9267,0.966,0.9956,0.563,0.8186,0.6878,0.4047,0.0722,0.0041,0.0032,0.0076,0.6813,0.7308,0.753425,774,0.711111,0.733333,c1ccc(CCNCc2ccccc2)cc1,NNCCc1ccccc1,KEPT,,0.551724,0.567568,Cc1cc(O)ccc1Cl,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
O=S(=O)(Nc1cc(C(F)(F)F)ccc1O)c1ccc(Cl)s1,0.0026,0.0021,0.0015,0.0005,0.1066,0.0042,0.0039,0.0107,0.0609,0.0046,0.0031,0.0044,0.3344,0.0139,0.0087,0.0278,0.0434,0.0012,0.0014,0.0051,0.1158,0.0061,0.0055,0.0133,0.072,0.0035,0.0039,0.0115,0.0664,0.0119,0.0071,0.007,0.0001,0.0001,0.0,0.0,0.5559,0.6146,0.8454,0.956,0.9959,0.7752,0.7253,0.7159,0.4428,0.0891,0.0053,0.0039,0.0089,0.7363,0.7574,0.816667,773,0.792453,0.776471,O=C(O)c1cc(S(=O)(=O)O)ccc1O,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4cc(C(F)(F)F)ccc4Cl)CC3)cc21,FILTERED,motif:sulfonamide_h1,0.625000,0.681818,C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
O=C1Cc2ccccc2C(=O)N1c1cc(Cl)c(O)c(Cl)c1,0.0049,0.0042,0.0031,0.001,0.503,0.1054,0.0461,0.0215,0.0718,0.0058,0.0038,0.0049,0.5619,0.0638,0.0284,0.0497,0.1522,0.0067,0.0059,0.0107,0.117,0.0061,0.0056,0.0136,0.2549,0.0248,0.018,0.0233,0.0938,0.0181,0.01,0.0083,0.0,0.0042,0.0054,0.0005,0.2872,0.5823,0.947,0.8478,0.9307,0.8102,0.4431,0.6912,0.5163,0.1955,0.0266,0.014,0.0148,0.6729,0.7715,0.777778,772,0.777778,0.720930,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,KEPT,,0.750000,0.718750,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,NC(=O)[C@@H]1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)[C@@H]3C(=O)[C@]2(O)C1=O
COc1ccc(CC(=O)Nc2cc(Cl)c(O)c(Cl)c2)cc1,0.0019,0.0015,0.0011,0.0003,0.0585,0.0019,0.0022,0.0086,0.0325,0.0019,0.0015,0.0032,0.1791,0.0042,0.0036,0.0176,0.0182,0.0004,0.0006,0.0033,0.0285,0.0008,0.0009,0.0061,0.0378,0.0015,0.002,0.0084,0.0572,0.0099,0.0062,0.0065,0.0,0.0,0.0,0.0,0.5176,0.5698,0.9738,0.9944,0.992,0.9013,0.7124,0.782,0.6185,0.046,0.0025,0.002,0.006,0.7847,0.8142,0.745098,771,0.745098,0.755556,C=CCc1ccc(O)c(OC)c1,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,KEPT,,0.613636,0.517241,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,O=C(NO)c1cn(-c2cccc(C(=O)N3CCC4(CC3)C(=O)NCN4c3ccccc3)c2)nn1
