smiles,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=S1(=O)CCC(O)(CNC=2C=C(N=CN2)C=3C=CC=CC3)C1,Z2792550741,319.381,319.381,0.614,-3.265,2,6,92.18,4,https://real.enamine.net/public-enum-files/Z2792550741
O=C(O)C(C1CC1)N2CCN(CC3=NC(=NO3)C4=CC=CS4)CC2,Z2795227772,348.422,348.422,1.121,-1.853,1,6,82.7,6,https://real.enamine.net/public-enum-files/Z2795227772
CCN(CC)C(=O)C=1C=CC(=CC1)CNC(=O)N2CCC[C@@H](C2)C(=O)O,Z2798386550,361.436,361.436,1.319,-3.22,2,4,89.95,6,https://real.enamine.net/public-enum-files/Z2798386550
CC=1C=NN(C1)C2CCN(C2)C(=O)C=3SC=4N=CC=CC4C3N,Z2801461584,327.406,327.406,0.889,-3.371,1,4,77.04,3,https://real.enamine.net/public-enum-files/Z2801461584
O=C(CC=1C=NC=C2C=CC=CC12)N3CCCC3C=4C=NNC4,Z2801579393,306.363,306.363,1.024,-2.931,1,3,61.88,3,https://real.enamine.net/public-enum-files/Z2801579393
COC=1C=CC(=NC1)N2CCN(CC2)C(=O)C3=COC(=N3)C(F)(F)F,Z2801610801,356.301,356.301,1.26,-2.974,0,5,71.7,5,https://real.enamine.net/public-enum-files/Z2801610801
C[C@H](NC(=O)C1CCC=2C=C(F)C=CC21)C=3C=NC=CN3,Z2802006176,285.317,285.317,1.13,-2.34,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z2802006176
CN1C=C(C=N1)C2=CC=C(O2)C(=O)N3CCCC(CC3)N4C=CN=N4,Z2802153960,340.381,340.381,-0.047,-1.964,0,4,81.98,4,https://real.enamine.net/public-enum-files/Z2802153960
CCOC=1C=CC=C(CC(=O)N2CCC(CC2)C=3C=CC(F)=CN3)N1,Z2802265116,343.396,343.396,2.239,-3.01,0,4,55.32,5,https://real.enamine.net/public-enum-files/Z2802265116
CCOC=1C=CC=CC1C(=O)N2CCCC2C(=O)N3CC=4N=C(C)NC(=O)C4C3,Z8077859720,396.441,396.441,-0.129,-3.896,1,5,91.31,4,https://real.enamine.net/public-enum-files/Z8077859720
C[C@H](NC(=O)C=1C=CN(C)C(=O)C1)C=2C=CC(=NC2)C(F)(F)F,Z2804875457,325.286,325.286,0.944,-2.493,1,3,62.3,5,https://real.enamine.net/public-enum-files/Z2804875457
NC=1C=CC(=CN1)C(=O)NCC2CC(=O)N(CC=3C=CC=CC3)C2,Z2826139498,324.378,324.378,0.163,-3.188,2,4,88.32,5,https://real.enamine.net/public-enum-files/Z2826139498
O=C(NCC1CN(CCO1)C=2C=CC(Cl)=CC2)C=3NN=C4CCNCC34,Z2826785324,375.853,375.853,1.988,-3.188,3,5,82.28,5,https://real.enamine.net/public-enum-files/Z2826785324
O=C(NC1(CCC1)C=2C(F)=CC=CC2F)C3CNCC=4C=CC=CC43,Z2827443088,342.383,342.383,3.49,-4.059,2,2,41.13,4,https://real.enamine.net/public-enum-files/Z2827443088
CCC(C1=NN=C(NC(=O)N2CCC=3N=CN=CC3C2)S1)C=4C=CC=CC4,Z2836144607,380.469,380.469,1.79,-4.95,1,5,83.9,4,https://real.enamine.net/public-enum-files/Z2836144607
COC=1C=CC(=CC1)C2CN(CCO2)C(=O)NC=3C=CC(=NC3)C(F)(F)F,Z2837909253,381.35,381.35,2.871,-3.998,1,4,63.69,4,https://real.enamine.net/public-enum-files/Z2837909253
CC(C=1C=CC(=CC1)CNC2(CCS(=O)(=O)CC2)C(N)=O)C(F)(F)F,Z2839460125,378.412,378.412,-0.446,-3.345,2,4,89.26,6,https://real.enamine.net/public-enum-files/Z2839460125
O=C(C1CCN(CC(F)F)CC1)N2CCCC(CN3C=NC4=CC=CC=C43)C2,Z2839891253,390.471,390.471,1.96,-3.291,0,3,41.37,5,https://real.enamine.net/public-enum-files/Z2839891253
CN1C=C(NC(=O)N2CCCC2C=3C=CC=NC3)C(=O)N(C)C1=O,Z2841667772,329.355,329.355,-0.254,-1.338,1,4,85.85,4,https://real.enamine.net/public-enum-files/Z2841667772
O=C(CN1C=C(N=N1)C(O)C=2C=CC(F)=CC2)NC3CCCCC3,Z2844915387,332.373,332.373,1.199,-3.007,2,4,80.04,6,https://real.enamine.net/public-enum-files/Z2844915387
CN1N=CC=C1C2=CN(CC(=O)NC=3C=CC=4CCCC4C3)N=N2,Z2845033994,322.365,322.365,2.086,-2.967,1,4,77.63,5,https://real.enamine.net/public-enum-files/Z2845033994
O=C1NC=2C=CC=CC2C=C1CN3C=C(N=N3)C4(O)CC5CCC4C5,Z2846200006,336.389,336.389,0.646,-3.792,2,4,80.04,3,https://real.enamine.net/public-enum-files/Z2846200006
CCC(C)(O)CC1=CN(N=N1)C2CCCN(C=3C=NN(C)C3)C2=O,Z2846267816,332.402,332.402,0.247,-0.903,1,5,89.07,5,https://real.enamine.net/public-enum-files/Z2846267816
OC1(CCOCC1)C2=CN(CC=3C=CC=4C=NNC4C3)N=N2,Z2846835435,299.329,299.329,-0.695,-2.263,2,5,88.85,3,https://real.enamine.net/public-enum-files/Z2846835435
COC1=NN(C)C=C1C(=O)N2CCCCC2CN3CCCC3=O,Z2855647839,320.388,320.388,-0.014,-1.944,0,4,67.67,5,https://real.enamine.net/public-enum-files/Z2855647839
OC1CCN(CC2=CN(CC3=CSC(=N3)C=4C=COC4)N=N2)CC1,Z2856518673,345.421,345.421,-0.204,-1.522,1,5,80.21,5,https://real.enamine.net/public-enum-files/Z2856518673
"O=C(N[C@@H]1CNC[C@H]1C=2C=CC=CC2)C=3C=CC=NC3O |&1:3,7,r|",Z2860103884,283.326,283.326,2.831,-2.521,3,4,74.25,4,https://real.enamine.net/public-enum-files/Z2860103884
COC=1C=CC(C2=NN=C3CCC(C)(C)CN23)=C(C1)OC,Z2863953926,287.358,287.358,2.468,-3.047,0,4,49.17,3,https://real.enamine.net/public-enum-files/Z2863953926
C[C@@H]1CN(CC2=CN(CC3(O)CCOCC3)N=N2)C[C@H](C)O1,Z2864706100,310.393,310.393,-0.716,-0.345,1,6,72.64,4,https://real.enamine.net/public-enum-files/Z2864706100
COC=1C=C2N=C(C)SC2=CC1NC(=O)N3CCCC(C3)C=4C=CN=C(N)N4,Z2054799007,398.484,398.484,2.479,-4.032,2,6,106.26,3,https://real.enamine.net/public-enum-files/Z2054799007
CC1(CN2C=C(N=N2)C(=O)N3CCC[C@H]3CN4C=C(N=N4)C5CC5)COC1,Z2054908363,371.438,371.438,-0.328,-1.543,0,6,90.96,6,https://real.enamine.net/public-enum-files/Z2054908363
CC(CN1N=CC2=CC=CC=C2C1=O)NC(=O)C3(O)CCCC3,Z1550650152,315.368,315.368,0.51,-3.454,2,4,82,5,https://real.enamine.net/public-enum-files/Z1550650152
O=C(NCCC1=CSC(=N1)C=2C=CC=CC2)C=3C=C(NN3)C4CC4,Z1376322157,338.429,338.429,3.31,-4.272,2,3,70.67,7,https://real.enamine.net/public-enum-files/Z1376322157
CO[C@@H]1C[C@@H](COC2=CC=CN=C2)N(C1)C(=O)C3CCOCC3,Z2055467182,320.384,320.384,0.259,-1.603,0,5,60.89,6,https://real.enamine.net/public-enum-files/Z2055467182
CCOC=1C=C(N=CN1)NC2CCN(CC3CCCC3)CC2,Z1703659883,304.431,304.431,3.963,-3.798,1,5,50.28,6,https://real.enamine.net/public-enum-files/Z1703659883
CC(C)C=1C=CC=CC1OCC(=O)N2CCC(CC2)C3=NN=CN3C,Z383439418,342.436,342.436,1.148,-3.474,0,4,60.25,6,https://real.enamine.net/public-enum-files/Z383439418
CC1=CC(C)=NN1CC=2C=CC(=CC2)C(=O)N3CCC(CC3)C4=NN=CN4C,Z952218352,378.472,378.472,0.366,-2.582,0,4,68.84,4,https://real.enamine.net/public-enum-files/Z952218352
CC1=C(OC=2C(C)=CC=CC12)C(=O)NC=3C=CC(=CN3)N4CCN(C)CC4,Z803963188,364.442,364.442,3.765,-4.222,1,4,61.61,3,https://real.enamine.net/public-enum-files/Z803963188
CS(=O)(=O)C=1C=CC(=CC1)C(=O)NC=2C=CC(F)=C(C2)C(F)(F)F,Z898990170,361.313,361.313,2.872,-4.635,1,3,63.24,4,https://real.enamine.net/public-enum-files/Z898990170
COC=1C=CC(=CC1OC)NC(=O)C(C)N2CCCC(C2)C3=NNC(=N3)C4CC4,Z1554019499,399.488,399.488,2.183,-2.751,2,6,92.37,7,https://real.enamine.net/public-enum-files/Z1554019499
O=C(NC1CCS(=O)(=O)C1)NC2(CC=3C=CC(Br)=CC3)CCCCC2,Z1219238953,429.373,429.373,3.347,-4.725,2,3,75.27,4,https://real.enamine.net/public-enum-files/Z1219238953
CC=1C=CC=CC1NC2=NC(=CS2)CN3CCO[C@H](C)[C@H]3C(N)=O,Z2058064909,346.449,346.449,2.76,-3.504,2,5,80.48,5,https://real.enamine.net/public-enum-files/Z2058064909
CC(C(=O)NCC=1C=CC=2C=COC2C1)C=3C=CC(Br)=CC3,Z1554805485,358.229,358.229,4.45,-5.279,1,1,42.24,4,https://real.enamine.net/public-enum-files/Z1554805485
CC1=CN(N=C1C(=O)NCC2=NC=CS2)C=3C=CC=CC3Cl,Z1554489619,332.809,332.809,2.535,-3.476,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z1554489619
CN(C)CCN1C(=O)OC=2C=CC(=CC21)NC(=O)C3CC4=CC=CC=C4O3,Z941436980,367.399,367.399,1.856,-3.739,1,5,71.11,6,https://real.enamine.net/public-enum-files/Z941436980
CCOC=1C=CC(=CC1OCC)S(=O)(=O)NC=2C(C)=CC=CC2CC,Z90672997,363.473,363.473,4.026,-4.986,1,4,64.63,8,https://real.enamine.net/public-enum-files/Z90672997
CNC(=O)C=1C=CC(=CC1)NC(=O)C=2C=CC=3CCCCC3C2,Z90918633,308.375,308.375,3.235,-5.673,2,2,58.2,3,https://real.enamine.net/public-enum-files/Z90918633
COCC=1C=CC=CC1C(=O)NC2CCN(CC2)C(=O)C=3C=CC=CC3,Z365575098,352.428,352.428,0.796,-4.49,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z365575098
O=C(CNC(=O)C1CCCN1C(=O)CC2=CC=CS2)NCC(F)(F)F,Z809040846,377.384,377.384,0.957,-3.64,2,3,78.51,10,https://real.enamine.net/public-enum-files/Z809040846
O=C(CO)N1CCN(CC1)C=2N=C3C=CC=CC3=NC2N4CCCCC4,Z1558949324,355.435,355.435,2.853,-3.183,1,6,72.8,3,https://real.enamine.net/public-enum-files/Z1558949324
CN1C(=NC=2C=CC=CC21)C3CCCN3C(=O)C=4C=CN(C)C(=O)C4,Z905714498,336.389,336.389,0.99,-2.269,0,3,58.44,2,https://real.enamine.net/public-enum-files/Z905714498
CCN1C=NC=2CN(CC3(CS(C)(=O)=O)CC3)CCC2C1=O,Z2063443374,325.428,325.428,-0.762,-0.228,0,5,70.05,5,https://real.enamine.net/public-enum-files/Z2063443374
COC=1C=CC=2OC(=C(C)C2C1)C(C)NC(=O)NC=3C=CN=CC3,Z1143564688,325.363,325.363,3.581,-3.782,2,3,76.39,6,https://real.enamine.net/public-enum-files/Z1143564688
CC1(C)CN(CCO1)C(CNC(=O)C=2C=NN3C=CC=NC23)C=4C=CC(Cl)=CC4,Z1118814645,413.901,413.901,3.274,-3.832,1,5,71.76,5,https://real.enamine.net/public-enum-files/Z1118814645
CCN1C=C(C=N1)NC(=O)C=2C=CC=3N=CC=C(C)C3C2,Z2067029938,280.325,280.325,2.38,-3.059,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z2067029938
COC=1C=CC(=C(C1)OC)C2CCCN2C(=O)C3=CC=C(C(C)=C3)N4CCNC4=O,Z804136744,409.479,409.479,3.018,-4.535,1,4,71.11,5,https://real.enamine.net/public-enum-files/Z804136744
COC=1C=CC=2NC=C(CC(=O)N3CCCC3C(=O)NC4=NC=CS4)C2C1,Z407103156,384.454,384.454,2.187,-4.445,2,4,87.32,5,https://real.enamine.net/public-enum-files/Z407103156
O=C(O)C=1C=CC(=CC1)C(=O)NCC=2C=CC(=CC2)C3=CC=NN3,Z927725248,321.331,321.331,3.111,-4.469,3,4,95.08,6,https://real.enamine.net/public-enum-files/Z927725248
CC=1N=C(C=CC1C(=O)NC2CCC(CC2)C(=O)O)C=3C=CC=CC3,Z1570104950,338.401,338.401,2.879,-4.022,2,4,79.29,5,https://real.enamine.net/public-enum-files/Z1570104950
CC(=O)NC=1C=CC(=CC1)C=2C=CC(=CC2)S(=O)(=O)NCC=3N=CN(C)N3,Z1564286454,385.442,385.442,0.776,-3.942,2,5,105.98,5,https://real.enamine.net/public-enum-files/Z1564286454
O=C(C=1C=CC(=CC1)OC(F)F)N2CCN(CC2)C3CCS(=O)(=O)C3,Z102461484,374.405,374.405,0.308,-2.593,0,5,66.92,5,https://real.enamine.net/public-enum-files/Z102461484
CC(C)(CNC(=O)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CC2)C=3C=CN=CC3,Z1565010087,409.503,409.503,3.295,-4.264,2,4,88.16,6,https://real.enamine.net/public-enum-files/Z1565010087
CC(C)CCN1C=C(N=N1)C(=O)N2CCCC(C2)C3=NC(=O)NN3,Z2225984837,333.39,333.39,0.335,-3.238,2,6,104.51,6,https://real.enamine.net/public-enum-files/Z2225984837
CC(NC=1C=CC2=NN=C(C=3C=CC=CC3F)N2N1)C=4C=CC(=CC4)OCC(=O)NC5CC5,Z815761182,446.478,446.478,3.128,-6.545,2,6,93.44,8,https://real.enamine.net/public-enum-files/Z815761182
CC1OC=2C=CC=CC2N(CC(=O)N3CCCOC3)C1=O,Z2143251549,290.315,290.315,1.525,-3.278,0,4,59.08,3,https://real.enamine.net/public-enum-files/Z2143251549
COCC=1C=CC=C(C1)NC(=O)N2CCC(CN3CCN(C)CC3)CC2,Z820960958,360.495,360.495,0.182,-1.484,1,4,48.05,7,https://real.enamine.net/public-enum-files/Z820960958
O=S(=O)(C=1C=CC(F)=C(Cl)C1)N2CCN(CCN3C=CC=N3)CC2,Z821673634,372.847,372.847,2.753,-2.438,0,4,58.44,5,https://real.enamine.net/public-enum-files/Z821673634
CC(NC(=O)C=1C=CC(=CC1N2CCCC2)C(F)(F)F)C=3N=CNN3,Z2072014321,353.343,353.343,2.388,-3.965,2,4,73.91,6,https://real.enamine.net/public-enum-files/Z2072014321
CC1=NNC=2N=CC(=CC12)NC(=O)C3CCCN3C(=O)C(C)C,Z825782506,315.371,315.371,1.619,-3.551,2,4,90.98,5,https://real.enamine.net/public-enum-files/Z825782506
CC1CCC(C)N1C2CCCN(C2)S(=O)(=O)C=3C=NN(C)C3,Z826989454,326.459,326.459,1.757,-0.576,0,4,58.44,2,https://real.enamine.net/public-enum-files/Z826989454
CC(C)C(C(=O)NCC1=CC=CC(=C1)C(=O)N(C)C)N2CCCCC2,Z1128049585,345.48,345.48,2.234,-3.128,1,3,52.65,8,https://real.enamine.net/public-enum-files/Z1128049585
CC=1C=CC=C(NC(=O)C2CSCN2C(=O)C3CC(C)OC(C)C3)C1C,Z1570576785,376.515,376.515,2.467,-4.833,1,3,58.64,3,https://real.enamine.net/public-enum-files/Z1570576785
O=C(CNC(=O)C=1C=CC(Cl)=C(Cl)C1)NCCNC(=O)CC=2C=CC(F)=CC2,Z967267502,426.269,426.269,3.081,-5.368,3,3,87.3,8,https://real.enamine.net/public-enum-files/Z967267502
CC(=O)N1CC=2C=CC=CC2CC1C(=O)NCC=3C=CC(=CC3)C=4C=CC=5OCCC5C4,Z1128651011,426.508,426.508,3.932,-6.255,1,3,58.64,4,https://real.enamine.net/public-enum-files/Z1128651011
CCN1CCN(CC1=O)C(=O)C(C)(C)C2=CSC(=N2)C=3C(Cl)=CC=CC3Cl,Z2073952850,426.361,426.361,4.378,-5.653,0,3,53.51,5,https://real.enamine.net/public-enum-files/Z2073952850
O=C(C1CCN(CC1)C=2C=CC3=NN=NN3N2)N4CCCC(C4)C5=NC=6C=CC=CC6S5,Z285524048,448.546,448.546,0.083,-4.094,0,7,92.41,3,https://real.enamine.net/public-enum-files/Z285524048
CN(C)C(=O)C=1C=CC(=CC1)NC(=O)C2=CC(Cl)=CN2C,Z169525306,305.76,305.76,1.879,-3.128,1,2,54.34,5,https://real.enamine.net/public-enum-files/Z169525306
CN1C=C(CNC=2C=CC(=CC2)NS(C)(=O)=O)C(=N1)C=3C=CC=4OCCCOC4C3,Z1462389310,428.507,428.507,1.917,-3.753,2,6,94.48,6,https://real.enamine.net/public-enum-files/Z1462389310
CC1=NN2C=C(C=CC2=N1)NC(=O)C=3C=NN(C3C)C=4C=CC(F)=CC4,Z1978397707,350.351,350.351,2.188,-3.558,1,4,77.11,3,https://real.enamine.net/public-enum-files/Z1978397707
CC=1N=COC1CNC(=O)C2=CC=C(Cl)C(=C2)N3CCNC3=O,Z2227502489,334.758,334.758,0.493,-3.36,2,3,87.47,5,https://real.enamine.net/public-enum-files/Z2227502489
CC(C)N1N=CN=C1CNC(=O)C=2C=CC(=CC2)S(C)(=O)=O,Z1978282909,322.385,322.385,-0.211,-2.059,1,5,93.95,6,https://real.enamine.net/public-enum-files/Z1978282909
CC=1NN=C(C1NS(=O)(=O)C2=CC=C3OCCC3=C2)C(F)F,Z1575083498,329.324,329.324,0.911,-2.963,2,4,84.08,4,https://real.enamine.net/public-enum-files/Z1575083498
CCC1=NN(C)C=C1C(=O)N2CCC(CC2)N3C(=O)NC4=CC=CC=C43,Z1575416865,353.419,353.419,1.292,-3.402,1,3,70.47,3,https://real.enamine.net/public-enum-files/Z1575416865
CCC1(C)COCCN1S(=O)(=O)C2=CC=C3OC(=O)C=CC3=C2,Z1575683160,337.393,337.393,2.12,-3.996,0,4,72.91,3,https://real.enamine.net/public-enum-files/Z1575683160
CN1C=NN(C1=O)C=2C=CC(=CC2)NC(=O)C=3C=CC(=CC3)CN4CCCC4=O,Z1576094237,391.424,391.424,0.765,-4.301,1,4,85.32,5,https://real.enamine.net/public-enum-files/Z1576094237
CC1CC1N2CC(CC2=O)NC(=O)N3CCC(CC4=CC=CN=C4)CC3,Z1576020231,356.463,356.463,3.118,-2.532,1,3,65.54,4,https://real.enamine.net/public-enum-files/Z1576020231
O=C(CC(NC(=O)C=1C=CC=CC1Cl)C=2C=CC=CC2)NC3CCOC4(CCOC4)C3,Z1576412312,442.936,442.936,1.313,-5.581,2,4,76.66,6,https://real.enamine.net/public-enum-files/Z1576412312
FC=1C=CC(=CC1)C2=NC(=CO2)CCNCC=3C=CC=4OCCOC4C3,Z1135257232,354.376,354.376,3.238,-4.366,1,4,56.52,6,https://real.enamine.net/public-enum-files/Z1135257232
CC=1C=CN=CC1NC(=O)CC=2C=CC(=CC2)S(N)(=O)=O,Z1135790839,305.354,305.354,0.042,-2.089,2,4,102.15,5,https://real.enamine.net/public-enum-files/Z1135790839
O=C(NCC1=NC(=NN1)C=2C=CC=CC2)NCC3=CC(F)=CC=C3F,Z1137105389,343.332,343.332,2.849,-4.666,3,3,82.7,7,https://real.enamine.net/public-enum-files/Z1137105389
O=C(NCC1=CC=CC(=O)N1)C=2C=CC=3C(=O)OC(CC3C2)C=4C=CC=CC4,Z1578640976,374.39,374.39,1.254,-5.237,2,3,84.5,5,https://real.enamine.net/public-enum-files/Z1578640976
O=C(C=1C=CN=C(C1)OC2CCCCC2)N3CCC(CC3)N4CCCNC4=O,Z1578940512,386.489,386.489,1.754,-4.016,1,4,74.77,5,https://real.enamine.net/public-enum-files/Z1578940512
CCC(NCC(=O)NC=1C=CC(C#N)=CC1)C=2C=CC(=CC2)OC,Z164531462,323.39,323.39,3.26,-4.137,2,4,74.15,8,https://real.enamine.net/public-enum-files/Z164531462
CC=1C=CC=CC1C2CCCN2CC(=O)NC=3C=CC=CC3C(N)=O,Z840062022,337.416,337.416,3.211,-3.859,2,3,75.43,6,https://real.enamine.net/public-enum-files/Z840062022
CCN1C(=O)C=2C=CC=CC2N(CC(=O)NC(C)C3=CC=CC(=C3)S(N)(=O)=O)C1=O,Z146212718,430.479,430.479,1.461,-3.914,2,5,129.88,6,https://real.enamine.net/public-enum-files/Z146212718
CNC(=O)CCC=1C(C)=NC2=C3C=CC=CC3=NN2C1C,Z212239112,282.341,282.341,1.64,-2.863,1,3,59.29,4,https://real.enamine.net/public-enum-files/Z212239112
CC1=NC(=CC(=N1)C=2C=CC=NC2)N3CC=4C=CC=CC4C3,Z1140378503,288.347,288.347,2.592,-3.588,0,4,41.91,2,https://real.enamine.net/public-enum-files/Z1140378503
CN1C(=O)OC=2C=C(C=CC21)S(=O)(=O)NC=3C=NC(=NC3)C(C)(C)C,Z846944432,362.405,362.405,1.745,-2.412,1,6,101.49,4,https://real.enamine.net/public-enum-files/Z846944432
O=C(OCC=1C=CC=C(F)C1F)C2CC(O)CN2C(=O)C=3C=CC4=CC=CC=C4C3,Z848584538,411.399,411.399,3.506,-6.557,1,3,66.84,5,https://real.enamine.net/public-enum-files/Z848584538
CCCN1C(=O)CCC=2C=C(C=CC21)NS(=O)(=O)C3=CC=CC(=C3)C(=O)O,Z1583428612,388.439,388.439,3.069,-4.334,2,5,103.78,5,https://real.enamine.net/public-enum-files/Z1583428612
CC1=NN(C)C(NC(=O)CCN2C=NC3=C2C(=O)N(C)C(=O)N3C)=C1C,Z1144428511,359.384,359.384,-0.616,-1.705,1,5,105.36,4,https://real.enamine.net/public-enum-files/Z1144428511
CC1CCN(CC1)S(=O)(=O)C2=CC=C(S2)C(=O)NC=3C=NN(C)C3,Z1144529586,368.477,368.477,1.814,-3.422,1,4,84.3,5,https://real.enamine.net/public-enum-files/Z1144529586
CCC=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)C3COCCO3,Z383419500,332.395,332.395,1.729,-4.02,0,4,59.08,5,https://real.enamine.net/public-enum-files/Z383419500
CN1C=C(C(=O)NCC2=CN3C=CSC3=N2)C=4C=CC=CC41,Z357433960,310.375,310.375,2.59,-3.395,1,2,51.33,4,https://real.enamine.net/public-enum-files/Z357433960
CO[C@H]1C[C@H](C1)N(C)C(=O)C2=CC=CC(=C2)CN3C=CN=C3,Z2088142112,299.368,299.368,1.368,-2.376,0,3,47.36,6,https://real.enamine.net/public-enum-files/Z2088142112
CN1C=C(C(=N1)C2=CC=3C=CC=CC3O2)C4NC(N)=NC5=NC6=CC=7OCCCOC7C=C6N54,Z839917376,455.47,455.47,2.96,-5.285,2,7,117.65,2,
CC=1C=CC=CC1C(=O)NCC(=O)NC2CCN(CC2)C(=O)NC=3C=CC=CC3,Z230488852,394.468,394.468,0.692,-5.35,3,3,90.54,9,https://real.enamine.net/public-enum-files/Z230488852
CC(OC=1C=CC=C(Br)C1)C2=NN=C(O2)C=3C=NN(C)C3,Z1664175192,349.183,349.183,1.94,-3.402,0,4,65.97,4,
COC=1C=C(F)C(=CC1OC)C(C)NC(=O)C=2C=CC=CC2OC(F)(F)F,Z1588841082,387.326,387.326,4.251,-5.375,1,4,56.79,8,https://real.enamine.net/public-enum-files/Z1588841082
CC1=NOC(=N1)C2CCN(CC2)C=3N=CN=C4C3C=NN4C=5C=CC=CC5,Z730769290,361.401,361.401,1.84,-3.946,0,6,85.76,3,https://real.enamine.net/public-enum-files/Z730769290
CCC1=NC(C)=C(O1)C(=O)NC=2C=CC=C(C2)OCC(N)=O,Z2212527767,303.314,303.314,0.269,-2.66,2,4,107.45,7,https://real.enamine.net/public-enum-files/Z2212527767
O=C(CN1CCC=2C=CC(O)=CC2CC1)NC(C3=NC=CS3)C=4C=CC=CC4,Z1155856550,393.504,393.504,2.51,-2.995,2,4,65.46,5,https://real.enamine.net/public-enum-files/Z1155856550
COC=1C=C2C=CC=CC2=CC1C(=O)NC=3C=CC(=CC3)OCCN4C=CN=C4,Z877813378,387.432,387.432,3.644,-5.622,1,4,65.38,7,https://real.enamine.net/public-enum-files/Z877813378
CC=1C=CC2=C(C1)CCCN2S(=O)(=O)C=3C=CC=4NC(=O)CC(=O)NC4C3,Z218689480,385.439,385.439,2.518,-4.291,2,4,95.58,2,https://real.enamine.net/public-enum-files/Z218689480
O=C(NC=1C=CC=C(C1)CN2C=CC=NC2=O)NC3CC(C3)C=4C=CC(=CC4)OC(F)(F)F,Z1156035667,458.434,458.434,2.903,-5.534,2,4,83.03,7,https://real.enamine.net/public-enum-files/Z1156035667
CCN1C(=O)C2CN(CCN2C1=O)C=3C=CC(=NN3)C4=CC=C(Br)S4,Z2091612680,422.301,422.301,2.522,-5.874,0,5,69.64,3,https://real.enamine.net/public-enum-files/Z2091612680
CC1(C)C(=O)NC=2C=CC(=CC21)C3=CSC(=N3)C4CCOCC4,Z2092247468,328.43,328.43,2.586,-3.271,1,3,51.22,2,
CN1C(=NC=2C=C(C=CC21)NC(=O)CN3C(=O)CC=4C=CC=CC43)C5CC5,Z2229215917,360.41,360.41,2.885,-3.522,1,3,67.23,5,https://real.enamine.net/public-enum-files/Z2229215917
O=C(CN1C(=O)NC2(CCC=3C=CC=CC32)C1=O)NC4=NC=5C=CC=CC5N=C4N6CCCC6,Z226526994,456.498,456.498,3.66,-5.347,2,6,107.53,4,https://real.enamine.net/public-enum-files/Z226526994
CCC1CN(CCN1CC(C)O)C(=O)CCN2C(=O)CCC2=O,Z1274935172,325.404,325.404,0.548,-0.934,1,5,81.16,7,https://real.enamine.net/public-enum-files/Z1274935172
CN(C)C(C(=O)N1CCC(CC1)NC(=O)NC2CCCCC2)C3=CN=CN3C,Z1979116062,390.524,390.524,0.781,-2.626,2,4,82.5,5,https://real.enamine.net/public-enum-files/Z1979116062
CC=1C=C(CNC=2N=C(N=C(C)C2C)C=3C=CC=NC3)N(C)N1,Z2093329003,308.382,308.382,2.015,-2.374,1,5,68.52,4,https://real.enamine.net/public-enum-files/Z2093329003
COC=1C=C(Cl)C=CC1C(=O)N2CCC(CC2)C3=CNC4=NC=CC=C34,Z899467432,369.845,369.845,3.216,-4.858,1,3,58.22,3,https://real.enamine.net/public-enum-files/Z899467432
CC=1C=CN=CC1C(=O)NC2CCC3(CC2)NC(=O)NC3=O,Z2093712990,302.329,302.329,-0.756,-2.298,3,4,100.19,3,https://real.enamine.net/public-enum-files/Z2093712990
O=C(NCC1(O)CCCC=2C=CC=CC21)C3=CNN=C3C=4C=CC(Cl)=CC4,Z1161735739,381.856,381.856,4.391,-5.693,3,3,78.01,4,https://real.enamine.net/public-enum-files/Z1161735739
CC1(C)CN(CC(O1)C(F)(F)F)C(=O)C=2C=NC3=CC=CC=C3N2,Z2210045118,339.313,339.313,2.391,-3.725,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z2210045118
CC(NC(=O)C=1C=CC=2N=CSC2C1)C=3C(F)=CN=CC3F,Z2094593250,319.331,319.331,2.539,-3.841,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z2094593250
O=C(CN1CCCOCC1)NC=2C=CC=CC2N3CCCC3=O,Z929892064,317.384,317.384,1.219,-2.116,1,4,61.88,4,https://real.enamine.net/public-enum-files/Z929892064
CC=1C=CC=CC1CN(CC=2C=CC=NC2)C(=O)C=3C=CC=C4NN=CC34,Z908125396,356.421,356.421,3.476,-4.822,1,3,61.88,6,https://real.enamine.net/public-enum-files/Z908125396
CN(C)C1=NC=2SC(=CC2S1)C(=O)N3CCC=4NN=CC4C3,Z908357804,333.435,333.435,1.894,-4.079,1,4,65.12,3,https://real.enamine.net/public-enum-files/Z908357804
O=C(NCCN1CCC=2C=CC=CC2C1)NC=3C=CC=C(C3)C(=O)NC=4C=CC(Cl)=CN4,Z1166683419,449.933,449.933,4.328,-5.3,3,4,86.36,6,https://real.enamine.net/public-enum-files/Z1166683419
