smiles,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
C1=CN(C=N1)C=2C=CC(=CC2)CNCC3=CN4CCCCCC4=N3,Z3800756729,321.42,321.42,1.853,-2.069,1,3,47.67,5,https://real.enamine.net/public-enum-files/Z3800756729
CN1N=C(C2=NN=C(COC3CCCCC3)O2)C=4C=CC=CC4C1=O,Z1664065107,340.377,340.377,1.156,-3.906,0,5,80.82,4,
COC1=CN=C(NC1=O)C2(CCCC2)NCC=3C=CC=4C=CC=CC4C3,Z3016331812,349.427,349.427,2.377,-4.887,2,4,62.72,5,https://real.enamine.net/public-enum-files/Z3016331812
CN1C=C(CN[C@H]2C=3C=CC=CC3C[C@@H]2O)C(=N1)C4CC4,Z2993217788,283.369,283.369,0.895,-1.59,2,3,50.08,4,https://real.enamine.net/public-enum-files/Z2993217788
O=C(C=1C=CN=C(N1)C=2C=CC=CC2)N3CCC(=O)NCC43COC4,Z3053878992,338.361,338.361,0.092,-3.882,1,5,84.42,2,https://real.enamine.net/public-enum-files/Z3053878992
CC1C2CCCCC2CN1C(=O)C=3C=C(F)C=C4CCNCC34,Z4422289345,316.414,316.414,2.864,-4.2,1,2,32.34,1,https://real.enamine.net/public-enum-files/Z4422289345
CNC(=O)COC1CN(C1)C(=O)C=2C=CC=3N=C(NC3C2)C=4C=CC=CC4,Z3352005597,364.399,364.399,2.299,-4.915,2,4,87.32,5,https://real.enamine.net/public-enum-files/Z3352005597
CN1CCN(CC1)C=2N=CC=CC2CNC3CCCC=4SC=NC43,Z2698799682,343.492,343.492,1.054,-2.212,1,5,44.29,4,https://real.enamine.net/public-enum-files/Z2698799682
COC=1C=CC=2OCC(=CC2C1)C(=O)NCC=3C=CC=C(C3)CN4CCCC4=O,Z1389546308,392.449,392.449,2.363,-4.72,1,4,67.87,6,https://real.enamine.net/public-enum-files/Z1389546308
ClC=1C=CC(=CC1)N2C=C(COC=3C=CC=4CNCC4C3)N=N2,Z5336753620,326.781,326.781,3.155,-3.281,1,4,51.97,4,https://real.enamine.net/public-enum-files/Z5336753620
NC(=O)C=1C(F)=CC=CC1N2CCC(CC2)OCC3CC3,Z2970082243,292.349,292.349,0.993,-3.311,1,3,55.56,5,https://real.enamine.net/public-enum-files/Z2970082243
O[C@@H]1C[C@H](O)CN(C1)C=2C=CC(=NN2)C=3C=CC=CC3Cl,Z2970125623,305.76,305.76,1.644,-3.912,2,5,69.48,2,https://real.enamine.net/public-enum-files/Z2970125623
CNC(=O)C1CN(C1)C=2N=CN=C3C2C=NN3C=4C=CC=CC4F,Z2971212155,326.329,326.329,1.667,-4.245,1,5,75.94,4,https://real.enamine.net/public-enum-files/Z2971212155
"COC(C)C1=NC(=CS1)CNC(=O)N[C@@H]2CC=3C=CC=CC3[C@H]2O |&1:14,22,r|",Z2971713555,347.434,347.434,0.879,-2.581,3,4,83.48,5,https://real.enamine.net/public-enum-files/Z2971713555
CC=1C=C(N=C(N1)C2CCC2)NCC=3C=CC(=CC3C)S(N)(=O)=O,Z2971738293,346.449,346.449,2.56,-3.818,2,5,97.97,5,https://real.enamine.net/public-enum-files/Z2971738293
O=C(N1CCCC1)C2(O)CCCN(C2)C=3C=CC(=CN3)C=4C=CN=CC4,Z2972161338,352.431,352.431,1.762,-3.422,1,5,69.56,3,https://real.enamine.net/public-enum-files/Z2972161338
FC=1C=C(C=CN1)N2CCN(CC2)C=3C=C(N=CN3)C(F)F,Z2972565132,309.29,309.29,1.352,-3.741,0,5,45.15,3,https://real.enamine.net/public-enum-files/Z2972565132
C1=NN(C=C1CN2CC(C2)C3CCOCC3)CC4CCC4,Z2972850761,289.417,289.417,1.849,-1.619,0,3,30.29,5,https://real.enamine.net/public-enum-files/Z2972850761
CC1=NN(C(C)=C1CN2CCCC3(CCS(=O)(=O)C3)C2)C(C)C,Z2973675531,339.498,339.498,0.724,-0.583,0,4,55.2,3,https://real.enamine.net/public-enum-files/Z2973675531
O=C(CNC(=O)N1CCCC1)NC2=NC(=CS2)C3=CC=CC(O)=C3,Z2974261816,346.406,346.406,2.332,-4.071,3,4,94.56,7,https://real.enamine.net/public-enum-files/Z2974261816
CC1CCOCCN1C(=O)NCC2=NC(=NN2)C=3C=CC=CN3,Z2974349751,316.359,316.359,0.317,-2.34,2,5,96.03,5,https://real.enamine.net/public-enum-files/Z2974349751
"C=C[C@@H]1OCC[C@H]1CNC(=O)N2CCOC(CS(C)(=O)=O)C2 |&1:2,6,r|",Z2974624242,332.417,332.417,-0.827,-1.427,1,5,84.94,5,https://real.enamine.net/public-enum-files/Z2974624242
"CC(C)(C)C1=COC(CNC(=O)N[C@@H]2C[C@H]2C3=CC=C(F)C=C3F)=N1 |&1:13,15,r|",Z2975354915,349.376,349.376,2.923,-3.485,2,2,67.16,5,https://real.enamine.net/public-enum-files/Z2975354915
"O[C@H]1CCC(C[C@H]1O)NC2=CN=C3C=C(F)C(F)=CC3=N2 |&1:1,6,r|",Z2976668237,295.285,295.285,1.602,-2.43,3,5,78.27,2,https://real.enamine.net/public-enum-files/Z2976668237
"CC=1C=CC=CC1C2=NSC(=N2)NC3CC[C@H](O)[C@H](O)C3 |&1:16,18,r|",Z2976669344,305.397,305.397,1.914,-4.687,3,5,78.27,3,https://real.enamine.net/public-enum-files/Z2976669344
COC=1C=CC(=CN1)C2CCN(CC2)C(=O)C3=CN=C4SC=CN4C3=O,Z2981470573,370.427,370.427,0.677,-3.581,0,5,75.1,3,https://real.enamine.net/public-enum-files/Z2981470573
C1=C(COC2CCCCO2)N=NN1[C@@H]3CCCC4=CC=CN=C43,Z2982767128,314.383,314.383,1.012,-1.487,0,5,62.06,4,https://real.enamine.net/public-enum-files/Z2982767128
O=C(O)CCC1CCCN(C1)C2=NOC(CC=3C=CC(F)=CC3)=N2,Z2989395599,333.358,333.358,2.679,-3.305,1,5,79.46,6,https://real.enamine.net/public-enum-files/Z2989395599
FC(F)(F)C=1C=CC(=CC1)CCN2N=NN=C2N3CCOCC3,Z2990116923,327.306,327.306,2.717,-3.382,0,5,56.07,5,
CN(C)C(=O)C=1C=NC=C(C1)C=2C=CC=3OCCC(C(=O)O)C3C2,Z2991031322,326.347,326.347,0.63,-3.1,1,5,79.73,4,https://real.enamine.net/public-enum-files/Z2991031322
O=C1C=2C=CC=CC2N=CN1CC3CCCC(O3)C(F)(F)F,Z2991355610,312.288,312.288,2.212,-4.096,0,3,41.9,3,https://real.enamine.net/public-enum-files/Z2991355610
CN(C)S(=O)(=O)C=1C=CC(=O)N(C1)CCNC(=O)C2CC2,Z2991417288,313.374,313.374,-0.685,-0.812,1,4,86.79,7,https://real.enamine.net/public-enum-files/Z2991417288
CC(=O)NC1(CCCCC1)C2=NOC(=N2)C3(C#N)CCSCC3,Z2992231396,334.438,334.438,0.417,-2.833,1,4,91.81,3,https://real.enamine.net/public-enum-files/Z2992231396
O=C1CCC(CN1CC2CCC2)C3=NOC(=N3)C=4C=C(O)C=CN4,Z2992355976,328.367,328.367,1.325,-2.7,1,5,92.35,4,https://real.enamine.net/public-enum-files/Z2992355976
CN(C)C=1C=CN=C(C1)C2=NC(=NO2)C=3C=NN(C3)CCF,Z2992416848,302.308,302.308,1.711,-2.022,0,5,72.87,5,https://real.enamine.net/public-enum-files/Z2992416848
CN1N=C2CCCCC2=C1CNC=3C=C(C=CC3Cl)C(N)=O,Z2992598893,318.802,318.802,2.044,-3.467,2,3,72.94,4,https://real.enamine.net/public-enum-files/Z2992598893
CNC(=O)C=1C=CC=C(C1)OCC2=NOC=3CCOCC23,Z2993553646,288.299,288.299,0.052,-2.295,1,4,73.59,5,https://real.enamine.net/public-enum-files/Z2993553646
CCOC=1C=CC=C(N1)NS(=O)(=O)C2=CC=NN2C3CCC3,Z2996108077,322.385,322.385,2.343,-3.128,1,5,86.11,5,https://real.enamine.net/public-enum-files/Z2996108077
"CC=1C(=COC1C(=O)N(C)C)S(=O)(=O)N[C@@]23CCC[C@H]3CNC2 |&1:15,19,r|",Z2996115794,341.428,341.428,0.97,-2.35,2,4,91.65,3,https://real.enamine.net/public-enum-files/Z2996115794
CC1=C(C=NN1C)S(=O)(=O)NC2(COC2)C=3C=CC=CC3,Z2996248591,307.37,307.37,1.688,-1.95,1,4,73.22,3,https://real.enamine.net/public-enum-files/Z2996248591
"COC=1C=CC=C(CC2=NOC(=N2)[C@@H]3C[C@H]3C=4C=CC(F)=CC4F)N1 |&1:13,15,r|",Z2997025288,343.328,343.328,3.291,-3.609,0,4,61.04,5,https://real.enamine.net/public-enum-files/Z2997025288
COC=1C=CC(CC2=NC(=NO2)C=3C=CC(=NN3)OC)=C(C)C1,Z2997233577,312.324,312.324,2.279,-3.357,0,6,83.16,5,https://real.enamine.net/public-enum-files/Z2997233577
CN1N=C(N=C1CC2=NOC(=N2)C=3C=CC(F)=C(C3)C(F)F)C4CC4,Z2997275597,349.311,349.311,1.599,-3.093,0,4,69.63,5,https://real.enamine.net/public-enum-files/Z2997275597
FC=1C=CC=C(Cl)C1CCC2=NOC(=N2)C3(CC3)N4C=CC=N4,Z2997396563,332.76,332.76,2.983,-3.022,0,3,56.74,5,https://real.enamine.net/public-enum-files/Z2997396563
CC1(CCNC(=O)C1)C2=NC(=NO2)C3=CSC(=C3)C(F)(F)F,Z2997407412,331.315,331.315,1.731,-3.067,1,3,68.02,3,https://real.enamine.net/public-enum-files/Z2997407412
CC(C)CC1=CC=C(C2=NOC(=N2)C3CC=4C=CC=CC43)C(=O)N1,Z2997532154,321.374,321.374,3.007,-5.062,1,3,68.02,4,https://real.enamine.net/public-enum-files/Z2997532154
"O=C(NC=1C=C(F)C=C(C1)N2CCOCC2)N[C@@]34CCC[C@H]4CNC3 |&1:17,21,r|",Z2997649822,348.416,348.416,2.249,-3.491,3,4,65.63,3,https://real.enamine.net/public-enum-files/Z2997649822
COC=1C=CC=C2C(NC(=O)[C@H]3CCC(=O)N3C)=C(C)C=NC12,Z2998225876,313.352,313.352,1.488,-3.084,1,4,71.53,4,https://real.enamine.net/public-enum-files/Z2998225876
CC1(C)C=CC=2C=CC=C(NCC(O)CC3(O)CCCC3)C2O1,Z2998845460,317.423,317.423,3.427,-3.721,3,4,61.72,5,https://real.enamine.net/public-enum-files/Z2998845460
CC=1C=C(N=C(N1)NC(=O)C=2N=C3C=CC=CC3=CC2C4CC4)C5CC5,Z2999075573,344.411,344.411,2.871,-5.329,1,4,67.77,4,https://real.enamine.net/public-enum-files/Z2999075573
CC=1N=CC=C(N1)C(=O)N(C2=NC=3C=CC=CC3O2)C4CC4,Z2999360705,294.309,294.309,0.676,-3.481,0,4,72.12,4,https://real.enamine.net/public-enum-files/Z2999360705
CC1=CC(C)=NC(C)=C1C(=O)N(CC=2C=NN(C)C2)CC(C)C,Z2999455919,314.426,314.426,2.763,-2.432,0,3,51.02,6,https://real.enamine.net/public-enum-files/Z2999455919
CN1N=C(C=C1C(=O)N2C=3C=CC=CC3CC2(C)C)C4=CC=CN=C4,Z2999971258,332.4,332.4,2.692,-3.884,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z2999971258
CC(C)N1C(=O)CC[C@H]1C(=O)NC=2N=CC=NC2C3CC3,Z3001985838,288.346,288.346,0.384,-1.566,1,4,75.19,4,https://real.enamine.net/public-enum-files/Z3001985838
COC=1C=CC=2CCC(C(=O)NC=3N=CC=NC3C(C)C)C2C1,Z3001989292,311.379,311.379,2.223,-3.206,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z3001989292
CC=1C=CC=2C=CC=C(C2N1)S(=O)(=O)N3CCC=C(C3)C=4C=NN(C)C4,Z3009187874,368.455,368.455,2.597,-3.098,0,4,68.09,2,https://real.enamine.net/public-enum-files/Z3009187874
CC=1C=C(C=CC1S(=O)(=O)N(C)C)NC(=O)C2CCCCO2,Z3016311397,326.413,326.413,1.99,-2.725,1,4,75.71,5,https://real.enamine.net/public-enum-files/Z3016311397
"CC(NC(=O)[C@@H]1C[C@]1(C)C=2C=CC=CC2)C3=NN=C(N3)C(F)(F)F |&1:5,7,r|",Z3016311784,338.328,338.328,1.891,-3.926,2,3,70.67,5,https://real.enamine.net/public-enum-files/Z3016311784
CCOC(=O)C1=CN(CC)N=C1NC(=O)CC2=CC=CO2,Z3016313898,291.303,291.303,1.679,-2.157,1,3,86.36,8,https://real.enamine.net/public-enum-files/Z3016313898
CCC(CC)CN(CC)C(=O)C1=CN(N=N1)C(F)(F)CO,Z3016324232,304.337,304.337,2.039,-3.093,1,4,71.25,9,https://real.enamine.net/public-enum-files/Z3016324232
COC(=O)[C@@H](CC1=CNC=N1)NS(=O)(=O)C2=CC=C(C)C(C)=C2,Z3016328431,337.396,337.396,1.178,-3.38,2,4,101.15,7,https://real.enamine.net/public-enum-files/Z3016328431
CC=1ON=C(N)C1S(=O)(=O)N2CCCCC2CCN3C=CN=N3,Z3016329559,340.403,340.403,1.026,-1.147,1,6,120.14,5,https://real.enamine.net/public-enum-files/Z3016329559
CC=1C=CC(=CC1S(=O)(=O)N2CC(C2)N3CCOCC3)[N+]([O-])=O,Z3016329600,341.385,341.385,1.695,-2.818,0,6,92.99,4,https://real.enamine.net/public-enum-files/Z3016329600
NC(=O)C1(O)CCN(C1)C(=O)NC(C=2C=CC=CC2)C(F)(F)F,Z3016335710,331.291,331.291,0.619,-3.611,3,3,95.66,4,https://real.enamine.net/public-enum-files/Z3016335710
CCOC=1C=CC=C(C1)NC(=O)N2CCN(C3CC3)C(C2)C(N)=O,Z3016335729,332.398,332.398,1.495,-2.632,2,4,87.9,7,https://real.enamine.net/public-enum-files/Z3016335729
COC(=O)C1=NNC(NS(=O)(=O)C=2C=NN(C2)C(C)C)=C1Cl,Z3016338872,347.779,347.779,0.684,-2.407,2,5,118.97,6,https://real.enamine.net/public-enum-files/Z3016338872
CN1C=C(C=N1)CCCNS(=O)(=O)C2=CC(C(=O)O)=C(Cl)O2,Z3016340647,347.776,347.776,0.898,-2.597,2,5,114.43,7,https://real.enamine.net/public-enum-files/Z3016340647
CC1=CC=CC(C)=C1N2C=C(CNC(=O)C(F)(F)F)N=N2,Z3016340880,298.264,298.264,2.604,-3.322,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z3016340880
O=C(O)CCC1CC=2C=CC=CC2N(C1)S(=O)(=O)C3=CNC=N3,Z3016341054,335.38,335.38,1.205,-3.101,2,5,103.36,5,https://real.enamine.net/public-enum-files/Z3016341054
CN(CC=1C(F)=CC=CC1Cl)C(=O)C2NCC=3N=CN=CC32,Z3019116159,320.75,320.75,0.686,-3.162,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z3019116159
O=C(NCC=1C=CC=C(C1)N2CCCC2=O)C3NCC=4N=CN=CC43,Z3019799545,337.377,337.377,-0.409,-2.579,2,5,87.22,5,https://real.enamine.net/public-enum-files/Z3019799545
CN1C=CN=C1C2(CNC(=O)C3=CC=C(CN4C=C(Cl)C=N4)S3)NC(=O)NC2=O,Z3024750460,433.874,433.874,0.007,-2.589,3,5,122.94,6,https://real.enamine.net/public-enum-files/Z3024750460
CN1C=CN=C1C2(CNC(=O)C3=CC=C(C=4C=CC=CC4)N3C)NC(=O)NC2=O,Z3024750554,392.412,392.412,1.08,-2.757,3,4,110.05,5,https://real.enamine.net/public-enum-files/Z3024750554
CCOC(=O)C=1NN=C(NC(=O)C=2C=CC(F)=C(C2)NC(C)=O)C1C,Z3026724764,348.33,348.33,0.889,-4.006,3,4,113.18,8,https://real.enamine.net/public-enum-files/Z3026724764
CCC=1C=CC=CC1N2C=C(N=N2)C(=O)NC(C)C3=NN(C)C=C3O,Z3026724945,340.381,340.381,2.111,-2.366,2,5,97.86,6,https://real.enamine.net/public-enum-files/Z3026724945
COC=1C=CC=C(C1)C(C)C(=O)N2CCC=3N=CC=C(O)C3C2,Z3026725012,312.364,312.364,1.927,-2.552,1,4,62.66,4,https://real.enamine.net/public-enum-files/Z3026725012
CC(NC(=O)COCC1=NC=2C=CC=CC2S1)C=3C=NC=CN3,Z3026725153,328.391,328.391,0.488,-1.827,1,5,77,6,https://real.enamine.net/public-enum-files/Z3026725153
CCCN(CC(=O)NC)S(=O)(=O)C1=CN=C2C=CC=CN12,Z3027211359,310.374,310.374,0.985,-2.227,1,4,83.78,7,https://real.enamine.net/public-enum-files/Z3027211359
COCCOC=1C=CC=C(C1)C(=O)N(C)C=2C=CC(=CC2)C(=O)OC,Z3027248123,343.375,343.375,2.455,-3.924,0,4,65.07,9,https://real.enamine.net/public-enum-files/Z3027248123
O=C(C1CS(=O)(=O)C1)N2CC3(CCNCC3)[C@H]4COC[C@H]42,Z3040252625,314.402,314.402,-0.835,-0.53,1,5,75.71,2,https://real.enamine.net/public-enum-files/Z3040252625
CC1(C)CN(C(=O)CN2CCCC2=O)C=3C=NC=CC3NC1=O,Z3040278454,316.356,316.356,0.743,-1.86,1,4,82.61,3,https://real.enamine.net/public-enum-files/Z3040278454
CN1C=NC2=C1CCN(C(=O)CC3=CC=4C=CC=CC4N3C)C52CCOCC5,Z3040912144,378.468,378.468,0.572,-3.073,0,3,52.29,2,https://real.enamine.net/public-enum-files/Z3040912144
CCC1=C(C=NN1C=2C=CC=CC2)NC(=O)N3CCN(CC)C4(CCOC4)C3,Z3043007209,383.488,383.488,2.423,-3.027,1,4,62.63,4,https://real.enamine.net/public-enum-files/Z3043007209
CN1CCN(CC21CCOC2)C(=O)C=3C=CC=C4NC(=NC34)C5=CC=CS5,Z3043528159,382.481,382.481,2.824,-4.163,1,4,61.46,2,https://real.enamine.net/public-enum-files/Z3043528159
"O=C(NC[C@@]12C[C@]2(CNC1)C(F)(F)F)N3CC=4C=CC=CC4C3 |&1:4,6,r|",Z3047228218,325.33,325.33,1.612,-2.579,2,2,44.37,5,https://real.enamine.net/public-enum-files/Z3047228218
CC(C)(CC=1C=CC(O)=CC1)C(=O)N2CCC(C2)NS(C)(=O)=O,Z3049002267,340.44,340.44,0.772,-2.461,2,4,86.71,6,https://real.enamine.net/public-enum-files/Z3049002267
NC(=O)NC(CO)C(=O)N1CCC(CC1)C=2C=CC=C(F)C2,Z3052017204,309.337,309.337,0.354,-2.509,3,3,95.66,6,https://real.enamine.net/public-enum-files/Z3052017204
CS(=O)(=O)C1(CC1)C(=O)NCC=2C(F)=CC=CC2N3C=CC=N3,Z3052452858,337.371,337.371,0.488,-2.535,1,4,81.06,6,https://real.enamine.net/public-enum-files/Z3052452858
CC(=O)N(C)C=1C=CC(=CN1)NC(=O)C(C)OC=2C=CC=NC2,Z3052666393,314.34,314.34,0.286,-2.349,1,5,84.42,7,https://real.enamine.net/public-enum-files/Z3052666393
CN(C)C=1C=CC(=CC1)C(=O)N2CCOCC2C3=NN=NN3,Z3053627286,302.333,302.333,0.635,-2.582,1,6,87.24,4,https://real.enamine.net/public-enum-files/Z3053627286
CC(C)(NC(=O)C1CCC2=CN=CN2C1)C(O)C(F)(F)F,Z3053696987,305.297,305.297,0.607,-2.278,2,3,67.15,5,https://real.enamine.net/public-enum-files/Z3053696987
CC1=COC(=C1)C(=O)N2CC3(CCOCC3)CCC2CO,Z3053972355,293.359,293.359,0.625,-2.004,1,3,62.91,3,https://real.enamine.net/public-enum-files/Z3053972355
CN1CCCC1C=2C=C(NN2)C(=O)NC=3C=CC=C(C3)C(O)CC(F)(F)F,Z3056631153,382.381,382.381,1.709,-3.448,3,4,81.25,6,https://real.enamine.net/public-enum-files/Z3056631153
COC(=O)C=1SC(=NC1C)NCC=2C=CC(=CC2)NC(C)=O,Z3061108091,319.381,319.381,2.121,-3.485,2,4,80.32,7,https://real.enamine.net/public-enum-files/Z3061108091
COCC(=O)N[C@@H]1CN(C[C@H]1C2=CC=NN2C)C=3N=CN=C4C(F)=CC=CC34,Z3062071443,384.408,384.408,0.481,-3.462,1,6,85.17,5,https://real.enamine.net/public-enum-files/Z3062071443
CCC1=NOC(C)=C1CNC(=O)[C@H]2CC(=O)N(CCOC)[C@@H]2C3=NC=CN3C,Z3062925405,389.45,389.45,0.264,-0.365,1,5,102.49,8,https://real.enamine.net/public-enum-files/Z3062925405
COCC(=O)N[C@@H]1CN(C[C@H]1C2=CC=NN2C)C(=O)C3=CC(F)=CC=C3C,Z3063105770,374.41,374.41,0.451,-3.26,1,4,76.46,5,https://real.enamine.net/public-enum-files/Z3063105770
CCC1=NC(=NN1)[C@@H]2C[C@@H](O)CN2C(=O)C3=CC=4C=CC=CC4S3,Z3063544653,342.417,342.417,1.981,-4.766,2,4,82.11,4,https://real.enamine.net/public-enum-files/Z3063544653
CC=1NC=NC1CC(=O)N2CCCC2C3=NC(=CN3)C=4C=CC=CC4,Z3063544916,335.404,335.404,1.223,-3.707,2,3,77.67,5,
CC1CN(CCN1C=2C=NC=CN2)C(=O)C3CCC4=CN=CN4C3,Z3063544985,326.397,326.397,0.571,-1.332,0,5,67.15,3,https://real.enamine.net/public-enum-files/Z3063544985
CCOC=1C=CC=2OCCC(NC(=O)C=3NN=CC3Cl)C2C1,Z3063545403,321.759,321.759,2.601,-3.84,2,4,76.24,5,https://real.enamine.net/public-enum-files/Z3063545403
CCN1N=CC(=N1)S(=O)(=O)NC2CCCN(C2)S(C)(=O)=O,Z3063553736,337.422,337.422,0.328,-0.782,1,6,114.26,5,https://real.enamine.net/public-enum-files/Z3063553736
CN(C(=O)CC1=CNC2=CC=C(F)C=C12)C(CC(N)=O)C(F)(F)F,Z3063571215,345.293,345.293,1.677,-3.778,2,2,79.19,7,https://real.enamine.net/public-enum-files/Z3063571215
COC(=O)C=1C=CC2=C(C1)CCCCN2CC3=CN=C4COCCN34,Z3068704642,341.405,341.405,2.673,-2.597,0,4,56.59,4,https://real.enamine.net/public-enum-files/Z3068704642
CC=1C=C(C=CC1CNC=2N=CN=C3CCN(C)CC23)N4C=CC=N4,Z3068704705,334.419,334.419,2.349,-2.714,1,5,58.87,4,https://real.enamine.net/public-enum-files/Z3068704705
CC=1C=CC(O)=CC1C(=O)N2CCCC3C=4N=CNC4CCC32,Z3071537774,311.379,311.379,1.484,-3.636,2,3,69.22,1,https://real.enamine.net/public-enum-files/Z3071537774
CO[C@H]1C[C@@H](C(=O)NCC2=NC=3C(F)=C(F)C=CC3N2)N(C)C1,Z3071540526,324.327,324.327,1.094,-2.415,2,4,70.25,5,https://real.enamine.net/public-enum-files/Z3071540526
O=C(CC(O)C1CC1)NCCC=2C=CC(=CC2)C(F)(F)F,Z3071553244,301.305,301.305,2.328,-3.029,2,2,49.33,8,https://real.enamine.net/public-enum-files/Z3071553244
CC1(CC1)C=2C=C(NS(=O)(=O)C=3C=CC(F)=CC3F)ON2,Z3071600257,314.309,314.309,2.74,-3.342,1,3,72.2,4,https://real.enamine.net/public-enum-files/Z3071600257
CC1=C(SC2=CN=CN12)C(=O)NC=3C=CC=C(C3)C4=CC=NN4,Z3074074715,323.374,323.374,2.536,-4.834,2,3,75.08,3,https://real.enamine.net/public-enum-files/Z3074074715
O=S(=O)(C=1C=CC=C(N1)NCC2=CC=CO2)N3CCCC4CC43,Z3075076339,333.407,333.407,2.447,-3.283,1,4,75.44,5,https://real.enamine.net/public-enum-files/Z3075076339
CC1CC=2C=CC=CC2N1C(=O)C3CC=4C=CC=NC4C3,Z3075296143,278.349,278.349,2.366,-3.124,0,2,33.2,2,https://real.enamine.net/public-enum-files/Z3075296143
O=S1(=O)CC=2C=CC(=CC2C1)NC=3N=CN=C4C=CC(=CC34)N5CCOCC5,Z3077526346,396.465,396.465,1.698,-4.52,1,7,84.42,3,https://real.enamine.net/public-enum-files/Z3077526346
COC1(CCN(CC1)C2=NC(C)=CN=C2C)C3=NC=CN3C,Z3077816601,301.388,301.388,0.717,-0.428,0,5,56.07,3,https://real.enamine.net/public-enum-files/Z3077816601
COCC=1C=C(N=C(N1)C(C)(C)C)N2CC3(C2)CC(O)CNC3=O,Z3077895445,334.414,334.414,0.135,-1.37,2,6,87.58,4,https://real.enamine.net/public-enum-files/Z3077895445
CC=1C=C2N=C(C=3C=CC=CC3N2N1)N4CC5(C4)CC(O)CNC5=O,Z3077895789,337.377,337.377,0.731,-3.445,2,5,82.76,1,https://real.enamine.net/public-enum-files/Z3077895789
CN1C=NN=C1CC2CCN(CC2)C=3C=C(N=CN3)N4C=CN=C4,Z3077929725,324.385,324.385,-0.231,-2.003,0,6,77.55,4,https://real.enamine.net/public-enum-files/Z3077929725
CN1C[C@H](CC1=O)NC=2N=CN=C3C(=NSC23)C=4C=CC=CC4,Z3079200782,325.39,325.39,3.309,-4.23,1,5,71.01,3,https://real.enamine.net/public-enum-files/Z3079200782
CC(C)(C)C1=CN2N=C(OC=3C=CC(=CC3F)C(N)=O)SC2=N1,Z3079773228,334.37,334.37,2.783,-5.048,1,3,82.51,4,https://real.enamine.net/public-enum-files/Z3079773228
"CC1=NC(=NN1)C=2C=CC=C(C2)CNC(=O)[C@@H]3C[C@H]3C=4C=CN=CC4 |&1:16,18,r|",Z3083141262,333.388,333.388,1.539,-3.266,2,4,83.56,5,https://real.enamine.net/public-enum-files/Z3083141262
C=CCC1(CCOCC1)NC(=O)C=2N=NNC2C=3C=CC=CC3,Z3086247804,312.367,312.367,1.501,-4.021,2,4,79.9,6,https://real.enamine.net/public-enum-files/Z3086247804
CC=1C=C(C(F)F)N2N=CC(C(=O)N3CC=4C=CC=CC4[C@@H]3C)=C2N1,Z3086347253,342.343,342.343,2.469,-4.161,0,3,50.5,3,https://real.enamine.net/public-enum-files/Z3086347253
CN1C=C(Cl)C(=N1)NC(=O)C2=CC(=NN2C)C3CCOCC3,Z3086659834,323.778,323.778,-0.683,-1.798,1,4,73.97,4,https://real.enamine.net/public-enum-files/Z3086659834
CN=S(=O)(C=1C=CC(=CC1)NC(=O)CCC=2C=NN(C)C2)N(C)C,Z3091862627,349.453,349.453,0.281,-2.237,1,4,79.59,7,https://real.enamine.net/public-enum-files/Z3091862627
CC(=O)N1CCCC(C1)C(=O)NC=2C=CC=C3C2C=CN3CC(=O)O,Z3091879176,343.378,343.378,1.04,-2.694,2,4,91.64,6,https://real.enamine.net/public-enum-files/Z3091879176
COC=1C=C(C=CC1S(C)(=O)=O)C(C)NC(=O)C2=CC=CO2,Z3091951044,323.366,323.366,0.598,-2.907,1,4,85.61,6,https://real.enamine.net/public-enum-files/Z3091951044
O=C(C=1C=CC(=NC1)N2C=CC=N2)N3CCOC(CC3)C=4C=CC=CC4,Z3092530071,348.399,348.399,1.436,-3.818,0,4,60.25,3,https://real.enamine.net/public-enum-files/Z3092530071
CC1=CC=CN2C(=CN=C12)CC(=O)N3CCC(=O)N4CCCCCC34,Z3093048406,340.42,340.42,2.825,-3.172,0,3,57.92,2,https://real.enamine.net/public-enum-files/Z3093048406
O=C(NC1=CN(N=N1)C=2C=CC=CC2)C=3N=COC3C4CCCO4,Z3093476188,325.323,325.323,0.715,-3.138,1,5,95.07,5,https://real.enamine.net/public-enum-files/Z3093476188
NC=1C=CN2N=CC(C(=O)NC3CC(=O)N(C3)C4CC4)=C2C1,Z3101681462,299.329,299.329,0.204,-2.152,2,4,92.73,4,https://real.enamine.net/public-enum-files/Z3101681462
O=C(NCC=1C=CC(=CC1)C2CCCCC2)NCC=3C=NC=CN3,Z3104566102,324.421,324.421,3.054,-4.009,2,3,66.91,7,https://real.enamine.net/public-enum-files/Z3104566102
O=C(NCCC1=CC=NN1C=2C=CC=CC2)NC3CC43CCOCC4,Z3104818313,340.42,340.42,1.549,-2.357,2,3,68.18,7,https://real.enamine.net/public-enum-files/Z3104818313
"C[C@H](NC(=O)NC[C@@H]1C[C@H]1C=2C=CC=CC2)C=3C=NC=C(F)C3 |&1:7,9,r|",Z3104950542,313.37,313.37,2.64,-3.258,2,2,54.02,5,https://real.enamine.net/public-enum-files/Z3104950542
