smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
COc1ccc(CCNc2ncc(C(=O)O)s2)cc1OC,0.0031,0.0025,0.0019,0.0006,0.262,0.0196,0.0127,0.0172,0.0702,0.0057,0.0038,0.005,0.5502,0.0807,0.0355,0.0494,0.016,0.0003,0.0005,0.0031,0.0809,0.0035,0.0035,0.0113,0.0996,0.0059,0.0061,0.0158,0.0755,0.014,0.0082,0.0076,0.0001,0.0814,0.013,0.0001,0.0276,0.1361,0.0298,0.0029,0.0196,0.2047,0.1141,0.3227,0.2386,0.1286,0.0237,0.0095,0.0122,0.1218,0.8228,0.732143,1517
CCOc1ccccc1Oc1ccc([N+](=O)[O-])cc1C#N,0.0029,0.0025,0.0018,0.0005,0.4335,0.0821,0.0376,0.0163,0.0603,0.0045,0.0031,0.0044,0.5169,0.0645,0.0286,0.0402,0.2145,0.0117,0.0093,0.013,0.1111,0.0057,0.0053,0.013,0.2293,0.021,0.0159,0.0223,0.0734,0.0135,0.0079,0.0074,0.0008,0.0001,0.0,0.0,0.1322,0.2547,0.3403,0.4447,0.6879,0.4005,0.7588,0.5229,0.1685,0.1825,0.0228,0.0122,0.013,0.4123,0.7957,0.714286,1516
COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0.0045,0.0039,0.0028,0.0009,0.2964,0.0334,0.0189,0.0135,0.0522,0.0037,0.0026,0.004,0.4107,0.0349,0.0177,0.0299,0.0819,0.0027,0.0028,0.0071,0.0804,0.0035,0.0034,0.0108,0.217,0.0194,0.0148,0.0209,0.0465,0.0079,0.0051,0.0059,0.0,0.3733,0.0002,0.0,0.3114,0.3972,0.5813,0.8802,0.772,0.7391,0.8613,0.6778,0.3736,0.1322,0.0536,0.0076,0.0103,0.6215,0.7743,0.692308,1507
Clc1cc2c(c3ncccc13)OCN(CC1CCCO1)C2,0.0038,0.0033,0.0024,0.0007,0.487,0.1445,0.0618,0.0176,0.0384,0.0024,0.0018,0.0035,0.5258,0.0557,0.0253,0.0427,0.1657,0.0075,0.0065,0.011,0.1711,0.0116,0.0097,0.0171,0.2523,0.0247,0.0183,0.0246,0.1072,0.0215,0.0115,0.0089,0.0,0.0,0.0,0.0,0.327,0.2942,0.1275,0.3867,0.7756,0.2092,0.2749,0.4231,0.1452,0.1946,0.0301,0.0153,0.014,0.3293,0.7361,0.8125,1506
COc1ccc(C(C)Nc2cc(Cl)nc(N)n2)cc1OC,0.0057,0.005,0.0036,0.0011,0.5207,0.2352,0.0949,0.0158,0.1119,0.0111,0.0065,0.0061,0.5348,0.3383,0.1329,0.0371,0.0772,0.0025,0.0027,0.0072,0.3021,0.0346,0.0249,0.0244,0.3272,0.0386,0.0256,0.0273,0.1519,0.0338,0.0167,0.011,0.0001,0.0396,0.0095,0.0002,0.0224,0.1463,0.0985,0.0002,0.0101,0.0745,0.135,0.4239,0.17,0.2257,0.0821,0.0353,0.0145,0.1201,0.7671,0.762712,1505
O=[N+]([O-])c1ccc(NS(=O)(=O)c2cccc(F)c2)cc1F,0.0092,0.0086,0.0062,0.002,0.2632,0.0198,0.0126,0.016,0.0664,0.0052,0.0035,0.0046,0.5456,0.0716,0.0319,0.0486,0.0524,0.0015,0.0018,0.0059,0.1316,0.0077,0.0068,0.0148,0.1624,0.0119,0.0102,0.0184,0.0842,0.0161,0.0091,0.008,0.0034,0.0934,0.0176,0.0005,0.2689,0.5037,0.578,0.9743,0.8784,0.5765,0.8377,0.6156,0.3027,0.1465,0.0262,0.0111,0.0132,0.6151,0.6749,0.75,1504
N#Cc1cc(N2CCC(O)(C(F)(F)F)C2)ccc1[N+](=O)[O-],0.0068,0.0059,0.0043,0.0014,0.3616,0.4143,0.197,0.0083,0.0778,0.0066,0.0043,0.0051,0.5187,0.2427,0.0946,0.0352,0.2299,0.013,0.0101,0.0132,0.172,0.0125,0.0104,0.0171,0.3436,0.0499,0.0314,0.0284,0.0804,0.0152,0.0087,0.0078,0.0006,0.0039,0.001,0.0001,0.0817,0.3898,0.4289,0.6069,0.2912,0.4433,0.488,0.5304,0.17,0.199,0.0849,0.0402,0.013,0.3811,0.7484,0.763636,1503
Nc1nc(N)nc(SC2CCc3ccccc3NC2=O)n1,0.0024,0.0019,0.0014,0.0004,0.4853,0.1263,0.0534,0.0167,0.0417,0.0027,0.002,0.0036,0.5105,0.0683,0.0298,0.0376,0.0209,0.0005,0.0007,0.0035,0.0874,0.0038,0.0037,0.0114,0.1034,0.0057,0.0057,0.0138,0.052,0.0089,0.0056,0.0062,0.0,0.0184,0.0016,0.0,0.0172,0.0836,0.0065,0.0006,0.0075,0.0343,0.086,0.1295,0.0902,0.1449,0.0263,0.0115,0.0104,0.0506,0.7792,0.8125,1502
CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,0.0049,0.0042,0.003,0.001,0.4509,0.0742,0.0336,0.0172,0.1141,0.0118,0.0069,0.0063,0.5485,0.105,0.043,0.042,0.1233,0.0048,0.0045,0.0091,0.3996,0.0759,0.0492,0.03,0.2336,0.021,0.0157,0.0216,0.0694,0.0125,0.0074,0.0071,0.0,0.0,0.0,0.0,0.0137,0.1736,0.0046,0.0,0.0006,0.3087,0.0748,0.3192,0.1288,0.216,0.0344,0.0182,0.0149,0.1138,0.7142,0.828571,1500
O=Cc1sc(=NS(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,0.0043,0.0036,0.0027,0.0008,0.4961,0.0809,0.0357,0.021,0.1231,0.0134,0.0077,0.0065,0.577,0.076,0.0334,0.0544,0.3537,0.0306,0.0205,0.0187,0.3119,0.0411,0.0289,0.0247,0.2957,0.0343,0.0232,0.0254,0.1382,0.0304,0.0154,0.0106,0.0,0.0001,0.0003,0.0,0.1225,0.4005,0.5382,0.7799,0.9871,0.6078,0.7215,0.5944,0.4508,0.2556,0.0345,0.0186,0.018,0.5781,0.6333,0.805556,1498
O=C(CCl)NNC(=O)c1cc(NC(=O)CCl)cc([N+](=O)[O-])c1,0.0075,0.0068,0.0049,0.0016,0.0994,0.0044,0.0041,0.0091,0.1876,0.0285,0.0145,0.0086,0.363,0.6284,0.3176,0.0224,0.5663,0.1311,0.068,0.0279,0.4479,0.1251,0.0772,0.0339,0.5295,0.199,0.0992,0.0408,0.1534,0.0354,0.0175,0.0112,0.0,0.0003,0.0014,0.0,0.1856,0.1296,0.5566,0.2929,0.6051,0.4972,0.499,0.4709,0.1782,0.2616,0.1288,0.0672,0.0173,0.3794,0.6241,0.696429,1497
Clc1ccc(CNCCCn2ccc3ccccc32)cc1Cl,0.0152,0.0149,0.0107,0.0036,0.5635,0.0785,0.0324,0.0239,0.0638,0.0048,0.0032,0.0044,0.6173,0.091,0.0367,0.0533,0.4108,0.0401,0.0249,0.0193,0.2223,0.0178,0.0139,0.0192,0.2856,0.0282,0.0198,0.0244,0.1047,0.0206,0.011,0.0086,0.998,0.0008,0.0018,0.0001,0.7189,0.686,0.9642,0.9987,0.921,0.9099,0.8,0.7723,0.5554,0.3646,0.033,0.0171,0.0174,0.814,0.7678,0.811321,1495
COc1ccc(Cl)cc1CC(=O)Nc1nc(CC(=O)O)cs1,0.003,0.0026,0.0019,0.0006,0.2453,0.015,0.0103,0.018,0.0526,0.0038,0.0026,0.0042,0.4235,0.028,0.0153,0.0372,0.0153,0.0003,0.0005,0.0029,0.0848,0.0037,0.0036,0.0113,0.1306,0.0084,0.0078,0.0167,0.1006,0.0199,0.0109,0.0088,0.0002,0.1712,0.1616,0.005,0.0561,0.1383,0.0538,0.0002,0.0381,0.1448,0.0788,0.3563,0.1644,0.1173,0.0281,0.0238,0.0116,0.1145,0.7409,0.775862,1494
O=C(Nc1ccc(C(=O)O)c(Cl)c1)c1ccc2c(c1)OCO2,0.0028,0.0023,0.0017,0.0005,0.3388,0.0391,0.0234,0.025,0.0951,0.0091,0.0056,0.006,0.5901,0.13,0.0543,0.0578,0.0977,0.0036,0.0036,0.0084,0.1846,0.0143,0.0119,0.0195,0.1785,0.0144,0.0122,0.0212,0.1117,0.0231,0.0123,0.0094,0.007,0.1091,0.0515,0.0061,0.0816,0.3144,0.4133,0.8638,0.1591,0.7338,0.7574,0.5815,0.4618,0.1785,0.0383,0.0196,0.0171,0.4852,0.7502,0.807018,1492
CC1CCCN(S(=O)(=O)Nc2cc(F)c(C(=O)O)c(F)c2)C1,0.0051,0.0044,0.0032,0.001,0.0721,0.0027,0.0029,0.0092,0.0453,0.0031,0.0022,0.0039,0.3897,0.0253,0.0138,0.0303,0.0169,0.0004,0.0006,0.0032,0.0598,0.0022,0.0023,0.0095,0.0157,0.0005,0.0009,0.0054,0.0764,0.0143,0.0083,0.0077,0.0,0.3705,0.0029,0.0,0.0307,0.2194,0.2164,0.0045,0.0017,0.1904,0.2294,0.2101,0.201,0.0757,0.047,0.0041,0.0078,0.1448,0.6509,0.756098,1489
O=C(Nc1ccc(C(=O)O)c(F)c1)c1cc2ccccc2o1,0.0024,0.0019,0.0014,0.0004,0.3812,0.0533,0.029,0.0232,0.0857,0.0078,0.0049,0.0057,0.5769,0.1468,0.0591,0.0492,0.1121,0.0044,0.0043,0.0094,0.1195,0.0066,0.0061,0.0148,0.1688,0.0131,0.0114,0.0207,0.0893,0.0174,0.0098,0.0083,0.0001,0.0935,0.0976,0.0039,0.0638,0.3467,0.3825,0.0031,0.0129,0.6375,0.7115,0.6146,0.3859,0.1707,0.0383,0.0248,0.0151,0.3509,0.7062,0.789474,1488
CCOC(=O)C(Oc1cccnc1[N+](=O)[O-])c1ccccc1,0.0025,0.0021,0.0015,0.0005,0.4314,0.0732,0.0335,0.0159,0.0557,0.004,0.0027,0.0041,0.5092,0.057,0.0257,0.0392,0.2785,0.0183,0.0133,0.0148,0.1263,0.007,0.0063,0.0141,0.1263,0.0077,0.0071,0.0154,0.1111,0.0226,0.0119,0.0091,0.0,0.0,0.0,0.0,0.0289,0.1026,0.0241,0.0135,0.2275,0.0735,0.4262,0.1856,0.1227,0.1823,0.0213,0.0114,0.0125,0.1338,0.7207,0.676923,1487
Oc1ccc(CN2CCc3ccccc3C2)c2cccnc12,0.0016,0.0013,0.0009,0.0003,0.5266,0.1088,0.0443,0.0184,0.041,0.0026,0.0019,0.0035,0.5728,0.0762,0.0318,0.0453,0.2211,0.0117,0.0092,0.0125,0.1347,0.0074,0.0066,0.0145,0.1791,0.0127,0.0105,0.0184,0.0703,0.0127,0.0075,0.0071,0.0002,0.0001,0.0,0.0,0.3805,0.277,0.6141,0.8622,0.9916,0.6383,0.5694,0.4326,0.286,0.1942,0.0259,0.0125,0.0133,0.5613,0.7673,0.815385,1486
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.2013,0.2495,0.1956,0.0928,0.4727,0.3665,0.1556,0.0117,0.0324,0.0019,0.0014,0.0031,0.4929,0.4239,0.1719,0.0307,0.5477,0.0913,0.0485,0.0244,0.3417,0.0431,0.03,0.0264,0.4557,0.0786,0.0447,0.0337,0.0962,0.0183,0.01,0.0082,0.9793,0.9901,0.8319,0.0013,0.9738,0.7911,0.9844,0.9992,0.9989,0.9016,0.9407,0.8814,0.5951,0.4022,0.2515,0.1655,0.0258,0.8963,0.8304,0.0,1484
Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,0.0038,0.0032,0.0023,0.0007,0.2929,0.0192,0.012,0.0183,0.2202,0.036,0.0183,0.0103,0.5042,0.0426,0.0215,0.0494,0.124,0.005,0.0047,0.0098,0.3716,0.0606,0.0415,0.0308,0.317,0.0391,0.0264,0.0286,0.139,0.0303,0.0153,0.0104,0.0,0.0,0.0,0.0,0.1858,0.1698,0.1012,0.0322,0.0094,0.2299,0.0771,0.203,0.1699,0.2192,0.0262,0.0158,0.0176,0.1309,0.7704,0.773585,1483
NCc1ccc(C(=O)N2CCCC2c2ccc(Cl)c(Cl)c2)cc1,0.0047,0.004,0.0029,0.0009,0.2476,0.0118,0.0079,0.015,0.0494,0.0033,0.0023,0.0039,0.4691,0.0303,0.0156,0.0397,0.0362,0.0009,0.0011,0.0045,0.1584,0.0097,0.0083,0.0159,0.1216,0.007,0.0066,0.0151,0.0773,0.0142,0.0082,0.0074,0.3506,0.7578,0.0059,0.0,0.6758,0.3864,0.919,0.9934,0.9697,0.7735,0.7209,0.7099,0.5173,0.1683,0.0932,0.0065,0.0114,0.7406,0.7539,0.764706,1481
CN(C)C1(CNc2nc(Cl)nc(N3CCOCC3)n2)CCCC1,0.0057,0.005,0.0036,0.0011,0.548,0.0868,0.0359,0.0221,0.0976,0.009,0.0055,0.0056,0.5835,0.1323,0.0526,0.0479,0.2586,0.0152,0.0114,0.0139,0.2851,0.0302,0.0221,0.0232,0.4041,0.065,0.0395,0.0336,0.1112,0.0221,0.0118,0.009,0.0,0.0001,0.0001,0.0001,0.0039,0.0948,0.0071,0.0208,0.025,0.048,0.0118,0.1917,0.0531,0.2549,0.0406,0.0203,0.0174,0.0507,0.7319,0.805195,1478
COc1cc(Cl)cc(C=O)c1OCc1ccccc1CC(=O)O,0.0043,0.0037,0.0027,0.0008,0.3469,0.0282,0.0169,0.0251,0.0943,0.0087,0.0054,0.0057,0.5989,0.0892,0.0389,0.0625,0.0958,0.0034,0.0034,0.0082,0.2592,0.0264,0.0201,0.0237,0.2756,0.0306,0.0223,0.0283,0.1812,0.0441,0.021,0.0124,0.0005,0.0226,0.0162,0.0037,0.0568,0.1983,0.035,0.0003,0.0049,0.114,0.1189,0.2956,0.142,0.2063,0.0285,0.0163,0.0189,0.1073,0.66,0.76,1477
Nc1c(C(=O)N2CCOC3CCCCC32)cc(F)cc1[N+](=O)[O-],0.0186,0.0186,0.0134,0.0045,0.4171,0.0772,0.0359,0.0155,0.0651,0.0051,0.0034,0.0046,0.5173,0.0661,0.0294,0.0408,0.0677,0.0022,0.0024,0.0069,0.0876,0.0039,0.0038,0.0115,0.1747,0.0131,0.0109,0.0188,0.0844,0.0161,0.0091,0.008,0.0001,0.0055,0.0005,0.0,0.2423,0.2899,0.7882,0.9536,0.2487,0.6448,0.522,0.3198,0.1999,0.1592,0.0231,0.0121,0.0123,0.4677,0.6063,0.793103,1476
COc1cc(CNC2CC(N)c3ccccc32)cc(OC)c1OC,0.0028,0.0023,0.0017,0.0005,0.3405,0.0204,0.0117,0.0181,0.0734,0.0058,0.0037,0.0048,0.5182,0.0423,0.0202,0.0441,0.0562,0.0016,0.0018,0.0058,0.1674,0.0105,0.0089,0.0164,0.1517,0.0096,0.0085,0.0172,0.0646,0.0114,0.0068,0.0068,0.0292,0.1064,0.0022,0.0,0.274,0.1641,0.1107,0.6258,0.5195,0.25,0.4477,0.3696,0.1816,0.156,0.0234,0.0073,0.0126,0.327,0.7189,0.690909,1473
N#Cc1cc(N2CCc3ccccc3C2CN)ccc1C(F)(F)F,0.0171,0.017,0.0123,0.0041,0.4908,0.0687,0.031,0.0218,0.0892,0.0078,0.0049,0.0056,0.5183,0.0467,0.0219,0.0429,0.0926,0.0032,0.0033,0.0081,0.2097,0.0165,0.0133,0.0201,0.0784,0.0039,0.0043,0.0124,0.0823,0.0153,0.0087,0.0077,0.7347,0.0674,0.0028,0.0001,0.2193,0.2894,0.8455,0.8672,0.9297,0.2319,0.8051,0.4788,0.2577,0.257,0.0274,0.0114,0.0136,0.5472,0.7105,0.824324,1472
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0046,0.0038,0.0028,0.0009,0.3263,0.0278,0.0161,0.0183,0.104,0.0102,0.0061,0.0058,0.5043,0.049,0.0233,0.043,0.3657,0.0336,0.0224,0.0198,0.1911,0.0148,0.0123,0.0197,0.2444,0.0243,0.018,0.0237,0.1581,0.0365,0.0179,0.0115,0.0,0.0029,0.0157,0.0323,0.0159,0.2655,0.064,0.0085,0.0005,0.0345,0.0437,0.3784,0.1943,0.211,0.0226,0.0149,0.0195,0.1117,0.8249,0.870968,1471
O=C(NCC1COc2ccccc2O1)c1cc(F)c(F)cc1[N+](=O)[O-],0.0116,0.0112,0.008,0.0026,0.4203,0.0915,0.0437,0.018,0.0819,0.0071,0.0045,0.0053,0.5606,0.069,0.0316,0.0561,0.0675,0.0021,0.0024,0.0068,0.1639,0.0112,0.0095,0.0169,0.1701,0.0128,0.0107,0.0186,0.0908,0.0176,0.0098,0.0082,0.5934,0.1876,0.0873,0.0092,0.1141,0.2259,0.1705,0.9966,0.9281,0.4431,0.4307,0.475,0.1615,0.24,0.0456,0.0231,0.0157,0.4384,0.6959,0.710526,1470
CC1(C)C2CCC1(C)C(NC(=O)c1csc(Nc3ccccn3)n1)C2,0.0036,0.0031,0.0022,0.0007,0.5848,0.1708,0.069,0.0254,0.0741,0.006,0.0039,0.0049,0.5511,0.0639,0.0285,0.0478,0.0251,0.0006,0.0008,0.0038,0.0901,0.0039,0.0038,0.0115,0.1718,0.0119,0.01,0.0182,0.0897,0.017,0.0095,0.0081,0.042,0.0159,0.009,0.0098,0.0679,0.0582,0.2538,0.1894,0.164,0.3929,0.0655,0.4139,0.1486,0.1814,0.0326,0.0152,0.0145,0.1949,0.6792,0.782609,1469
O=c1c(Cc2cc(Cl)c3cccnc3c2O)c(O)oc2ccccc12,0.0119,0.011,0.008,0.0027,0.3568,0.0281,0.0157,0.0197,0.2341,0.0422,0.0226,0.0137,0.5338,0.0465,0.0222,0.0486,0.0913,0.0035,0.0038,0.0099,0.1205,0.0064,0.0059,0.0145,0.1638,0.0118,0.0103,0.0193,0.2597,0.0784,0.036,0.0183,0.0,0.0,0.0,0.0,0.8586,0.7731,0.9735,0.9597,0.9978,0.9702,0.9533,0.9175,0.7684,0.1969,0.0253,0.0138,0.0163,0.908,0.6296,0.777778,1468
O=C(Nc1nc2c(F)c(F)c(F)cc2s1)c1ccc([N+](=O)[O-])cc1Cl,0.0121,0.0113,0.0082,0.0028,0.3719,0.0437,0.0231,0.0185,0.0956,0.009,0.0055,0.0057,0.5551,0.0829,0.0353,0.0457,0.2221,0.0125,0.0099,0.0135,0.1323,0.0077,0.0069,0.0147,0.1907,0.0154,0.0123,0.0197,0.0882,0.017,0.0095,0.0081,0.0017,0.0303,0.0236,0.0204,0.2565,0.5893,0.8029,0.9473,0.9159,0.7733,0.6925,0.7261,0.2548,0.1855,0.0255,0.0149,0.0166,0.6621,0.7839,0.736842,1467
O=C(OC1(C(F)(F)F)C(=O)Nc2c(Cl)cccc21)c1ccc(F)cc1,0.0029,0.0024,0.0017,0.0005,0.4308,0.0816,0.0375,0.0163,0.1272,0.014,0.008,0.0066,0.586,0.1268,0.0498,0.0459,0.421,0.0467,0.0288,0.0209,0.2559,0.0262,0.0197,0.022,0.1809,0.0137,0.0112,0.0186,0.1013,0.0201,0.0109,0.0086,0.0,0.0,0.0,0.0,0.0231,0.1843,0.0492,0.003,0.0014,0.0472,0.0371,0.1496,0.12,0.234,0.0368,0.0186,0.0155,0.0683,0.654,0.803279,1466
COc1cc(CNCCc2cccc3cccnc23)cc(OC)c1O,0.0006,0.0004,0.0003,0.0001,0.5262,0.0676,0.0291,0.0221,0.0701,0.0054,0.0036,0.0047,0.6074,0.0908,0.0371,0.0528,0.2394,0.0133,0.0102,0.0133,0.1442,0.0083,0.0072,0.0149,0.2327,0.02,0.0153,0.0225,0.0795,0.0147,0.0084,0.0075,0.0,0.0002,0.0,0.0,0.0216,0.1582,0.0069,0.0023,0.1924,0.1771,0.0319,0.0934,0.193,0.2111,0.0245,0.0124,0.0153,0.0974,0.6717,0.736842,1465
Cc1ccc(S(=O)(=O)CCC(=O)OCC(=O)Nc2cc([N+](=O)[O-])ccc2F)cc1,0.0055,0.0051,0.0036,0.0011,0.013,0.0004,0.0007,0.0043,0.0307,0.0018,0.0014,0.0031,0.1539,0.0035,0.0032,0.0159,0.0079,0.0001,0.0003,0.002,0.0607,0.0023,0.0024,0.0094,0.0307,0.0012,0.0016,0.0076,0.0478,0.0081,0.0053,0.006,0.0,0.196,0.0504,0.0,0.0219,0.0868,0.0231,0.0001,0.0385,0.3206,0.2349,0.2356,0.1749,0.0389,0.0243,0.0077,0.0055,0.1263,0.6657,0.705128,1462
Clc1ccc(Oc2nc3ccccc3o2)c2ncccc12,0.0022,0.0018,0.0013,0.0004,0.4729,0.1127,0.0484,0.0165,0.0413,0.0026,0.0019,0.0036,0.5489,0.0674,0.029,0.0428,0.4274,0.0475,0.0286,0.02,0.1152,0.006,0.0054,0.0132,0.1435,0.0091,0.0081,0.016,0.0868,0.0164,0.0092,0.0079,0.0,0.0015,0.0001,0.0,0.6081,0.5133,0.1194,0.9656,0.9977,0.6613,0.8451,0.694,0.2591,0.2043,0.0295,0.0147,0.0134,0.6293,0.6117,0.765957,1461
CC(CCc1ccccc1)NC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,0.0024,0.002,0.0014,0.0004,0.3965,0.0578,0.0279,0.0155,0.0611,0.0046,0.0031,0.0044,0.5329,0.1183,0.0475,0.0378,0.0352,0.0009,0.0011,0.0046,0.0904,0.0041,0.0039,0.0114,0.1405,0.0089,0.008,0.016,0.0704,0.0127,0.0075,0.0072,0.0,0.0,0.0,0.0,0.0001,0.0743,0.0001,0.0,0.0,0.0066,0.0037,0.0943,0.0298,0.1477,0.0232,0.0112,0.0108,0.0232,0.7833,0.692308,1458
CCCn1c(Sc2nc3ccccn3c2[N+](=O)[O-])nc2ccccc2c1=O,0.0061,0.0055,0.004,0.0012,0.4605,0.1263,0.0544,0.0155,0.0561,0.0041,0.0028,0.0042,0.5399,0.0783,0.0334,0.0419,0.2123,0.0114,0.0091,0.0129,0.105,0.0052,0.0049,0.0125,0.1441,0.0094,0.0083,0.0162,0.0598,0.0105,0.0064,0.0066,0.0,0.0,0.0,0.0,0.0367,0.1402,0.0461,0.0038,0.1457,0.1142,0.3319,0.2304,0.1085,0.176,0.0279,0.0137,0.0123,0.1286,0.7607,0.75641,1453
N#Cc1c(F)cccc1N1CCN(c2cc(Cl)nc(N)n2)CC1,0.003,0.0025,0.0018,0.0005,0.4573,0.1033,0.0461,0.0174,0.0414,0.0027,0.0019,0.0036,0.5401,0.1245,0.05,0.0395,0.0365,0.0009,0.0012,0.0047,0.0842,0.0037,0.0036,0.0111,0.1403,0.0091,0.0082,0.0165,0.0577,0.0101,0.0062,0.0065,0.0,0.006,0.002,0.0,0.0223,0.1325,0.0712,0.0,0.0001,0.0544,0.0388,0.2478,0.1584,0.1512,0.0292,0.0134,0.0111,0.0806,0.7349,0.817073,1452
CN1CCc2ncnc(Sc3nc4ccccc4n3C(F)F)c2C1,0.0039,0.0033,0.0024,0.0007,0.5075,0.1135,0.0467,0.0172,0.0433,0.0028,0.002,0.0037,0.5201,0.0497,0.0228,0.0411,0.1253,0.0048,0.0045,0.009,0.0979,0.0045,0.0043,0.012,0.1053,0.0058,0.0057,0.0138,0.0616,0.0109,0.0066,0.0067,0.0,0.0001,0.0001,0.0,0.0292,0.1217,0.0454,0.0486,0.0078,0.1069,0.1947,0.2394,0.1013,0.1628,0.0217,0.0106,0.0116,0.0995,0.6091,0.821429,1449
CCCCN(C)C(=O)NC1(C(F)(F)F)Oc2ccc(Cl)cc2O1,0.0068,0.0062,0.0045,0.0014,0.4519,0.0954,0.0421,0.0159,0.0645,0.005,0.0033,0.0046,0.556,0.0986,0.0402,0.042,0.1823,0.0088,0.0075,0.0119,0.1501,0.0093,0.008,0.0157,0.0949,0.0051,0.0051,0.0131,0.0914,0.0178,0.0099,0.0083,0.0002,0.0005,0.0,0.0,0.3805,0.4806,0.3688,0.9847,0.9896,0.1601,0.444,0.4789,0.2774,0.1776,0.0274,0.0134,0.0125,0.5072,0.7012,0.8,1447
O=C(CN1C(=O)COc2ccccc21)Oc1ccc(Cl)c(Cl)c1,0.003,0.0025,0.0018,0.0005,0.4906,0.1051,0.0452,0.0186,0.063,0.0048,0.0032,0.0044,0.5609,0.0945,0.039,0.0441,0.2762,0.0179,0.013,0.0146,0.198,0.0154,0.0123,0.0181,0.1658,0.0116,0.0098,0.0174,0.0646,0.0115,0.0069,0.0068,0.0001,0.0006,0.0,0.0,0.0571,0.2071,0.0348,0.0103,0.002,0.0972,0.0377,0.1987,0.0989,0.2025,0.0293,0.0146,0.0138,0.0827,0.7136,0.767857,1446
COc1ccc(CNCc2ccc(Cl)cc2Cl)c(OC)c1OC,0.0049,0.0043,0.0031,0.001,0.483,0.049,0.0226,0.0216,0.0639,0.0048,0.0032,0.0044,0.5043,0.0389,0.0187,0.041,0.2943,0.0197,0.0141,0.0153,0.1282,0.0068,0.0061,0.0138,0.1874,0.0137,0.0112,0.0191,0.07,0.0126,0.0074,0.0071,0.7675,0.0846,0.0054,0.0002,0.4871,0.4189,0.5622,0.9353,0.594,0.6281,0.5468,0.6333,0.3714,0.2782,0.026,0.0102,0.0137,0.5752,0.783,0.681818,1445
O=[N+]([O-])c1cnc(NCC2(O)CCCC(C(F)(F)F)C2)s1,0.0191,0.0186,0.0136,0.0048,0.3692,0.4018,0.188,0.0083,0.0751,0.0063,0.004,0.0049,0.5316,0.2233,0.0865,0.0367,0.2453,0.0144,0.0109,0.0135,0.2447,0.0247,0.0188,0.0214,0.3432,0.0491,0.0308,0.0278,0.0949,0.0186,0.0102,0.0084,0.0004,0.2239,0.0099,0.0,0.1526,0.4465,0.743,0.6379,0.791,0.5418,0.6857,0.6486,0.2773,0.2137,0.109,0.0414,0.014,0.5472,0.679,0.80303,1444
O=[N+]([O-])c1cnc(N2CCCC(N3CCCS3(=O)=O)C2)s1,0.0069,0.0063,0.0045,0.0014,0.4131,0.0909,0.0417,0.0146,0.0351,0.0021,0.0016,0.0033,0.438,0.0391,0.0193,0.0327,0.1256,0.0049,0.0045,0.009,0.0846,0.0038,0.0037,0.0111,0.1162,0.007,0.0067,0.0147,0.0517,0.0089,0.0057,0.0062,0.0,0.1016,0.002,0.0,0.0261,0.2532,0.468,0.0066,0.1501,0.4534,0.4496,0.4302,0.232,0.1412,0.0294,0.01,0.0104,0.2744,0.6657,0.77193,1442
