smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
CCCn1c(NC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)nc2ccccc21,0.0137,0.0129,0.0094,0.0032,0.4779,0.0819,0.0362,0.0189,0.0524,0.0037,0.0026,0.0041,0.5271,0.0504,0.0235,0.0455,0.3295,0.0259,0.0177,0.017,0.1203,0.0064,0.0058,0.0136,0.2146,0.0181,0.0139,0.0205,0.0883,0.0169,0.0095,0.0081,0.0001,0.0001,0.0001,0.0,0.5596,0.5464,0.7741,0.7859,0.9709,0.8555,0.7842,0.7735,0.5426,0.2027,0.024,0.0132,0.0145,0.7325,0.7172,0.782051,1032
CC(C)(C)c1csc(NC(=O)CSc2cccc3cccc(Cl)c23)n1,0.0047,0.004,0.0029,0.0009,0.487,0.0564,0.0263,0.0237,0.051,0.0035,0.0025,0.004,0.4318,0.0239,0.0131,0.0365,0.0479,0.0013,0.0016,0.0054,0.1283,0.0068,0.0061,0.0139,0.0729,0.0034,0.0038,0.0114,0.0874,0.0165,0.0093,0.008,0.6128,0.7752,0.4437,0.0087,0.0911,0.2215,0.0263,0.1416,0.3035,0.5224,0.0877,0.4321,0.2061,0.2137,0.099,0.0566,0.0125,0.2258,0.6927,0.816092,1028
COc1ccc(Cl)cc1C(=O)Oc1c(Br)cc(Br)c2cccnc12,0.002,0.0016,0.0012,0.0004,0.3687,0.0369,0.0204,0.0213,0.0709,0.0057,0.0037,0.0047,0.4945,0.0367,0.0187,0.0458,0.4714,0.0663,0.039,0.0244,0.1681,0.0113,0.0095,0.0167,0.2438,0.0234,0.0173,0.0231,0.2301,0.0634,0.0286,0.0149,0.0,0.0,0.0,0.0,0.6726,0.4008,0.7212,0.9473,0.9201,0.7612,0.6371,0.5956,0.3627,0.2277,0.0273,0.0154,0.0168,0.6687,0.7933,0.775862,1026
Cc1ccc2c(Cl)cc(Cl)c(OC(=O)Cc3c(Cl)cccc3Cl)c2n1,0.0037,0.0031,0.0022,0.0007,0.4691,0.0895,0.0407,0.0202,0.0458,0.0031,0.0022,0.0038,0.483,0.0366,0.0183,0.0407,0.3113,0.0233,0.0164,0.0166,0.1775,0.0124,0.0103,0.0172,0.126,0.0078,0.0072,0.0153,0.1385,0.0301,0.0151,0.0102,0.0,0.0002,0.0001,0.0,0.5026,0.441,0.6667,0.6045,0.0841,0.768,0.4585,0.6061,0.3553,0.195,0.0229,0.0125,0.0139,0.4985,0.7586,0.721311,1025
CN(CCOc1ccccc1F)C(=O)CCCCC1SCC2NC(=O)NC21,0.0037,0.0032,0.0023,0.0007,0.4505,0.1685,0.0716,0.0136,0.0324,0.0019,0.0015,0.0031,0.5243,0.1837,0.0713,0.0352,0.0554,0.0016,0.0018,0.0057,0.0628,0.0023,0.0024,0.0092,0.0941,0.005,0.005,0.0128,0.0458,0.0077,0.005,0.0058,0.0,0.0,0.0,0.0,0.0016,0.1119,0.0012,0.0001,0.0004,0.0212,0.0143,0.1236,0.0393,0.141,0.0415,0.0179,0.0096,0.0348,0.713,0.806452,1024
Fc1cc(F)c(F)c(Oc2ccnc3cc(Cl)ccc23)c1F,0.0044,0.0037,0.0027,0.0008,0.5044,0.1115,0.0477,0.0198,0.1022,0.0098,0.0059,0.0057,0.5772,0.0848,0.0355,0.0482,0.3627,0.0319,0.0209,0.0181,0.2504,0.0244,0.0185,0.0214,0.298,0.034,0.0229,0.0251,0.119,0.0245,0.0128,0.0094,0.0,0.0018,0.0032,0.0012,0.0732,0.2427,0.0161,0.0362,0.0012,0.1446,0.3639,0.4743,0.1447,0.2465,0.0363,0.0189,0.0166,0.1663,0.7411,0.744681,1023
c1nc(Sc2ccc3c(c2)OCCCO3)c2ccsc2n1,0.0041,0.0034,0.0025,0.0008,0.4825,0.1513,0.0642,0.0166,0.0372,0.0023,0.0017,0.0034,0.5835,0.1212,0.0482,0.0465,0.0348,0.0009,0.0011,0.0045,0.1347,0.0077,0.0068,0.0145,0.1658,0.0119,0.0101,0.018,0.0673,0.0121,0.0072,0.007,0.0,0.0075,0.0038,0.0,0.0828,0.2242,0.1111,0.0001,0.0047,0.1247,0.1393,0.367,0.1134,0.1678,0.0354,0.0162,0.0124,0.1297,0.6237,0.846154,1022
NC1=NC(c2ccc([N+](=O)[O-])o2)n2c(nc3ccccc32)N1,0.0032,0.0026,0.0019,0.0006,0.4499,0.1671,0.071,0.0135,0.0872,0.0078,0.0048,0.0053,0.5228,0.0658,0.0287,0.0392,0.3895,0.0375,0.0235,0.0183,0.2153,0.0189,0.0148,0.0194,0.2497,0.0239,0.0172,0.0222,0.0833,0.0158,0.009,0.0079,0.0,0.0,0.0,0.0,0.8387,0.659,0.749,0.9989,0.9986,0.9469,0.9471,0.8665,0.5545,0.2223,0.0377,0.019,0.014,0.8399,0.7537,0.7,1020
N#Cc1cc(N2CCOc3ccccc3C2)cc(N)c1[N+](=O)[O-],0.0099,0.0093,0.0067,0.0022,0.451,0.2358,0.1008,0.013,0.0645,0.005,0.0033,0.0047,0.5363,0.0834,0.0352,0.0407,0.2188,0.0124,0.0101,0.0144,0.0742,0.003,0.003,0.0104,0.0731,0.0036,0.0039,0.0115,0.0596,0.0105,0.0065,0.0067,0.0014,0.0003,0.0002,0.0002,0.0741,0.2197,0.1371,0.0094,0.5872,0.1872,0.4572,0.2865,0.2976,0.1654,0.0404,0.0189,0.0115,0.2507,0.6507,0.753623,1019
O=[N+]([O-])c1cc(CSc2nccn2-c2cccc(Cl)c2)cs1,0.0037,0.0032,0.0023,0.0007,0.4582,0.1546,0.0666,0.0152,0.0667,0.0052,0.0035,0.0046,0.5746,0.0999,0.0408,0.0464,0.119,0.0045,0.0042,0.0087,0.0963,0.0045,0.0043,0.0119,0.2451,0.0235,0.0171,0.0223,0.1069,0.0216,0.0116,0.009,0.0,0.0001,0.0001,0.0,0.3869,0.5164,0.9529,0.2769,0.8699,0.8215,0.7167,0.703,0.4136,0.1856,0.0352,0.0167,0.0132,0.6287,0.6914,0.742857,1017
COc1ccccc1C=C1N=C(c2ccc([N+](=O)[O-])o2)OC1=O,0.0066,0.0058,0.0042,0.0014,0.4101,0.2996,0.1324,0.0105,0.0646,0.005,0.0033,0.0045,0.5321,0.1996,0.0773,0.0365,0.3628,0.0318,0.0206,0.0174,0.1494,0.0096,0.0083,0.0154,0.298,0.0351,0.0234,0.025,0.0885,0.0172,0.0096,0.0082,0.0,0.0254,0.0031,0.0,0.8826,0.7055,0.9106,0.9991,0.9989,0.9501,0.9642,0.8895,0.4793,0.2124,0.0699,0.0314,0.0132,0.8644,0.7936,0.7,1014
Cc1cc(C(C)(C)C)ccc1OCC(O)CNCCCN1CCCCCC1,0.0062,0.0054,0.004,0.0013,0.4161,0.0295,0.0155,0.0225,0.0546,0.0038,0.0026,0.0041,0.5831,0.0657,0.0284,0.0505,0.2436,0.0134,0.0103,0.0134,0.2275,0.0181,0.0141,0.0195,0.3378,0.0394,0.0264,0.0293,0.0874,0.0163,0.0091,0.0078,0.922,0.0629,0.0103,0.0004,0.4051,0.4844,0.4778,0.9562,0.9958,0.7312,0.5105,0.5243,0.4935,0.3198,0.0283,0.0134,0.0165,0.6199,0.6408,0.831169,1013
N#CC(=Cc1ccccc1OCC(=O)O)C(=O)Nc1c(Cl)cccc1Cl,0.004,0.0033,0.0024,0.0008,0.3962,0.0443,0.0271,0.0415,0.1072,0.0109,0.0065,0.0063,0.5438,0.0582,0.0286,0.0614,0.1749,0.0085,0.0074,0.0121,0.2534,0.0265,0.0203,0.0234,0.1882,0.0153,0.0126,0.0209,0.1586,0.0372,0.0184,0.0118,0.0,0.0,0.0,0.0001,0.0354,0.2421,0.8186,0.0012,0.1836,0.1967,0.3187,0.5772,0.3029,0.2029,0.0227,0.0137,0.0198,0.2974,0.7142,0.786885,1000
COc1cccc(C=C2SC(=NC3CCCC3)NC2=O)c1OC(C)C,0.0021,0.0017,0.0012,0.0004,0.5463,0.1118,0.0452,0.0204,0.0675,0.0052,0.0034,0.0046,0.5604,0.0683,0.0293,0.0448,0.2667,0.0163,0.0121,0.0144,0.1013,0.0047,0.0044,0.0121,0.2171,0.0172,0.0134,0.0206,0.0751,0.0137,0.008,0.0074,0.0,0.0022,0.0004,0.0,0.3965,0.1935,0.1987,0.1735,0.946,0.4559,0.7155,0.548,0.2377,0.2041,0.0268,0.013,0.0139,0.4295,0.6671,0.835052,998
CC(=O)N(c1ccc(Cl)cc1)c1nc(C=C(C#N)C(=O)O)cs1,0.0055,0.0047,0.0034,0.0011,0.4309,0.0565,0.0282,0.0222,0.1301,0.0152,0.0088,0.0075,0.4903,0.0445,0.0218,0.0426,0.1073,0.004,0.0039,0.0085,0.2023,0.0171,0.0137,0.0195,0.2302,0.0215,0.0162,0.0225,0.1223,0.0261,0.0137,0.0101,0.0,0.0002,0.0004,0.0013,0.1301,0.4334,0.4103,0.107,0.0377,0.5656,0.8741,0.7629,0.4786,0.191,0.0211,0.0122,0.015,0.4222,0.7387,0.836066,997
O=[N+]([O-])c1cnccc1Sc1nc(-c2ccc(F)cc2)cs1,0.0075,0.0067,0.0049,0.0016,0.4927,0.1406,0.0617,0.0203,0.0937,0.0087,0.0053,0.0056,0.6117,0.093,0.04,0.0641,0.0734,0.0023,0.0025,0.0068,0.1796,0.0132,0.011,0.0178,0.1916,0.0152,0.0122,0.0196,0.0981,0.0193,0.0106,0.0086,0.0054,0.0048,0.0012,0.0002,0.3149,0.3335,0.4506,0.0049,0.9393,0.6723,0.6963,0.6511,0.2068,0.1949,0.0338,0.0166,0.0161,0.4744,0.6658,0.794118,996
COCC(C)N=C(N)SCc1ccc(Cl)c2cccnc12,0.0086,0.0081,0.0058,0.0018,0.5387,0.2464,0.0985,0.0168,0.1107,0.0109,0.0064,0.006,0.6207,0.1315,0.0508,0.052,0.2978,0.0202,0.0143,0.0152,0.2973,0.0335,0.024,0.0233,0.3239,0.038,0.025,0.0263,0.1456,0.0317,0.0158,0.0105,0.0,0.0551,0.0002,0.0,0.4582,0.496,0.2361,0.3632,0.9263,0.7586,0.6765,0.5498,0.4746,0.2604,0.0639,0.0268,0.0169,0.5488,0.6429,0.802817,995
Cc1nc(CC(=O)Nc2ccc3sc(C(=O)O)cc3c2)cs1,0.0026,0.0021,0.0015,0.0005,0.0563,0.0022,0.0026,0.0088,0.0624,0.0048,0.0033,0.0047,0.4424,0.0366,0.0193,0.0401,0.0065,0.0001,0.0002,0.0019,0.0586,0.0022,0.0023,0.0095,0.081,0.0045,0.0049,0.0138,0.0759,0.0141,0.0082,0.0076,0.0001,0.1812,0.1929,0.005,0.0196,0.1217,0.2078,0.0,0.2529,0.2148,0.0949,0.2676,0.2354,0.0873,0.0275,0.0261,0.0102,0.1572,0.6942,0.802198,994
O=C(CCC1CCNC1)Nc1nc2c(s1)CC(c1ccccc1)CC2,0.0046,0.004,0.0029,0.0009,0.5284,0.0552,0.0247,0.0259,0.0485,0.0032,0.0023,0.0039,0.5781,0.0595,0.0265,0.0525,0.1074,0.0038,0.0038,0.0085,0.1426,0.008,0.007,0.0148,0.2291,0.0187,0.0144,0.0218,0.0751,0.0137,0.0079,0.0074,0.9632,0.06,0.051,0.0078,0.0125,0.1764,0.0259,0.0078,0.0026,0.5589,0.3359,0.2683,0.1916,0.2974,0.0251,0.0156,0.0159,0.1755,0.7102,0.762887,992
CCC(c1ccncc1)N(C)C=Cc1ccc([N+](=O)[O-])o1,0.0038,0.0033,0.0024,0.0007,0.4161,0.259,0.1125,0.0108,0.0419,0.0027,0.002,0.0036,0.5234,0.1637,0.064,0.0354,0.1175,0.0044,0.0042,0.0087,0.0793,0.0034,0.0033,0.0106,0.1118,0.0065,0.0062,0.0142,0.061,0.0108,0.0066,0.0067,0.0,0.0,0.0001,0.0,0.1054,0.4075,0.0793,0.1459,0.4784,0.5347,0.6616,0.6001,0.2529,0.1505,0.0504,0.0224,0.0101,0.3629,0.6095,0.639344,990
N#CCOc1ccccc1C=Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,0.0018,0.0014,0.001,0.0003,0.3948,0.0412,0.0218,0.0216,0.1054,0.0104,0.0063,0.0062,0.4626,0.0312,0.0162,0.0393,0.418,0.0475,0.03,0.0228,0.1456,0.0087,0.0076,0.0154,0.2373,0.0227,0.017,0.0233,0.0856,0.0162,0.0092,0.0079,0.0,0.0,0.0,0.0,0.826,0.8415,0.8497,0.9979,0.9999,0.9511,0.9355,0.9377,0.7033,0.2057,0.0199,0.0121,0.0152,0.8936,0.6675,0.785714,988
NC(=O)C(OC(=O)c1ccc([N+](=O)[O-])s1)c1ccc(F)cc1,0.0033,0.0028,0.002,0.0006,0.3645,0.0557,0.0279,0.0144,0.1039,0.0103,0.0061,0.0058,0.5419,0.1001,0.0413,0.0411,0.2105,0.0111,0.0088,0.0122,0.2558,0.0274,0.0205,0.0218,0.3338,0.0459,0.029,0.027,0.0801,0.0151,0.0086,0.0077,0.0,0.1579,0.0182,0.0,0.3429,0.3277,0.8267,0.7736,0.9898,0.7324,0.7311,0.7283,0.2583,0.2104,0.0474,0.0181,0.0145,0.6345,0.6842,0.69697,987
CCOc1ccc(NS(=O)(=O)c2cc(C(=O)O)cc3c2CCC3)cc1F,0.0037,0.0033,0.0024,0.0007,0.0073,0.0002,0.0006,0.0049,0.0383,0.0024,0.0018,0.0036,0.1179,0.0022,0.0024,0.0153,0.0054,0.0001,0.0002,0.0017,0.0346,0.001,0.0012,0.0071,0.0196,0.0007,0.0011,0.0065,0.0678,0.0123,0.0074,0.0072,0.0,0.0496,0.1079,0.0009,0.0121,0.1797,0.0638,0.0004,0.0002,0.0853,0.1239,0.2667,0.176,0.0327,0.008,0.0139,0.0053,0.1009,0.6472,0.784091,985
O=[N+]([O-])c1ccc(NCCc2nc(C(F)(F)F)cs2)cn1,0.0061,0.0055,0.004,0.0012,0.3744,0.3827,0.1797,0.0092,0.0625,0.0048,0.0032,0.0045,0.4913,0.332,0.1328,0.0322,0.2021,0.0104,0.0084,0.0121,0.2298,0.0219,0.0169,0.0208,0.2968,0.0364,0.0245,0.026,0.0918,0.018,0.01,0.0084,0.0,0.0591,0.0359,0.0005,0.3379,0.4227,0.8864,0.6411,0.9051,0.753,0.7442,0.5662,0.3703,0.195,0.0968,0.0462,0.0128,0.6252,0.648,0.803279,983
COc1cc(CNCC(O)CN2CCCC2)ccc1OCc1ccc(Cl)cc1Cl,0.005,0.0044,0.0032,0.001,0.4745,0.0433,0.0206,0.0231,0.091,0.008,0.0049,0.0053,0.5957,0.0846,0.0349,0.0505,0.3625,0.0301,0.0198,0.0177,0.2422,0.0209,0.016,0.0203,0.3866,0.0553,0.0343,0.0315,0.0805,0.0148,0.0084,0.0075,0.1361,0.1015,0.0067,0.0002,0.448,0.5558,0.9591,0.9964,0.9889,0.8722,0.6582,0.6625,0.635,0.2638,0.0403,0.0165,0.0175,0.7529,0.6828,0.765625,982
CC(CC(C)(C)c1c[nH]c2ccccc12)NCCCCN(C)C(C)C,0.0064,0.0056,0.0041,0.0013,0.5454,0.0526,0.0231,0.0264,0.0777,0.0062,0.004,0.0049,0.5913,0.0711,0.0302,0.0515,0.3361,0.0246,0.0167,0.0165,0.2656,0.0243,0.0182,0.0215,0.4053,0.0581,0.0354,0.0318,0.094,0.0177,0.0097,0.0081,0.1428,0.0031,0.0009,0.0002,0.1445,0.2382,0.0286,0.6678,0.7913,0.2529,0.2138,0.3289,0.2812,0.2739,0.0292,0.0158,0.018,0.3275,0.6024,0.793814,980
O=C(Oc1cc(F)ccc1[N+](=O)[O-])c1cccc(Oc2nccs2)c1,0.0018,0.0015,0.0011,0.0003,0.3631,0.0601,0.0302,0.0145,0.0571,0.0042,0.0029,0.0042,0.5374,0.1116,0.0453,0.0392,0.0978,0.0034,0.0034,0.0078,0.1747,0.0125,0.0103,0.0168,0.2522,0.025,0.0179,0.0224,0.0718,0.0131,0.0077,0.0072,0.0,0.0,0.0002,0.0,0.1521,0.281,0.7257,0.991,0.9337,0.3639,0.6338,0.3857,0.1152,0.1729,0.0257,0.0132,0.0125,0.5091,0.6372,0.790323,979
COc1cc2ncc(=O)n(Cc3cnc(Cl)s3)c2cc1OC,0.0069,0.0063,0.0046,0.0014,0.4447,0.2875,0.1235,0.0119,0.0678,0.0054,0.0036,0.0047,0.5697,0.1542,0.0599,0.0427,0.2397,0.0139,0.0107,0.0135,0.1408,0.0085,0.0074,0.015,0.2005,0.0162,0.0128,0.0198,0.0792,0.0148,0.0085,0.0077,0.0,0.007,0.0013,0.0,0.2005,0.2324,0.2312,0.4928,0.7011,0.1458,0.3541,0.3354,0.2453,0.1944,0.0571,0.0258,0.013,0.3265,0.6942,0.790323,978
CN=c1scc(-c2cc(OC)c(OC)c(OC)c2)n1N=Cc1cc(OC)c(OC)c(OC)c1,0.0019,0.0015,0.0011,0.0003,0.5573,0.1181,0.0477,0.0217,0.0535,0.0038,0.0026,0.0041,0.5821,0.0859,0.0355,0.0478,0.103,0.0036,0.0035,0.008,0.292,0.0319,0.0231,0.0234,0.3424,0.0419,0.027,0.0275,0.0695,0.0125,0.0074,0.0071,0.0654,0.0046,0.0007,0.0001,0.4506,0.1811,0.8658,0.1116,0.0056,0.5232,0.2179,0.3413,0.2884,0.2297,0.0338,0.0165,0.0156,0.3317,0.7689,0.786885,974
Nc1nc(Cl)cc(NC2CCCCC2OC2CCCC2)n1,0.0124,0.0117,0.0085,0.0028,0.4661,0.3584,0.154,0.0119,0.081,0.0067,0.0043,0.005,0.5398,0.3074,0.1187,0.0369,0.2681,0.0165,0.0122,0.0144,0.2748,0.028,0.0209,0.0232,0.3688,0.0492,0.0308,0.0291,0.1937,0.0475,0.0222,0.0127,0.0053,0.065,0.0221,0.0024,0.0427,0.1256,0.1677,0.0063,0.0017,0.0505,0.051,0.3427,0.2056,0.2456,0.0989,0.0437,0.0154,0.1104,0.6759,0.857143,973
Clc1cccc(-c2csc(=NCCc3ccccc3)n2N=Cc2ccccn2)c1,0.0019,0.0016,0.0011,0.0003,0.4843,0.1716,0.0707,0.0148,0.0277,0.0015,0.0012,0.0029,0.4861,0.0442,0.0208,0.0364,0.0703,0.0021,0.0023,0.0063,0.0874,0.0038,0.0036,0.011,0.1089,0.0059,0.0058,0.0137,0.0568,0.0099,0.0061,0.0064,0.0028,0.0659,0.0001,0.0,0.3251,0.3315,0.6761,0.486,0.5351,0.8351,0.3305,0.3947,0.3363,0.1474,0.034,0.0124,0.0102,0.4723,0.7009,0.839506,972
COCCN=c1scc(-c2ccc3c(c2)NC(=O)CO3)n1N=Cc1ccc([N+](=O)[O-])o1,0.0027,0.0022,0.0016,0.0005,0.3927,0.3397,0.1525,0.0094,0.0298,0.0017,0.0013,0.003,0.5225,0.1546,0.061,0.0358,0.1846,0.0089,0.0074,0.0112,0.1553,0.0104,0.0088,0.0156,0.3257,0.0428,0.0273,0.0262,0.0525,0.0091,0.0057,0.0063,0.0,0.08,0.0014,0.0,0.6846,0.4832,0.7366,0.9089,0.9657,0.8744,0.7586,0.6168,0.316,0.1851,0.0721,0.0297,0.012,0.705,0.7689,0.6,971
COc1cc2cc[n+](Cc3ccc(Cl)cc3Cl)cc2cc1OC,0.0119,0.0111,0.0081,0.0027,0.6312,0.1558,0.0614,0.031,0.0588,0.0043,0.0029,0.0043,0.5943,0.08,0.0336,0.0524,0.2238,0.0121,0.0097,0.0135,0.2773,0.0281,0.0208,0.0231,0.3347,0.0413,0.0277,0.0301,0.1075,0.0213,0.0114,0.0088,0.0005,0.0203,0.0172,0.0155,0.8903,0.5475,0.9864,0.9985,0.9928,0.8643,0.8566,0.8319,0.6541,0.2489,0.0416,0.0214,0.0202,0.8469,0.7904,0.729167,969
Nc1nc(N)nc(CSCCOc2c(Cl)cccc2Cl)n1,0.003,0.0024,0.0018,0.0005,0.4563,0.2769,0.1175,0.0124,0.0669,0.0053,0.0035,0.0045,0.546,0.1389,0.0546,0.0389,0.087,0.0029,0.0029,0.0073,0.1084,0.0054,0.005,0.0125,0.2667,0.0269,0.0189,0.0231,0.0686,0.0123,0.0073,0.007,0.0,0.0,0.0,0.0,0.0111,0.1809,0.2681,0.0,0.0002,0.0761,0.0879,0.2398,0.1099,0.1781,0.0523,0.0235,0.0118,0.1082,0.7542,0.807692,967
N=C(N)NN=Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,0.0027,0.0022,0.0016,0.0005,0.4575,0.0545,0.0247,0.0175,0.0521,0.0036,0.0025,0.004,0.5908,0.1086,0.0428,0.0456,0.069,0.0021,0.0022,0.0063,0.1941,0.0137,0.0111,0.0176,0.3062,0.0314,0.0214,0.0251,0.087,0.0164,0.0092,0.0079,0.0,0.0023,0.0,0.0,0.2039,0.3344,0.5017,0.02,0.0006,0.5584,0.5332,0.4911,0.3105,0.1955,0.0261,0.0128,0.0138,0.3282,0.7858,0.766667,962
Cc1ncc(CO)c(C=NNC(=O)c2nc(Cl)c(Cl)c(N)c2Cl)c1O,0.0046,0.0041,0.0029,0.0009,0.3635,0.4765,0.2371,0.0087,0.1107,0.0115,0.0068,0.0064,0.5199,0.4134,0.1748,0.0404,0.4216,0.0472,0.0289,0.0205,0.1949,0.0158,0.0127,0.0187,0.4638,0.1151,0.0619,0.036,0.1208,0.0256,0.0134,0.0099,0.0,0.0,0.0,0.0,0.2519,0.4591,0.5328,0.1358,0.9764,0.8921,0.7033,0.6893,0.4297,0.2444,0.1233,0.0598,0.0157,0.5634,0.7534,0.8,955
CC(C)N(CCc1nccs1)c1ccc([N+](=O)[O-])c(C#N)n1,0.0084,0.0077,0.0056,0.0018,0.3601,0.4371,0.2095,0.008,0.0623,0.0048,0.0032,0.0045,0.5224,0.2171,0.0847,0.0359,0.3847,0.0373,0.0238,0.0189,0.1346,0.008,0.007,0.0145,0.172,0.0128,0.0106,0.0181,0.0732,0.0135,0.0079,0.0074,0.0,0.0431,0.0093,0.0001,0.1208,0.3138,0.2557,0.1351,0.3314,0.318,0.4921,0.5261,0.3831,0.1909,0.0868,0.0402,0.0121,0.3195,0.676,0.767857,954
Cc1sc2nc(C)n(N=Cc3sc(Nc4ccccc4)nc3Cl)c(=O)c2c1C,0.0019,0.0015,0.0011,0.0003,0.4868,0.1439,0.0608,0.0169,0.0289,0.0016,0.0013,0.003,0.5642,0.1107,0.0444,0.0427,0.1653,0.0075,0.0065,0.011,0.101,0.0049,0.0046,0.0121,0.233,0.0209,0.0155,0.0212,0.0517,0.0089,0.0056,0.0062,0.0,0.0,0.0,0.0,0.1597,0.1963,0.0684,0.1142,0.5883,0.5601,0.353,0.661,0.2085,0.1814,0.0333,0.0155,0.0126,0.3233,0.6834,0.816092,950
CC(=NNc1c(F)c(F)nc(F)c1F)c1ccc(Cl)c([N+](=O)[O-])c1,0.0028,0.0023,0.0017,0.0005,0.4183,0.0793,0.0369,0.0159,0.0552,0.004,0.0027,0.0041,0.5311,0.0758,0.0325,0.0404,0.0937,0.0032,0.0032,0.0076,0.1431,0.0088,0.0076,0.0149,0.2345,0.0219,0.0161,0.0214,0.0695,0.0127,0.0075,0.0072,0.0003,0.0006,0.0003,0.0001,0.3159,0.4975,0.7702,0.5512,0.8837,0.8211,0.7013,0.7059,0.2968,0.1721,0.0232,0.0121,0.0124,0.6159,0.7311,0.735849,947
O=C(Nc1nc2ccccc2[nH]1)c1csc(-c2ccccc2)n1,0.002,0.0017,0.0012,0.0004,0.1885,0.0082,0.0062,0.0145,0.0403,0.0025,0.0019,0.0035,0.2289,0.0062,0.0048,0.0214,0.0218,0.0005,0.0007,0.0036,0.0426,0.0013,0.0015,0.0076,0.0511,0.0022,0.0026,0.0096,0.0531,0.0091,0.0057,0.0063,0.2545,0.2509,0.1331,0.0315,0.0373,0.0861,0.0437,0.0242,0.007,0.0897,0.1346,0.2434,0.1119,0.0981,0.0314,0.0175,0.0109,0.0864,0.7725,0.770833,943
NC(=O)c1ccc(F)c(NC(=O)NCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,0.0122,0.0109,0.0081,0.003,0.0194,0.0006,0.001,0.0058,0.0286,0.0016,0.0013,0.003,0.0756,0.0012,0.0014,0.01,0.0072,0.0001,0.0002,0.002,0.0245,0.0006,0.0008,0.0057,0.0304,0.0012,0.0017,0.0078,0.055,0.0095,0.006,0.0064,0.0386,0.7882,0.6672,0.2514,0.0551,0.1949,0.1518,0.1113,0.2718,0.1966,0.0724,0.4753,0.3327,0.0324,0.0904,0.0764,0.0328,0.2069,0.6289,0.762376,942
CN(C)c1nccc(NC2CCCN(c3ccccc3F)C2=O)n1,0.0097,0.0092,0.0066,0.0021,0.5247,0.0794,0.0349,0.0245,0.064,0.0049,0.0033,0.0047,0.5071,0.046,0.0221,0.044,0.0279,0.0007,0.0009,0.0043,0.0491,0.0016,0.0018,0.0084,0.1558,0.0104,0.0092,0.0183,0.1136,0.023,0.0123,0.0094,0.0015,0.208,0.1445,0.0152,0.2196,0.2911,0.8146,0.0027,0.765,0.2549,0.4015,0.604,0.307,0.1615,0.0426,0.0262,0.0145,0.4067,0.6373,0.790698,939
N#Cc1ccnc(N2CCN(c3ncccc3F)CC2)c1[N+](=O)[O-],0.0026,0.0021,0.0016,0.0005,0.4477,0.1747,0.0751,0.0139,0.0346,0.0021,0.0016,0.0033,0.5167,0.0877,0.0369,0.0372,0.1678,0.0076,0.0065,0.0107,0.0508,0.0017,0.0019,0.0083,0.1096,0.0063,0.006,0.0139,0.0516,0.0089,0.0056,0.0062,0.0,0.0036,0.0001,0.0,0.0458,0.136,0.0286,0.0026,0.0757,0.1074,0.1815,0.2138,0.1216,0.1535,0.0327,0.015,0.0104,0.1014,0.6845,0.772727,938
COc1cccc2c(NC(=O)c3ncncc3Cl)c(C)cnc12,0.0035,0.003,0.0022,0.0007,0.4849,0.2997,0.1255,0.0134,0.0538,0.0038,0.0027,0.0041,0.57,0.0916,0.0376,0.0447,0.47,0.0618,0.0354,0.0214,0.1747,0.0122,0.0101,0.0168,0.2739,0.0275,0.0192,0.0233,0.0807,0.0151,0.0086,0.0077,0.0139,0.0012,0.0002,0.0001,0.0174,0.1801,0.0059,0.0173,0.0258,0.4034,0.2538,0.1474,0.1697,0.2361,0.0573,0.0268,0.0147,0.1357,0.6926,0.8,937
