smiles,A_baumanii_fold_0,E_coli_fold_0,K_pneumoniae_fold_0,P_aeruginosa_fold_0,A_baumanii_fold_1,E_coli_fold_1,K_pneumoniae_fold_1,P_aeruginosa_fold_1,A_baumanii_fold_2,E_coli_fold_2,K_pneumoniae_fold_2,P_aeruginosa_fold_2,A_baumanii_fold_3,E_coli_fold_3,K_pneumoniae_fold_3,P_aeruginosa_fold_3,A_baumanii_fold_4,E_coli_fold_4,K_pneumoniae_fold_4,P_aeruginosa_fold_4,A_baumanii_fold_5,E_coli_fold_5,K_pneumoniae_fold_5,P_aeruginosa_fold_5,A_baumanii_fold_6,E_coli_fold_6,K_pneumoniae_fold_6,P_aeruginosa_fold_6,A_baumanii_fold_7,E_coli_fold_7,K_pneumoniae_fold_7,P_aeruginosa_fold_7,A_baumanii_fold_8,E_coli_fold_8,K_pneumoniae_fold_8,P_aeruginosa_fold_8,N_gonorrhoeae_fold_0,N_gonorrhoeae_fold_1,N_gonorrhoeae_fold_2,N_gonorrhoeae_fold_3,N_gonorrhoeae_fold_4,N_gonorrhoeae_fold_5,N_gonorrhoeae_fold_6,N_gonorrhoeae_fold_7,N_gonorrhoeae_fold_8,A_baumanii_avg,E_coli_avg,K_pneumoniae_avg,P_aeruginosa_avg,N_gonorrhoeae_avg,druglikeness,novelty,cluster_id
COc1cc(OC)c(C2CCN(c3nc(N)c4ccccc4n3)CC2)c(OC)c1,0.0025,0.002,0.0015,0.0004,0.6094,0.2258,0.0879,0.0239,0.0735,0.0058,0.0037,0.0047,0.6513,0.1686,0.064,0.0602,0.1901,0.0091,0.0075,0.0116,0.3364,0.0424,0.0297,0.0263,0.2752,0.0259,0.0184,0.0235,0.0775,0.0142,0.0082,0.0074,0.9674,0.1297,0.1249,0.0163,0.2679,0.1402,0.14,0.0004,0.8986,0.4882,0.0778,0.5754,0.2367,0.3537,0.0693,0.0384,0.0194,0.3139,0.6612,0.714286,791
CC(=O)Nc1nc(C(=O)N2CCCc3cc(OC(F)(F)F)ccc32)cs1,0.0046,0.004,0.0029,0.0009,0.3624,0.0321,0.0178,0.0203,0.0513,0.0036,0.0025,0.004,0.4266,0.0267,0.0144,0.0351,0.0352,0.0009,0.0012,0.0048,0.1325,0.0075,0.0067,0.0148,0.0568,0.0025,0.003,0.0102,0.0859,0.0163,0.0092,0.008,0.0012,0.7823,0.4122,0.0015,0.1059,0.1107,0.1702,0.0269,0.0052,0.2464,0.4229,0.3194,0.1637,0.1285,0.0973,0.0522,0.0111,0.1746,0.6878,0.781609,789
CC(=O)N1CC(Nc2ncc(Cl)cn2)CCC1C(F)(F)F,0.0019,0.0015,0.0011,0.0003,0.4186,0.2765,0.1201,0.0107,0.0422,0.0027,0.002,0.0036,0.5169,0.1584,0.0623,0.0347,0.1684,0.0076,0.0064,0.0105,0.109,0.0055,0.0051,0.0126,0.0947,0.0051,0.0051,0.0128,0.0516,0.0088,0.0056,0.0062,0.0,0.0,0.0,0.0,0.0139,0.0875,0.0017,0.0003,0.0005,0.0166,0.0617,0.1564,0.076,0.1559,0.0518,0.0231,0.0102,0.0461,0.7179,0.829268,787
CN1N=C(C(=O)Nc2ccc(OC(F)F)c3ncccc23)CCC1=O,0.0008,0.0006,0.0005,0.0001,0.4385,0.2525,0.1097,0.0126,0.0296,0.0017,0.0013,0.003,0.3293,0.0163,0.0098,0.0248,0.08,0.0026,0.0027,0.0069,0.0373,0.0011,0.0013,0.007,0.0351,0.0014,0.0018,0.0078,0.0623,0.0111,0.0068,0.0068,0.0,0.0,0.0,0.0,0.0835,0.1,0.055,0.0121,0.0791,0.0861,0.3164,0.0794,0.1407,0.1126,0.0319,0.0149,0.0077,0.1058,0.7124,0.8,786
CCN1C(=O)C[C@@H](CNc2ncc(Cl)cn2)[C@@H]1c1cccnc1,0.0008,0.0006,0.0004,0.0001,0.4964,0.1382,0.0563,0.0153,0.0403,0.0026,0.0019,0.0035,0.4935,0.0651,0.0286,0.0349,0.148,0.0061,0.0054,0.0097,0.0769,0.0031,0.0031,0.0103,0.139,0.0086,0.0077,0.0155,0.0499,0.0085,0.0054,0.006,0.0,0.0,0.0,0.0,0.0394,0.0523,0.0217,0.0001,0.01,0.0432,0.1048,0.0691,0.0761,0.1605,0.0259,0.0121,0.0106,0.0463,0.6686,0.82716,782
CCOC(=O)c1cnc(SCC(=O)OC2CCOC2=O)nc1N,0.0017,0.0013,0.001,0.0003,0.4454,0.1136,0.0498,0.015,0.0421,0.0027,0.002,0.0036,0.5253,0.1584,0.0624,0.0365,0.0671,0.002,0.0022,0.0063,0.1291,0.0074,0.0065,0.014,0.1352,0.0086,0.0077,0.0157,0.0457,0.0077,0.005,0.0058,0.0,0.008,0.0047,0.0,0.0136,0.1075,0.0109,0.0034,0.0024,0.1412,0.1255,0.1877,0.1013,0.1546,0.0344,0.0157,0.0108,0.0771,0.6669,0.797468,779
CCOc1cc(C#N)ccc1OC(=O)c1cc(Cl)ccn1,0.0016,0.0013,0.0009,0.0003,0.457,0.1365,0.0591,0.0154,0.0471,0.0032,0.0023,0.0038,0.5521,0.1928,0.0744,0.0396,0.2379,0.0137,0.0105,0.0133,0.1533,0.0097,0.0083,0.0155,0.2244,0.0197,0.0149,0.0209,0.0824,0.0155,0.0088,0.0077,0.0,0.0001,0.0,0.0,0.0836,0.1953,0.059,0.1005,0.1659,0.1057,0.384,0.1692,0.0825,0.1951,0.0436,0.0199,0.0129,0.1495,0.6577,0.785714,777
Cc1cc(C(=O)CSc2nc(N)nc(N)n2)c(C)n1CCc1ccc(F)cc1,0.0046,0.0041,0.003,0.0009,0.5767,0.111,0.0459,0.0268,0.0929,0.0084,0.0052,0.0057,0.4013,0.0243,0.0133,0.0318,0.0309,0.0008,0.001,0.0044,0.1527,0.0093,0.008,0.0157,0.2199,0.0182,0.0142,0.0218,0.0697,0.0125,0.0074,0.0071,0.0001,0.0366,0.0424,0.0036,0.0178,0.1073,0.0821,0.0037,0.098,0.2125,0.1034,0.1637,0.1917,0.1721,0.025,0.0156,0.0131,0.1089,0.7019,0.811594,776
Cc1ccc(Cc2cnc(N3C(=N)SC(c4ccccc4)C3=O)s2)cc1,0.0116,0.011,0.008,0.0026,0.5418,0.0918,0.0435,0.0379,0.2115,0.0335,0.0168,0.0095,0.6191,0.0839,0.037,0.07,0.2942,0.0209,0.0153,0.0171,0.3811,0.0658,0.0442,0.0305,0.2772,0.0289,0.0204,0.0248,0.151,0.0339,0.0168,0.0111,0.62,0.0247,0.0135,0.0364,0.3485,0.3248,0.3865,0.8821,0.985,0.4443,0.453,0.6116,0.26,0.3453,0.0438,0.0239,0.0266,0.5218,0.6691,0.786667,774
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.0292,0.0303,0.022,0.0078,0.7203,0.319,0.1291,0.0493,0.4349,0.152,0.0638,0.018,0.8392,0.8701,0.7383,0.6363,0.6746,0.2973,0.1578,0.0518,0.6131,0.3038,0.1921,0.0665,0.6519,0.3784,0.2341,0.1162,0.428,0.1823,0.0773,0.0287,0.6992,0.9775,0.9452,0.0537,0.0911,0.1383,0.2405,0.0033,0.0868,0.2229,0.2459,0.3557,0.1663,0.5656,0.3901,0.2844,0.1143,0.1723,0.7796,0.0,773
Nc1nc(-c2ccccc2)cn1NC(=O)Nc1ccccc1F,0.0017,0.0014,0.001,0.0003,0.0219,0.0007,0.0011,0.0055,0.0272,0.0015,0.0012,0.0029,0.0478,0.0006,0.0009,0.0073,0.0038,0.0001,0.0001,0.0014,0.0328,0.0009,0.0011,0.0066,0.0218,0.0008,0.0012,0.0063,0.0493,0.0084,0.0054,0.0061,0.0,0.033,0.5127,0.0005,0.0979,0.2573,0.0136,0.0001,0.0108,0.5657,0.3345,0.5543,0.2998,0.0229,0.0053,0.0583,0.0041,0.2371,0.6689,0.794872,772
CCCCCCC[N+](C)(C)CCSSCC[N+](C)(C)CCCCCCC,0.0351,0.0372,0.027,0.0098,0.5213,0.0531,0.0235,0.0236,0.0895,0.0077,0.0047,0.0052,0.6383,0.1334,0.0517,0.0576,0.3903,0.0348,0.0222,0.0187,0.1878,0.0128,0.0104,0.0173,0.474,0.09,0.0512,0.0376,0.131,0.0271,0.0137,0.0097,0.6991,0.0078,0.0013,0.0001,0.6395,0.732,0.9839,0.9903,0.9953,0.8383,0.8439,0.8145,0.5499,0.3518,0.0449,0.0229,0.02,0.8208,0.7011,0.285714,770
Cc1ccc(OCc2cc(Cl)c3c(c2)OCCO3)c([N+](=O)[O-])n1,0.0024,0.002,0.0015,0.0004,0.4193,0.178,0.0783,0.0127,0.0477,0.0033,0.0023,0.0038,0.5356,0.1511,0.0593,0.0374,0.2138,0.0115,0.0091,0.0125,0.1227,0.0068,0.0061,0.0137,0.1941,0.0155,0.0124,0.0194,0.0665,0.0119,0.0071,0.007,0.0,0.0,0.0001,0.0,0.1547,0.2926,0.4093,0.8024,0.8808,0.3437,0.5432,0.3392,0.1729,0.178,0.0422,0.0196,0.0119,0.4376,0.7267,0.772152,769
CCN(CC)CCCn1c(SCc2nc(N)nc(Nc3ccccc3)n2)nc2ccccc2c1=O,0.0029,0.0024,0.0018,0.0005,0.5966,0.1131,0.0434,0.0224,0.0486,0.0032,0.0023,0.0038,0.6069,0.1283,0.0498,0.049,0.2134,0.0107,0.0085,0.0121,0.2496,0.022,0.0166,0.0205,0.2674,0.0245,0.0176,0.0231,0.0784,0.0143,0.0082,0.0075,0.0,0.0001,0.0001,0.0001,0.0252,0.1726,0.1381,0.0202,0.3236,0.2454,0.0174,0.37,0.191,0.2293,0.0354,0.0165,0.0154,0.1671,0.7305,0.769231,768
CC1CCCCN1CCCNCc1cn(Cc2ccccc2)c2ccccc12,0.0096,0.0089,0.0064,0.0021,0.5782,0.0727,0.03,0.0259,0.0577,0.0041,0.0028,0.0042,0.6292,0.1025,0.0406,0.0555,0.2859,0.0179,0.0129,0.0146,0.261,0.0237,0.0178,0.0212,0.4355,0.0697,0.041,0.0337,0.0923,0.0174,0.0096,0.008,0.9991,0.0,0.0003,0.0,0.0806,0.3023,0.0261,0.7516,0.6402,0.4039,0.435,0.2986,0.268,0.372,0.0352,0.0179,0.0184,0.3563,0.7377,0.818182,766
N#Cc1nc2n(c1C#N)CN(CCc1ccc(Cl)cc1Cl)CN2,0.0121,0.0118,0.0085,0.0027,0.4602,0.212,0.0945,0.0169,0.0918,0.0085,0.0053,0.0057,0.4887,0.0661,0.0298,0.0372,0.331,0.0301,0.022,0.0231,0.1442,0.0091,0.0079,0.0154,0.1345,0.0088,0.008,0.0161,0.053,0.0092,0.0058,0.0063,0.0,0.0,0.0,0.0,0.0079,0.1585,0.119,0.0,0.003,0.3057,0.0362,0.3733,0.1442,0.1906,0.0395,0.0202,0.0137,0.1275,0.6393,0.79661,765
O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,0.014,0.0132,0.0096,0.0033,0.2048,0.0103,0.0083,0.024,0.2381,0.0429,0.0231,0.0143,0.5831,0.0629,0.0342,0.1043,0.0698,0.0023,0.0026,0.0076,0.2507,0.0253,0.0209,0.0307,0.1794,0.0154,0.0141,0.0276,0.3045,0.1065,0.0493,0.0238,0.0455,0.0024,0.0011,0.0015,0.7363,0.7607,0.9417,0.324,0.7978,0.8081,0.8435,0.9115,0.7844,0.21,0.0312,0.0181,0.0264,0.7675,0.7092,0.72973,747
NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,0.0043,0.0036,0.0026,0.0008,0.2728,0.6802,0.4025,0.0048,0.2258,0.0382,0.0194,0.0108,0.4432,0.467,0.2017,0.0277,0.5004,0.0783,0.0452,0.0267,0.3031,0.0386,0.0283,0.0274,0.4009,0.0685,0.0414,0.0339,0.0938,0.0183,0.0102,0.0085,0.0,0.0005,0.0007,0.0003,0.0888,0.0874,0.0032,0.0009,0.0026,0.0391,0.0392,0.0863,0.072,0.2494,0.1548,0.0836,0.0157,0.0466,0.7776,0.559322,746
CC1Oc2ccc(C(=O)C3CCN(C(=O)CCl)CC3)cc2NC1=O,0.0015,0.0012,0.0009,0.0002,0.3266,0.0358,0.0196,0.0148,0.1199,0.0129,0.0075,0.0065,0.4914,0.2784,0.1107,0.0329,0.132,0.0053,0.0049,0.0095,0.3367,0.0497,0.0343,0.027,0.4027,0.0719,0.0423,0.0322,0.089,0.017,0.0095,0.0081,0.0,0.0,0.0,0.0,0.0044,0.0529,0.0008,0.0001,0.0,0.1369,0.0146,0.0751,0.0659,0.2111,0.0525,0.0255,0.0146,0.039,0.6843,0.771084,741
CC(Cl)C(=O)N(C)Cc1cc2c(cc1OC(F)F)OCO2,0.0063,0.0056,0.0041,0.0013,0.4072,0.0496,0.0243,0.017,0.0805,0.0069,0.0044,0.0051,0.5366,0.0738,0.0321,0.0434,0.1897,0.0094,0.0079,0.0121,0.285,0.0326,0.0239,0.024,0.1625,0.0116,0.0099,0.0179,0.0839,0.0158,0.009,0.0078,0.0,0.0014,0.0003,0.0,0.0341,0.1444,0.0426,0.0259,0.0152,0.141,0.1824,0.3258,0.1953,0.1946,0.023,0.0129,0.0143,0.123,0.7166,0.831461,738
CN(C(=O)CCl)C(c1ccc(F)cc1)c1ccc(Cl)cc1,0.005,0.0043,0.0031,0.001,0.0764,0.0025,0.0026,0.0085,0.0931,0.0086,0.0052,0.0054,0.4604,0.0353,0.0179,0.0383,0.3394,0.0276,0.0187,0.0174,0.3907,0.0715,0.0472,0.0304,0.3517,0.0503,0.0317,0.0293,0.1194,0.0246,0.0128,0.0093,0.0,0.0033,0.0001,0.0,0.1264,0.1964,0.1889,0.0088,0.0118,0.4647,0.2864,0.3421,0.2614,0.204,0.0253,0.0155,0.0155,0.2097,0.6569,0.788462,737
COC(=O)CN(Cc1cc(Cl)c2c(c1)OCO2)C(=O)CCl,0.0045,0.0038,0.0027,0.0009,0.397,0.0514,0.025,0.0156,0.1907,0.0282,0.0142,0.0082,0.5211,0.267,0.1042,0.0357,0.5204,0.0868,0.0469,0.0235,0.4609,0.1274,0.0774,0.0333,0.5207,0.1659,0.0832,0.0379,0.1388,0.0301,0.0151,0.0102,0.0,0.0002,0.0002,0.0,0.1589,0.1663,0.3322,0.1127,0.083,0.6705,0.1603,0.4932,0.2324,0.306,0.0845,0.041,0.0184,0.2677,0.655,0.849057,736
CN(Cc1cccnc1)c1cccc(Cl)c1CNC(=O)CCl,0.0034,0.0028,0.0021,0.0006,0.2977,0.0205,0.012,0.0148,0.1035,0.01,0.006,0.0058,0.5177,0.0739,0.0324,0.0406,0.2647,0.0165,0.0122,0.0143,0.4032,0.076,0.0495,0.0306,0.3853,0.0604,0.0365,0.0305,0.0887,0.0168,0.0093,0.0079,0.0,0.0023,0.0008,0.0,0.2835,0.207,0.5857,0.1969,0.0515,0.7138,0.2606,0.4564,0.279,0.2294,0.031,0.0179,0.0161,0.3372,0.6525,0.73913,735
O=C(CCl)NCc1cc(Oc2ccc(F)c(F)c2)ccn1,0.0044,0.0037,0.0027,0.0008,0.1857,0.0106,0.0078,0.0121,0.1122,0.0117,0.0069,0.0062,0.5359,0.1428,0.0574,0.0401,0.321,0.0254,0.0177,0.0175,0.39,0.0764,0.0502,0.0307,0.3945,0.0699,0.0414,0.032,0.099,0.0195,0.0106,0.0085,0.0,0.0001,0.0005,0.0,0.1711,0.1642,0.2923,0.7289,0.0641,0.7185,0.6736,0.4839,0.2123,0.227,0.04,0.0217,0.0164,0.3899,0.6422,0.772727,734
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,0.0435,0.046,0.0339,0.0131,0.3786,0.4948,0.2332,0.0072,0.1243,0.0131,0.0074,0.0063,0.4129,0.4776,0.2059,0.0234,0.5539,0.1011,0.0527,0.0246,0.1891,0.0135,0.011,0.0179,0.467,0.0928,0.0511,0.0343,0.0925,0.0175,0.0097,0.0081,0.0,0.9978,0.0002,0.0,0.6846,0.4253,0.869,0.9762,0.9917,0.1367,0.766,0.5969,0.3246,0.2513,0.2505,0.0673,0.015,0.6412,0.874,0.0,733
O=[N+]([O-])c1ccc(C(O)C(CO)NCc2cc(Cl)cs2)cc1,0.0056,0.0049,0.0036,0.0011,0.0286,0.0008,0.0012,0.0055,0.0937,0.0087,0.0053,0.0055,0.454,0.0348,0.0177,0.0369,0.1935,0.0096,0.0079,0.0117,0.2085,0.0173,0.0136,0.0188,0.2998,0.0362,0.0245,0.0264,0.08,0.015,0.0086,0.0076,0.0006,0.0544,0.0471,0.26,0.1036,0.2077,0.1771,0.0556,0.7982,0.538,0.2989,0.3129,0.1212,0.1516,0.0202,0.0144,0.0415,0.2904,0.7253,0.471698,731
COc1ccc(OC)c(C(O)CNc2cncc(Cl)n2)c1,0.0012,0.001,0.0007,0.0002,0.4116,0.0573,0.0274,0.0161,0.0572,0.0042,0.0028,0.0042,0.5666,0.1455,0.0566,0.0417,0.1326,0.0053,0.0048,0.0092,0.1267,0.0069,0.0062,0.0138,0.313,0.0364,0.0241,0.0255,0.0839,0.0158,0.0089,0.0078,0.0,0.0,0.0,0.0,0.0137,0.1399,0.0587,0.0001,0.0071,0.0357,0.1176,0.0894,0.1291,0.1881,0.0303,0.0146,0.0132,0.0657,0.7635,0.788732,730
N=C1SC(=C2C(=O)Nc3ccc(Br)cc32)C(=O)N1c1nccs1,0.005,0.004,0.003,0.001,0.4494,0.0547,0.0275,0.026,0.1898,0.0281,0.0144,0.0087,0.458,0.0288,0.0152,0.0398,0.3691,0.0336,0.0221,0.0193,0.2282,0.0211,0.0164,0.0205,0.3307,0.0444,0.029,0.0289,0.1284,0.0276,0.0142,0.0103,0.0,0.0,0.0,0.0,0.6061,0.4563,0.8889,0.0917,0.9879,0.7404,0.8265,0.6964,0.4852,0.2398,0.0269,0.0158,0.0172,0.6422,0.6799,0.823529,725
CC1CCN(C(=O)C(=O)Nc2nc(-c3ccc(Br)cn3)cs2)CC1,0.0575,0.0649,0.0477,0.0179,0.4438,0.05,0.0287,0.044,0.1617,0.0212,0.0118,0.0088,0.4444,0.0305,0.0186,0.0617,0.0233,0.0006,0.0008,0.0041,0.1155,0.0061,0.0057,0.0142,0.1517,0.0105,0.0093,0.0185,0.1498,0.0339,0.0171,0.0115,0.0042,0.0003,0.0003,0.0018,0.2348,0.2328,0.0262,0.001,0.1594,0.652,0.3999,0.4052,0.1841,0.1724,0.0242,0.0155,0.0203,0.255,0.6193,0.788235,718
COc1cc(C#N)cc(Cl)c1OCc1nc(N)nc(N)n1,0.0023,0.0019,0.0014,0.0004,0.4233,0.344,0.1542,0.0112,0.0661,0.0052,0.0034,0.0046,0.5277,0.2807,0.1092,0.0362,0.165,0.0076,0.0066,0.0111,0.2332,0.0214,0.0164,0.0204,0.2999,0.0349,0.0235,0.0255,0.0704,0.0128,0.0075,0.0072,0.0,0.0,0.0,0.0,0.026,0.1833,0.1604,0.0097,0.0042,0.0995,0.127,0.3723,0.158,0.1987,0.0787,0.0358,0.0129,0.1267,0.6668,0.678571,717
OC(CNc1nc(NCC(O)Cc2ccccc2)c2ccccc2n1)Cc1ccccc1,0.0272,0.0289,0.0208,0.0071,0.505,0.0571,0.0268,0.0276,0.0597,0.0043,0.0029,0.0044,0.5677,0.0566,0.0259,0.0538,0.1593,0.0071,0.0063,0.0113,0.1319,0.0072,0.0065,0.0148,0.1171,0.0067,0.0065,0.0152,0.114,0.0232,0.0123,0.0094,0.9794,0.511,0.4019,0.6135,0.4162,0.4316,0.2196,0.2608,0.7785,0.6914,0.5695,0.6012,0.3611,0.2957,0.078,0.0567,0.0841,0.4811,0.6025,0.714286,714
COc1ccc2nc(C)cc(SCC(NC(=O)CCl)C(=O)O)c2c1,0.0035,0.0029,0.0021,0.0006,0.3171,0.0241,0.0139,0.0161,0.1049,0.0105,0.0063,0.0062,0.6234,0.1861,0.0742,0.0619,0.1863,0.0092,0.0077,0.0119,0.3805,0.0691,0.0462,0.0306,0.3255,0.0422,0.0276,0.0279,0.1176,0.0245,0.0129,0.0095,0.0,0.0003,0.0009,0.0004,0.0246,0.1466,0.1385,0.0024,0.0238,0.4263,0.1705,0.4521,0.3573,0.2288,0.041,0.0213,0.0183,0.1936,0.6904,0.708333,709
Cn1c(Sc2ccc([N+](=O)[O-])cn2)nc2sccc2c1=O,0.0116,0.0111,0.008,0.0026,0.4374,0.0785,0.0366,0.0181,0.0718,0.0059,0.0038,0.0048,0.6545,0.1598,0.0648,0.0743,0.1881,0.0094,0.0078,0.0121,0.1918,0.0152,0.0123,0.0184,0.2423,0.0234,0.0172,0.0227,0.0704,0.0129,0.0076,0.0072,0.018,0.0022,0.0007,0.0002,0.1667,0.3412,0.8284,0.8058,0.9311,0.4558,0.6383,0.5031,0.1975,0.2095,0.0354,0.0176,0.0178,0.5409,0.7675,0.727273,707
O=[N+]([O-])c1cc(CN2CCCC2Cc2ccccc2Cl)cs1,0.004,0.0034,0.0025,0.0008,0.4356,0.0847,0.0385,0.0161,0.079,0.0066,0.0042,0.0049,0.5375,0.0627,0.0276,0.0426,0.3099,0.022,0.0153,0.0154,0.218,0.0181,0.0142,0.0192,0.3205,0.0394,0.0258,0.0264,0.1246,0.0261,0.0134,0.0096,0.0002,0.0002,0.0001,0.0,0.0534,0.1971,0.251,0.0007,0.0018,0.1884,0.2361,0.4944,0.1421,0.2255,0.0293,0.0157,0.015,0.1739,0.6668,0.784615,705
CN(Cc1cc(Cl)nc(Cl)c1)C1c2cc(Cl)cc(Cl)c2CC1O,0.0051,0.0043,0.0032,0.001,0.43,0.0417,0.0207,0.0207,0.0701,0.0056,0.0036,0.0046,0.4348,0.0258,0.0139,0.0364,0.2597,0.0159,0.0119,0.0142,0.2204,0.0182,0.0143,0.0196,0.1647,0.0116,0.0099,0.0178,0.101,0.0197,0.0107,0.0085,0.0,0.0121,0.0225,0.0157,0.1897,0.4422,0.3127,0.0171,0.0213,0.5071,0.1598,0.4656,0.1689,0.1873,0.0172,0.0123,0.0154,0.2538,0.6655,0.832,702
Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1cc(Cl)c(Cl)[nH]1,0.002,0.0017,0.0012,0.0004,0.3975,0.1206,0.055,0.013,0.0723,0.006,0.0039,0.0048,0.5068,0.138,0.0552,0.034,0.2343,0.0132,0.0101,0.0128,0.1663,0.0116,0.0097,0.0162,0.3345,0.0459,0.0289,0.0267,0.053,0.0092,0.0058,0.0063,0.0,0.0,0.0,0.0,0.0259,0.1275,0.2916,0.689,0.1051,0.1744,0.1227,0.3479,0.092,0.1963,0.0385,0.0189,0.0127,0.2195,0.7283,0.490196,699
O=[N+]([O-])c1c(NCC(O)c2ccc(F)c(F)c2)nc2ccccn12,0.0038,0.0033,0.0024,0.0007,0.4132,0.1049,0.0477,0.0141,0.0563,0.0041,0.0028,0.0042,0.47,0.0584,0.0265,0.0333,0.2158,0.0116,0.0092,0.0126,0.2046,0.0172,0.0137,0.0188,0.3277,0.0432,0.0277,0.0267,0.0542,0.0094,0.0059,0.0064,0.0015,0.0135,0.003,0.0002,0.0833,0.2112,0.0679,0.8504,0.5801,0.2147,0.6767,0.4635,0.2224,0.1941,0.0295,0.0154,0.013,0.3745,0.7304,0.767123,698
CCN(CCN=C(N)NCc1ccc(OC)c(OC)c1)c1cccc(C)c1,0.0085,0.0081,0.0058,0.0018,0.4729,0.0396,0.0188,0.0222,0.0617,0.0045,0.003,0.0044,0.5892,0.0781,0.0325,0.0492,0.125,0.0047,0.0044,0.0091,0.1901,0.0132,0.0107,0.0177,0.3594,0.0444,0.0286,0.0293,0.0803,0.0148,0.0085,0.0076,0.0769,0.1739,0.0669,0.0074,0.2683,0.332,0.2481,0.0409,0.9396,0.268,0.3355,0.3618,0.379,0.2182,0.0424,0.0199,0.0165,0.3526,0.6707,0.761905,697
NC(=NCCc1cccc2cccnc12)Nc1ccc2c(c1)CCC2,0.0098,0.0093,0.0067,0.0021,0.5566,0.0742,0.0309,0.0237,0.0649,0.0048,0.0032,0.0045,0.5815,0.0702,0.0297,0.0482,0.126,0.0048,0.0045,0.0091,0.1601,0.0097,0.0083,0.016,0.3549,0.0436,0.0282,0.029,0.1466,0.0319,0.0159,0.0106,0.9878,0.0017,0.0005,0.0,0.1868,0.3145,0.0706,0.0231,0.8707,0.118,0.2933,0.4208,0.3549,0.332,0.0278,0.0142,0.0159,0.2947,0.7021,0.830769,694
Cc1cn2c(=O)c(C(=O)Nc3ncc(C4CCNCC4)s3)cnc2s1,0.0033,0.0028,0.0021,0.0006,0.5235,0.1014,0.0439,0.0235,0.0934,0.0086,0.0053,0.0058,0.559,0.0763,0.0328,0.047,0.0829,0.0028,0.0029,0.0076,0.0631,0.0024,0.0024,0.0096,0.3441,0.0434,0.0281,0.0284,0.0873,0.0166,0.0094,0.0082,0.0167,0.0001,0.0001,0.0001,0.0104,0.1032,0.0007,0.0,0.0,0.2511,0.0248,0.2723,0.1694,0.197,0.0283,0.0141,0.0145,0.0925,0.6971,0.776471,693
CN(Cc1ccc(Cl)cc1Cl)c1ncc([N+](=O)[O-])cc1C#N,0.0028,0.0024,0.0017,0.0005,0.4305,0.0806,0.0369,0.016,0.0748,0.0062,0.004,0.0048,0.5143,0.07,0.0305,0.0384,0.252,0.0153,0.0115,0.0139,0.1277,0.0072,0.0064,0.0139,0.2189,0.019,0.0144,0.0205,0.0859,0.0163,0.0092,0.0079,0.0,0.0002,0.0,0.0,0.1185,0.1724,0.4019,0.1629,0.0212,0.2939,0.5149,0.5521,0.1529,0.1897,0.0241,0.0127,0.0129,0.2656,0.7221,0.769231,687
O=c1c([N+](=O)[O-])c(Oc2cccc(Cl)c2Cl)nc2ccccn12,0.0077,0.0069,0.005,0.0016,0.445,0.2476,0.1077,0.0133,0.111,0.0115,0.0068,0.0063,0.5388,0.2811,0.1097,0.0384,0.5578,0.1195,0.0626,0.0271,0.1953,0.0158,0.0127,0.0186,0.4035,0.0734,0.0429,0.0324,0.1262,0.027,0.014,0.01,0.0,0.0002,0.0006,0.0,0.0171,0.2813,0.0851,0.0504,0.0702,0.2034,0.3365,0.3461,0.1351,0.265,0.087,0.0402,0.0164,0.1695,0.7407,0.706897,683
CN(Cc1ccccc1OC(F)(F)F)c1c([N+](=O)[O-])ncn1C,0.012,0.0115,0.0083,0.0027,0.4488,0.1562,0.0671,0.014,0.0441,0.0029,0.0021,0.0037,0.3948,0.0248,0.0134,0.0298,0.0967,0.0034,0.0033,0.0078,0.1021,0.005,0.0047,0.0125,0.0985,0.0055,0.0055,0.0136,0.067,0.0121,0.0072,0.007,0.0,0.0016,0.0007,0.0,0.0116,0.2519,0.1274,0.8039,0.9521,0.2075,0.3784,0.527,0.1574,0.1405,0.0248,0.0125,0.0101,0.3797,0.719,0.746479,681
CSc1nc2ncnc(Oc3cccnc3[N+](=O)[O-])c2s1,0.0044,0.0038,0.0027,0.0008,0.4374,0.3027,0.1307,0.0113,0.053,0.0038,0.0026,0.004,0.5686,0.1823,0.0703,0.0425,0.4378,0.0506,0.0301,0.0203,0.1641,0.0112,0.0094,0.0162,0.2999,0.0345,0.0231,0.025,0.0743,0.0136,0.0079,0.0074,0.0,0.0,0.0,0.0,0.044,0.2973,0.1342,0.0006,0.1186,0.3755,0.6833,0.375,0.2755,0.2266,0.0669,0.0308,0.0142,0.256,0.7463,0.768116,676
